id,group,Personality,has_missing
12601,Kept,Extrovert,False
12602,Kept,Introvert,False
12603,Kept,Extrovert,False
12604,Kept,Extrovert,True
12605,Kept,Extrovert,True
12606,Kept,Introvert,True
12607,Removed,Introvert,True
12608,Removed,Extrovert,False
12609,Kept,Extrovert,False
12610,Removed,Extrovert,True
12611,Kept,Extrovert,False
12612,Kept,Extrovert,False
12613,Kept,Extrovert,False
12614,Kept,Introvert,False
12615,Kept,Extrovert,True
12616,Kept,Introvert,False
12617,Kept,Extrovert,False
12618,Kept,Extrovert,True
12619,Kept,Extrovert,False
12620,Kept,Extrovert,False
12621,Kept,Extrovert,False
12622,Kept,Extrovert,False
12623,Kept,Extrovert,False
12624,Kept,Extrovert,False
12625,Kept,Extrovert,False
12626,Kept,Extrovert,True
12627,Removed,Introvert,False
12628,Kept,Introvert,False
12629,Kept,Extrovert,False
12630,Kept,Extrovert,False
12631,Kept,Introvert,True
12632,Kept,Extrovert,True
12633,Kept,Introvert,False
12634,Kept,Extrovert,True
12635,Removed,Introvert,False
12636,Kept,Extrovert,True
12637,Kept,Extrovert,False
12638,Kept,Extrovert,False
12639,Kept,Extrovert,True
12640,Kept,Extrovert,True
12641,Kept,Extrovert,False
12642,Kept,Introvert,False
12643,Kept,Extrovert,False
12644,Kept,Extrovert,False
12645,Kept,Extrovert,True
12646,Kept,Introvert,True
12647,Kept,Extrovert,False
12648,Removed,Introvert,False
12649,Removed,Introvert,False
12650,Removed,Introvert,False
12651,Kept,Extrovert,False
12652,Kept,Introvert,False
12653,Kept,Introvert,False
12654,Kept,Extrovert,False
12655,Kept,Extrovert,False
12656,Removed,Extrovert,False
12657,Kept,Introvert,True
12658,Removed,Extrovert,False
12659,Kept,Extrovert,True
12660,Removed,Introvert,False
12661,Kept,Extrovert,False
12662,Kept,Extrovert,False
12663,Kept,Extrovert,False
12664,Kept,Introvert,True
12665,Kept,Introvert,False
12666,Removed,Introvert,False
12667,Kept,Extrovert,False
12668,Kept,Extrovert,True
12669,Kept,Extrovert,False
12670,Kept,Introvert,True
12671,Kept,Extrovert,True
12672,Kept,Extrovert,False
12673,Kept,Extrovert,False
12674,Removed,Introvert,False
12675,Kept,Extrovert,False
12676,Kept,Extrovert,False
12677,Kept,Extrovert,False
12678,Kept,Extrovert,False
12679,Kept,Extrovert,True
12680,Kept,Extrovert,False
12681,Kept,Extrovert,False
12682,Kept,Extrovert,False
12683,Removed,Extrovert,False
12684,Kept,Introvert,False
12685,Removed,Introvert,False
12686,Removed,Introvert,True
12687,Kept,Extrovert,True
12688,Kept,Extrovert,True
12689,Kept,Extrovert,False
12690,Kept,Extrovert,False
12691,Kept,Extrovert,False
12692,Kept,Extrovert,False
12693,Kept,Extrovert,True
12694,Removed,Introvert,False
12695,Removed,Extrovert,True
12696,Kept,Extrovert,False
12697,Kept,Extrovert,False
12698,Kept,Extrovert,False
12699,Removed,Extrovert,False
12700,Kept,Extrovert,False
12701,Removed,Introvert,False
12702,Kept,Extrovert,False
12703,Kept,Extrovert,False
12704,Kept,Extrovert,False
12705,Kept,Extrovert,True
12706,Kept,Extrovert,False
12707,Kept,Extrovert,False
12708,Kept,Introvert,False
12709,Kept,Extrovert,False
12710,Kept,Extrovert,True
12711,Kept,Extrovert,False
12712,Kept,Extrovert,False
12713,Kept,Extrovert,False
12714,Removed,Extrovert,True
12715,Kept,Extrovert,False
12716,Removed,Introvert,False
12717,Removed,Introvert,False
12718,Kept,Introvert,True
12719,Kept,Introvert,False
12720,Removed,Introvert,False
12721,Kept,Extrovert,False
12722,Kept,Extrovert,False
12723,Kept,Extrovert,False
12724,Kept,Extrovert,False
12725,Kept,Introvert,False
12726,Kept,Introvert,False
12727,Kept,Introvert,True
12728,Kept,Introvert,False
12729,Removed,Extrovert,False
12730,Kept,Extrovert,False
12731,Removed,Introvert,False
12732,Removed,Extrovert,False
12733,Kept,Extrovert,False
12734,Kept,Introvert,True
12735,Kept,Extrovert,False
12736,Kept,Extrovert,False
12737,Kept,Extrovert,False
12738,Kept,Extrovert,False
12739,Kept,Extrovert,False
12740,Kept,Introvert,True
12741,Kept,Introvert,False
12742,Kept,Introvert,False
12743,Removed,Introvert,True
12744,Kept,Extrovert,True
12745,Kept,Extrovert,True
12746,Kept,Introvert,False
12747,Kept,Introvert,True
12748,Kept,Extrovert,False
12749,Kept,Extrovert,False
12750,Kept,Extrovert,False
12751,Kept,Extrovert,True
12752,Removed,Extrovert,True
12753,Removed,Extrovert,True
12754,Kept,Introvert,False
12755,Removed,Extrovert,False
12756,Kept,Extrovert,True
12757,Removed,Extrovert,True
12758,Kept,Extrovert,True
12759,Kept,Introvert,False
12760,Kept,Introvert,False
12761,Kept,Extrovert,False
12762,Kept,Introvert,True
12763,Kept,Extrovert,False
12764,Removed,Extrovert,False
12765,Removed,Extrovert,False
12766,Kept,Extrovert,False
12767,Kept,Introvert,False
12768,Kept,Extrovert,False
12769,Kept,Extrovert,True
12770,Kept,Extrovert,False
12771,Removed,Extrovert,False
12772,Kept,Extrovert,True
12773,Kept,Introvert,False
12774,Kept,Extrovert,False
12775,Kept,Extrovert,True
12776,Kept,Extrovert,True
12777,Kept,Extrovert,False
12778,Kept,Extrovert,False
12779,Removed,Introvert,False
12780,Kept,Extrovert,True
12781,Kept,Introvert,False
12782,Kept,Extrovert,False
12783,Kept,Extrovert,False
12784,Kept,Extrovert,False
12785,Kept,Introvert,True
12786,Removed,Introvert,True
12787,Removed,Extrovert,True
12788,Removed,Extrovert,False
12789,Kept,Extrovert,True
12790,Kept,Extrovert,False
12791,Kept,Extrovert,False
12792,Kept,Extrovert,True
12793,Removed,Introvert,True
12794,Kept,Extrovert,False
12795,Kept,Extrovert,False
12796,Kept,Introvert,False
12797,Kept,Extrovert,False
12798,Kept,Introvert,True
12799,Removed,Introvert,False
12800,Removed,Extrovert,False
12801,Kept,Extrovert,False
12802,Kept,Introvert,True
12803,Kept,Extrovert,True
12804,Kept,Introvert,True
12805,Removed,Introvert,False
12806,Kept,Extrovert,False
12807,Kept,Extrovert,False
12808,Kept,Introvert,False
12809,Kept,Extrovert,True
12810,Kept,Introvert,False
12811,Removed,Introvert,False
12812,Kept,Introvert,False
12813,Removed,Extrovert,True
12814,Removed,Extrovert,True
12815,Kept,Extrovert,False
12816,Kept,Extrovert,False
12817,Kept,Extrovert,False
12818,Kept,Extrovert,False
12819,Kept,Extrovert,True
12820,Kept,Extrovert,False
12821,Kept,Extrovert,False
12822,Kept,Extrovert,False
12823,Removed,Extrovert,False
12824,Removed,Introvert,False
12825,Removed,Extrovert,True
12826,Kept,Extrovert,False
12827,Kept,Introvert,True
12828,Kept,Extrovert,False
12829,Kept,Extrovert,False
12830,Kept,Extrovert,False
12831,Kept,Introvert,True
12832,Kept,Extrovert,False
12833,Removed,Extrovert,False
12834,Removed,Extrovert,False
12835,Removed,Introvert,False
12836,Kept,Extrovert,False
12837,Kept,Introvert,False
12838,Removed,Extrovert,False
12839,Kept,Extrovert,False
12840,Kept,Extrovert,False
12841,Removed,Extrovert,False
12842,Kept,Extrovert,False
12843,Kept,Extrovert,False
12844,Removed,Extrovert,False
12845,Kept,Extrovert,False
12846,Kept,Extrovert,False
12847,Kept,Extrovert,False
12848,Kept,Extrovert,False
12849,Kept,Extrovert,False
12850,Removed,Introvert,False
12851,Kept,Extrovert,False
12852,Removed,Introvert,True
12853,Removed,Extrovert,False
12854,Removed,Introvert,True
12855,Kept,Extrovert,False
12856,Removed,Extrovert,True
12857,Kept,Extrovert,False
12858,Kept,Extrovert,False
12859,Kept,Extrovert,True
12860,Kept,Extrovert,True
12861,Kept,Extrovert,False
12862,Removed,Introvert,False
12863,Kept,Extrovert,True
12864,Removed,Introvert,False
12865,Kept,Extrovert,True
12866,Kept,Extrovert,True
12867,Kept,Extrovert,False
12868,Removed,Extrovert,False
12869,Removed,Introvert,False
12870,Kept,Extrovert,False
12871,Kept,Extrovert,False
12872,Removed,Extrovert,False
12873,Kept,Extrovert,False
12874,Removed,Introvert,True
12875,Kept,Extrovert,False
12876,Kept,Extrovert,False
12877,Kept,Extrovert,True
12878,Kept,Introvert,True
12879,Kept,Extrovert,True
12880,Removed,Extrovert,False
12881,Removed,Introvert,False
12882,Kept,Introvert,False
12883,Kept,Extrovert,True
12884,Kept,Extrovert,False
12885,Kept,Extrovert,False
12886,Removed,Introvert,False
12887,Kept,Extrovert,False
12888,Removed,Introvert,True
12889,Kept,Introvert,False
12890,Kept,Extrovert,True
12891,Kept,Extrovert,True
12892,Kept,Extrovert,False
12893,Kept,Extrovert,True
12894,Removed,Extrovert,False
12895,Kept,Introvert,True
12896,Kept,Extrovert,False
12897,Kept,Extrovert,True
12898,Removed,Introvert,True
12899,Removed,Extrovert,True
12900,Kept,Extrovert,False
12901,Removed,Introvert,False
12902,Kept,Extrovert,False
12903,Kept,Extrovert,False
12904,Removed,Introvert,True
12905,Kept,Extrovert,False
12906,Kept,Extrovert,False
12907,Removed,Extrovert,False
12908,Kept,Introvert,True
12909,Kept,Extrovert,False
12910,Kept,Extrovert,False
12911,Kept,Extrovert,True
12912,Removed,Introvert,False
12913,Removed,Introvert,True
12914,Kept,Extrovert,False
12915,Removed,Extrovert,False
12916,Kept,Extrovert,False
12917,Kept,Introvert,False
12918,Kept,Extrovert,True
12919,Removed,Introvert,True
12920,Kept,Extrovert,True
12921,Kept,Extrovert,True
12922,Kept,Extrovert,False
12923,Kept,Extrovert,True
12924,Kept,Extrovert,False
12925,Kept,Extrovert,True
12926,Kept,Extrovert,False
12927,Kept,Introvert,True
12928,Kept,Extrovert,True
12929,Removed,Introvert,False
12930,Kept,Extrovert,True
12931,Kept,Introvert,True
12932,Kept,Extrovert,True
12933,Removed,Extrovert,False
12934,Kept,Introvert,True
12935,Kept,Extrovert,True
12936,Kept,Extrovert,True
12937,Kept,Introvert,False
12938,Removed,Extrovert,False
12939,Removed,Extrovert,True
12940,Kept,Extrovert,False
12941,Kept,Extrovert,True
12942,Removed,Introvert,False
12943,Removed,Introvert,False
12944,Kept,Extrovert,True
12945,Removed,Extrovert,False
12946,Kept,Introvert,False
12947,Kept,Extrovert,False
12948,Kept,Extrovert,False
12949,Kept,Extrovert,False
12950,Kept,Extrovert,False
12951,Kept,Extrovert,False
12952,Kept,Extrovert,False
12953,Kept,Extrovert,False
12954,Removed,Extrovert,False
12955,Removed,Extrovert,False
12956,Removed,Introvert,False
12957,Kept,Extrovert,False
12958,Kept,Extrovert,False
12959,Kept,Extrovert,True
12960,Kept,Extrovert,False
12961,Kept,Extrovert,True
12962,Kept,Extrovert,True
12963,Kept,Extrovert,False
12964,Kept,Introvert,True
12965,Kept,Extrovert,True
12966,Kept,Extrovert,True
12967,Kept,Extrovert,True
12968,Kept,Extrovert,False
12969,Removed,Introvert,False
12970,Kept,Extrovert,True
12971,Kept,Extrovert,False
12972,Kept,Extrovert,True
12973,Removed,Extrovert,False
12974,Kept,Extrovert,False
12975,Removed,Extrovert,False
12976,Kept,Extrovert,False
12977,Kept,Extrovert,False
12978,Kept,Extrovert,False
12979,Kept,Extrovert,True
12980,Kept,Extrovert,True
12981,Kept,Extrovert,True
12982,Kept,Introvert,True
12983,Removed,Introvert,True
12984,Kept,Extrovert,False
12985,Kept,Extrovert,True
12986,Kept,Extrovert,False
12987,Kept,Introvert,False
12988,Kept,Extrovert,False
12989,Removed,Introvert,True
12990,Kept,Extrovert,False
12991,Removed,Extrovert,True
12992,Kept,Extrovert,True
12993,Removed,Introvert,False
12994,Kept,Extrovert,True
12995,Removed,Extrovert,False
12996,Kept,Extrovert,False
12997,Kept,Extrovert,True
12998,Kept,Introvert,False
12999,Kept,Extrovert,False
13000,Kept,Extrovert,False
13001,Removed,Extrovert,False
13002,Kept,Extrovert,False
13003,Kept,Extrovert,False
13004,Kept,Extrovert,True
13005,Kept,Extrovert,False
13006,Removed,Extrovert,False
13007,Kept,Extrovert,True
13008,Removed,Extrovert,False
13009,Kept,Extrovert,True
13010,Kept,Introvert,True
13011,Kept,Extrovert,False
13012,Kept,Extrovert,False
13013,Kept,Extrovert,False
13014,Kept,Extrovert,True
13015,Removed,Extrovert,False
13016,Removed,Introvert,True
13017,Kept,Extrovert,True
13018,Removed,Extrovert,False
13019,Kept,Extrovert,False
13020,Kept,Extrovert,False
13021,Removed,Extrovert,False
13022,Kept,Extrovert,False
13023,Kept,Extrovert,False
13024,Kept,Introvert,True
13025,Kept,Extrovert,False
13026,Kept,Introvert,True
13027,Removed,Extrovert,True
13028,Removed,Introvert,False
13029,Kept,Extrovert,False
13030,Kept,Extrovert,False
13031,Removed,Extrovert,False
13032,Kept,Extrovert,False
13033,Removed,Extrovert,False
13034,Kept,Extrovert,False
13035,Kept,Extrovert,True
13036,Kept,Extrovert,False
13037,Removed,Extrovert,False
13038,Kept,Extrovert,False
13039,Kept,Extrovert,False
13040,Kept,Extrovert,False
13041,Removed,Introvert,False
13042,Kept,Extrovert,True
13043,Kept,Extrovert,True
13044,Kept,Extrovert,True
13045,Removed,Extrovert,False
13046,Kept,Extrovert,True
13047,Kept,Extrovert,False
13048,Kept,Extrovert,False
13049,Removed,Introvert,True
13050,Kept,Extrovert,False
13051,Kept,Extrovert,False
13052,Kept,Introvert,False
13053,Removed,Introvert,False
13054,Removed,Introvert,True
13055,Kept,Extrovert,False
13056,Removed,Extrovert,False
13057,Kept,Extrovert,False
13058,Kept,Extrovert,False
13059,Kept,Extrovert,True
13060,Removed,Introvert,True
13061,Kept,Extrovert,False
13062,Kept,Extrovert,False
13063,Removed,Introvert,True
13064,Kept,Extrovert,False
13065,Kept,Extrovert,True
13066,Kept,Extrovert,False
13067,Kept,Introvert,False
13068,Kept,Extrovert,False
13069,Kept,Introvert,False
13070,Kept,Extrovert,True
13071,Kept,Extrovert,True
13072,Kept,Extrovert,False
13073,Kept,Extrovert,False
13074,Kept,Extrovert,False
13075,Kept,Extrovert,False
13076,Removed,Introvert,False
13077,Kept,Introvert,False
13078,Kept,Extrovert,False
13079,Removed,Extrovert,False
13080,Kept,Extrovert,False
13081,Kept,Extrovert,False
13082,Kept,Extrovert,False
13083,Kept,Extrovert,False
13084,Kept,Introvert,False
13085,Kept,Introvert,True
13086,Removed,Extrovert,False
13087,Removed,Introvert,True
13088,Kept,Extrovert,False
13089,Kept,Extrovert,False
13090,Kept,Extrovert,True
13091,Kept,Introvert,False
13092,Kept,Extrovert,False
13093,Removed,Extrovert,False
13094,Removed,Extrovert,False
13095,Removed,Introvert,False
13096,Kept,Extrovert,True
13097,Kept,Extrovert,False
13098,Kept,Extrovert,False
13099,Kept,Extrovert,False
13100,Kept,Extrovert,True
13101,Kept,Extrovert,False
13102,Removed,Introvert,False
13103,Kept,Extrovert,False
13104,Kept,Extrovert,False
13105,Removed,Extrovert,False
13106,Kept,Extrovert,False
13107,Kept,Extrovert,False
13108,Kept,Introvert,False
13109,Kept,Extrovert,False
13110,Kept,Extrovert,False
13111,Kept,Extrovert,True
13112,Kept,Extrovert,False
13113,Removed,Introvert,False
13114,Removed,Introvert,True
13115,Kept,Introvert,True
13116,Kept,Extrovert,False
13117,Removed,Extrovert,True
13118,Kept,Introvert,True
13119,Kept,Introvert,True
13120,Kept,Introvert,True
13121,Kept,Extrovert,False
13122,Kept,Extrovert,False
13123,Kept,Extrovert,False
13124,Kept,Extrovert,True
13125,Kept,Introvert,False
13126,Removed,Introvert,False
13127,Removed,Introvert,True
13128,Kept,Introvert,False
13129,Kept,Extrovert,False
13130,Kept,Extrovert,False
13131,Kept,Extrovert,True
13132,Removed,Introvert,False
13133,Removed,Extrovert,True
13134,Kept,Extrovert,False
13135,Kept,Extrovert,False
13136,Kept,Introvert,False
13137,Kept,Extrovert,False
13138,Kept,Extrovert,False
13139,Kept,Extrovert,False
13140,Removed,Extrovert,True
13141,Kept,Extrovert,False
13142,Kept,Extrovert,False
13143,Kept,Extrovert,False
13144,Removed,Introvert,True
13145,Kept,Introvert,False
13146,Removed,Extrovert,False
13147,Kept,Extrovert,False
13148,Kept,Extrovert,False
13149,Kept,Extrovert,False
13150,Kept,Extrovert,True
13151,Kept,Extrovert,True
13152,Kept,Introvert,True
13153,Removed,Introvert,False
13154,Kept,Introvert,False
13155,Removed,Extrovert,False
13156,Kept,Extrovert,True
13157,Kept,Extrovert,False
13158,Removed,Introvert,False
13159,Kept,Extrovert,True
13160,Kept,Introvert,False
13161,Removed,Extrovert,False
13162,Kept,Extrovert,False
13163,Kept,Extrovert,True
13164,Kept,Extrovert,False
13165,Kept,Introvert,True
13166,Kept,Extrovert,False
13167,Removed,Introvert,False
13168,Kept,Extrovert,False
13169,Kept,Extrovert,False
13170,Kept,Extrovert,False
13171,Kept,Extrovert,False
13172,Removed,Introvert,True
13173,Removed,Introvert,False
13174,Kept,Extrovert,False
13175,Kept,Extrovert,True
13176,Removed,Extrovert,False
13177,Kept,Extrovert,False
13178,Kept,Introvert,True
13179,Kept,Extrovert,False
13180,Removed,Introvert,True
13181,Kept,Extrovert,False
13182,Kept,Introvert,False
13183,Removed,Extrovert,False
13184,Kept,Extrovert,False
13185,Kept,Introvert,True
13186,Kept,Introvert,False
13187,Kept,Extrovert,True
13188,Kept,Extrovert,True
13189,Kept,Extrovert,False
13190,Removed,Extrovert,False
13191,Kept,Extrovert,False
13192,Kept,Introvert,False
13193,Removed,Introvert,True
13194,Kept,Extrovert,False
13195,Removed,Extrovert,True
13196,Kept,Extrovert,True
13197,Kept,Introvert,True
13198,Kept,Extrovert,False
13199,Removed,Introvert,False
13200,Kept,Extrovert,False
13201,Removed,Extrovert,False
13202,Kept,Extrovert,False
13203,Kept,Extrovert,False
13204,Removed,Extrovert,False
13205,Kept,Extrovert,False
13206,Kept,Extrovert,False
13207,Removed,Introvert,False
13208,Kept,Extrovert,False
13209,Kept,Extrovert,True
13210,Kept,Extrovert,True
13211,Kept,Extrovert,False
13212,Kept,Extrovert,True
13213,Kept,Extrovert,False
13214,Kept,Extrovert,False
13215,Removed,Extrovert,False
13216,Kept,Extrovert,False
13217,Removed,Introvert,False
13218,Kept,Extrovert,False
13219,Kept,Extrovert,False
13220,Kept,Extrovert,False
13221,Kept,Extrovert,False
13222,Kept,Extrovert,False
13223,Kept,Extrovert,True
13224,Kept,Introvert,False
13225,Removed,Extrovert,False
13226,Kept,Extrovert,False
13227,Kept,Extrovert,False
13228,Kept,Extrovert,True
13229,Kept,Extrovert,False
13230,Removed,Extrovert,False
13231,Kept,Extrovert,False
13232,Kept,Introvert,False
13233,Removed,Introvert,True
13234,Kept,Extrovert,False
13235,Removed,Extrovert,False
13236,Kept,Extrovert,False
13237,Kept,Extrovert,True
13238,Removed,Extrovert,False
13239,Kept,Introvert,False
13240,Removed,Introvert,True
13241,Kept,Introvert,True
13242,Kept,Extrovert,False
13243,Kept,Extrovert,False
13244,Kept,Extrovert,False
13245,Kept,Introvert,True
13246,Removed,Introvert,True
13247,Kept,Extrovert,False
13248,Kept,Introvert,True
13249,Removed,Introvert,False
13250,Removed,Extrovert,False
13251,Kept,Extrovert,False
13252,Kept,Extrovert,True
13253,Kept,Introvert,False
13254,Kept,Extrovert,True
13255,Kept,Extrovert,False
13256,Kept,Extrovert,False
13257,Kept,Introvert,True
13258,Kept,Introvert,False
13259,Kept,Introvert,False
13260,Kept,Extrovert,False
13261,Removed,Introvert,True
13262,Kept,Introvert,True
13263,Kept,Extrovert,False
13264,Kept,Extrovert,False
13265,Removed,Introvert,True
13266,Kept,Extrovert,False
13267,Kept,Extrovert,True
13268,Kept,Extrovert,False
13269,Removed,Extrovert,False
13270,Kept,Extrovert,True
13271,Kept,Extrovert,False
13272,Kept,Extrovert,True
13273,Removed,Introvert,False
13274,Kept,Extrovert,False
13275,Kept,Introvert,False
13276,Kept,Introvert,False
13277,Removed,Extrovert,False
13278,Kept,Extrovert,False
13279,Kept,Extrovert,False
13280,Removed,Extrovert,False
13281,Removed,Extrovert,False
13282,Kept,Introvert,False
13283,Kept,Introvert,False
13284,Kept,Extrovert,False
13285,Kept,Extrovert,False
13286,Kept,Extrovert,False
13287,Kept,Extrovert,False
13288,Kept,Extrovert,False
13289,Kept,Extrovert,True
13290,Kept,Extrovert,False
13291,Kept,Extrovert,False
13292,Removed,Introvert,False
13293,Kept,Extrovert,False
13294,Removed,Extrovert,False
13295,Kept,Extrovert,True
13296,Removed,Introvert,True
13297,Kept,Introvert,True
13298,Kept,Extrovert,True
13299,Kept,Extrovert,True
13300,Kept,Introvert,False
13301,Kept,Extrovert,False
13302,Removed,Extrovert,False
13303,Kept,Extrovert,False
13304,Removed,Introvert,False
13305,Kept,Extrovert,True
13306,Removed,Introvert,True
13307,Kept,Extrovert,False
13308,Kept,Introvert,True
13309,Kept,Extrovert,True
13310,Kept,Extrovert,True
13311,Kept,Extrovert,False
13312,Kept,Extrovert,True
13313,Removed,Extrovert,False
13314,Kept,Extrovert,False
13315,Kept,Extrovert,False
13316,Kept,Extrovert,True
13317,Kept,Extrovert,False
13318,Kept,Extrovert,False
13319,Kept,Extrovert,True
13320,Kept,Extrovert,False
13321,Kept,Introvert,True
13322,Removed,Extrovert,False
13323,Kept,Introvert,True
13324,Kept,Extrovert,False
13325,Kept,Extrovert,False
13326,Kept,Extrovert,False
13327,Kept,Extrovert,False
13328,Kept,Extrovert,False
13329,Removed,Introvert,False
13330,Kept,Extrovert,False
13331,Kept,Introvert,True
13332,Kept,Introvert,True
13333,Kept,Extrovert,False
13334,Removed,Introvert,False
13335,Kept,Extrovert,False
13336,Kept,Introvert,False
13337,Kept,Extrovert,False
13338,Removed,Introvert,True
13339,Kept,Introvert,False
13340,Kept,Extrovert,False
13341,Kept,Extrovert,False
13342,Kept,Extrovert,False
13343,Removed,Introvert,True
13344,Removed,Extrovert,False
13345,Kept,Extrovert,False
13346,Kept,Extrovert,False
13347,Kept,Extrovert,True
13348,Removed,Extrovert,False
13349,Kept,Extrovert,False
13350,Removed,Introvert,True
13351,Kept,Extrovert,True
13352,Kept,Extrovert,False
13353,Kept,Extrovert,False
13354,Kept,Extrovert,True
13355,Removed,Extrovert,True
13356,Removed,Extrovert,False
13357,Kept,Extrovert,False
13358,Kept,Extrovert,False
13359,Removed,Extrovert,False
13360,Kept,Extrovert,False
13361,Kept,Introvert,True
13362,Kept,Extrovert,False
13363,Removed,Extrovert,True
13364,Removed,Extrovert,False
13365,Kept,Extrovert,True
13366,Removed,Extrovert,True
13367,Kept,Extrovert,True
13368,Kept,Extrovert,False
13369,Kept,Extrovert,False
13370,Kept,Extrovert,True
13371,Kept,Extrovert,False
13372,Kept,Extrovert,False
13373,Kept,Extrovert,True
13374,Kept,Extrovert,True
13375,Kept,Extrovert,False
13376,Removed,Extrovert,False
13377,Kept,Extrovert,True
13378,Kept,Extrovert,False
13379,Removed,Introvert,True
13380,Kept,Extrovert,False
13381,Kept,Extrovert,False
13382,Kept,Introvert,True
13383,Kept,Extrovert,True
13384,Kept,Extrovert,False
13385,Kept,Extrovert,True
13386,Removed,Introvert,False
13387,Kept,Extrovert,False
13388,Kept,Extrovert,False
13389,Kept,Extrovert,False
13390,Removed,Extrovert,False
13391,Kept,Introvert,True
13392,Kept,Extrovert,False
13393,Kept,Extrovert,True
13394,Kept,Introvert,False
13395,Removed,Extrovert,False
13396,Kept,Extrovert,True
13397,Kept,Extrovert,False
13398,Removed,Extrovert,False
13399,Kept,Extrovert,False
13400,Kept,Extrovert,False
13401,Kept,Introvert,False
13402,Kept,Extrovert,False
13403,Kept,Extrovert,True
13404,Kept,Extrovert,False
13405,Removed,Introvert,False
13406,Removed,Extrovert,True
13407,Removed,Extrovert,True
13408,Kept,Extrovert,True
13409,Kept,Extrovert,False
13410,Kept,Extrovert,False
13411,Kept,Extrovert,False
13412,Kept,Extrovert,False
13413,Kept,Extrovert,True
13414,Kept,Introvert,False
13415,Kept,Extrovert,False
13416,Kept,Extrovert,True
13417,Kept,Extrovert,True
13418,Kept,Extrovert,False
13419,Kept,Extrovert,False
13420,Kept,Extrovert,False
13421,Kept,Extrovert,False
13422,Kept,Introvert,True
13423,Kept,Extrovert,False
13424,Kept,Extrovert,False
13425,Removed,Introvert,False
13426,Kept,Extrovert,False
13427,Kept,Extrovert,True
13428,Kept,Extrovert,True
13429,Kept,Introvert,False
13430,Kept,Extrovert,True
13431,Kept,Extrovert,False
13432,Kept,Extrovert,True
13433,Removed,Introvert,False
13434,Kept,Extrovert,True
13435,Kept,Introvert,True
13436,Kept,Extrovert,False
13437,Kept,Extrovert,False
13438,Kept,Extrovert,False
13439,Kept,Extrovert,False
13440,Removed,Extrovert,True
13441,Kept,Introvert,False
13442,Kept,Extrovert,False
13443,Kept,Extrovert,False
13444,Removed,Extrovert,False
13445,Kept,Extrovert,True
13446,Removed,Extrovert,False
13447,Removed,Extrovert,False
13448,Removed,Introvert,False
13449,Kept,Extrovert,False
13450,Kept,Extrovert,False
13451,Removed,Introvert,False
13452,Kept,Extrovert,False
13453,Kept,Extrovert,False
13454,Kept,Introvert,False
13455,Kept,Extrovert,True
13456,Kept,Extrovert,False
13457,Kept,Extrovert,True
13458,Kept,Extrovert,False
13459,Kept,Introvert,False
13460,Removed,Introvert,False
13461,Kept,Extrovert,False
13462,Kept,Extrovert,False
13463,Removed,Introvert,False
13464,Removed,Extrovert,True
13465,Removed,Extrovert,False
13466,Removed,Introvert,False
13467,Kept,Extrovert,False
13468,Removed,Extrovert,True
13469,Kept,Extrovert,False
13470,Kept,Introvert,False
13471,Kept,Extrovert,False
13472,Kept,Extrovert,False
13473,Kept,Extrovert,True
13474,Kept,Extrovert,False
13475,Kept,Extrovert,False
13476,Kept,Extrovert,False
13477,Removed,Introvert,False
13478,Kept,Extrovert,False
13479,Kept,Extrovert,False
13480,Kept,Extrovert,False
13481,Kept,Introvert,False
13482,Kept,Extrovert,False
13483,Kept,Extrovert,True
13484,Removed,Extrovert,True
13485,Kept,Extrovert,False
13486,Kept,Introvert,False
13487,Kept,Extrovert,False
13488,Kept,Extrovert,True
13489,Kept,Extrovert,False
13490,Removed,Introvert,False
13491,Removed,Introvert,False
13492,Removed,Extrovert,False
13493,Kept,Extrovert,False
13494,Kept,Extrovert,True
13495,Kept,Introvert,True
13496,Kept,Extrovert,False
13497,Kept,Extrovert,False
13498,Removed,Extrovert,False
13499,Kept,Extrovert,False
13500,Removed,Extrovert,False
13501,Kept,Extrovert,True
13502,Kept,Extrovert,False
13503,Kept,Extrovert,False
13504,Kept,Introvert,True
13505,Kept,Extrovert,False
13506,Kept,Extrovert,False
13507,Kept,Extrovert,False
13508,Removed,Introvert,False
13509,Removed,Introvert,False
13510,Kept,Introvert,False
13511,Kept,Extrovert,True
13512,Kept,Extrovert,False
13513,Kept,Extrovert,True
13514,Kept,Extrovert,True
13515,Removed,Introvert,False
13516,Removed,Introvert,False
13517,Removed,Extrovert,True
13518,Kept,Extrovert,False
13519,Kept,Extrovert,False
13520,Kept,Extrovert,False
13521,Removed,Introvert,False
13522,Kept,Introvert,False
13523,Kept,Extrovert,False
13524,Kept,Extrovert,True
13525,Kept,Introvert,False
13526,Kept,Extrovert,True
13527,Kept,Extrovert,False
13528,Kept,Extrovert,True
13529,Kept,Extrovert,True
13530,Removed,Introvert,True
13531,Removed,Introvert,False
13532,Kept,Extrovert,False
13533,Kept,Extrovert,False
13534,Kept,Introvert,True
13535,Kept,Extrovert,True
13536,Kept,Extrovert,True
13537,Kept,Extrovert,True
13538,Removed,Extrovert,False
13539,Kept,Extrovert,False
13540,Kept,Extrovert,False
13541,Kept,Extrovert,False
13542,Kept,Extrovert,False
13543,Kept,Extrovert,False
13544,Kept,Introvert,False
13545,Kept,Extrovert,True
13546,Removed,Extrovert,False
13547,Kept,Extrovert,False
13548,Kept,Introvert,True
13549,Kept,Introvert,True
