id,adv_prob,Personality
10609,0.03916666666666666,Extrovert
10610,0.165,Extrovert
10611,0.035,Extrovert
10612,0.08,Extrovert
10613,0.02,Extrovert
10614,0.05,Extrovert
10615,0.008333333333333333,Extrovert
10616,0.05,Extrovert
10617,0.5698192640692641,Extrovert
10618,0.1,Introvert
10619,0.0215,Extrovert
10620,0.0,Extrovert
10621,0.03,Extrovert
10622,0.03,Introvert
10623,0.01,Extrovert
10624,0.0,Introvert
10625,0.2157272727272727,Extrovert
10626,0.16,Introvert
10627,0.19,Introvert
10628,0.011666666666666667,Extrovert
10629,0.03833333333333333,Extrovert
10630,0.0,Extrovert
10631,0.04,Introvert
10632,0.002,Extrovert
10633,0.06,Extrovert
10634,0.15,Extrovert
10635,0.028333333333333332,Extrovert
10636,0.29445707070707067,Extrovert
10637,0.06,Introvert
10638,0.04166666666666667,Extrovert
10639,0.026666666666666665,Extrovert
10640,0.0679047619047619,Extrovert
10641,0.05666666666666667,Introvert
10642,0.31388095238095226,Introvert
10643,0.11,Introvert
10644,0.003333333333333333,Extrovert
10645,0.06,Extrovert
10646,0.28401190476190474,Extrovert
10647,0.05,Extrovert
10648,0.03,Introvert
10649,0.0,Extrovert
10650,0.10333333333333332,Extrovert
10651,0.0,Extrovert
10652,0.015,Extrovert
10653,0.29,Introvert
10654,0.06488095238095237,Extrovert
10655,0.01,Introvert
10656,0.050499999999999996,Extrovert
10657,0.13699999999999998,Introvert
10658,0.04,Introvert
10659,0.1,Extrovert
10660,0.08027777777777778,Extrovert
10661,0.03,Extrovert
10662,0.2921190476190475,Extrovert
10663,0.07,Extrovert
10664,0.4738333333333333,Extrovert
10665,0.07666666666666667,Extrovert
10666,0.12166666666666667,Extrovert
10667,0.0,Extrovert
10668,0.01,Extrovert
10669,0.142,Introvert
10670,0.019357142857142854,Extrovert
10671,0.0125,Extrovert
10672,0.185,Extrovert
10673,0.05,Extrovert
10674,0.36815873015873,Extrovert
10675,0.05,Introvert
10676,0.012333333333333333,Extrovert
10677,0.096,Extrovert
10678,0.215,Extrovert
10679,0.1,Extrovert
10680,0.026666666666666665,Extrovert
10681,0.055,Extrovert
10682,0.16,Introvert
10683,0.039285714285714285,Extrovert
10684,0.06,Introvert
10685,0.11,Introvert
10686,0.05,Introvert
10687,0.0125,Extrovert
10688,0.03833333333333334,Extrovert
10689,0.5025952380952382,Extrovert
10690,0.02,Introvert
10691,0.04,Extrovert
10692,0.07,Extrovert
10693,0.09,Introvert
10694,0.1,Introvert
10695,0.0,Extrovert
10696,0.48892857142857155,Extrovert
10697,0.03,Introvert
10698,0.28,Introvert
10699,0.05,Extrovert
10700,0.05,Introvert
10701,0.02333333333333333,Extrovert
10702,0.1555,Extrovert
10703,0.01,Introvert
10704,0.045,Extrovert
10705,0.35185714285714276,Extrovert
10706,0.0,Extrovert
10707,0.07,Extrovert
10708,0.2157272727272727,Extrovert
10709,0.09666666666666666,Extrovert
10710,0.06,Introvert
10711,0.262031746031746,Extrovert
10712,0.07,Introvert
10713,0.065,Extrovert
10714,0.07,Extrovert
10715,0.16649999999999998,Extrovert
10716,0.02571428571428571,Extrovert
10717,0.13,Extrovert
10718,0.02,Introvert
10719,0.0225,Extrovert
10720,0.03,Extrovert
10721,0.21,Introvert
10722,0.0,Extrovert
10723,0.21,Introvert
10724,0.06016666666666667,Extrovert
10725,0.08650000000000001,Extrovert
10726,0.1041590909090909,Extrovert
10727,0.13,Introvert
10728,0.09816666666666667,Extrovert
10729,0.09083333333333332,Extrovert
10730,0.09,Introvert
10731,0.06,Introvert
10732,0.095,Introvert
10733,0.09,Introvert
10734,0.11249999999999999,Extrovert
10735,0.026666666666666665,Extrovert
10736,0.22,Extrovert
10737,0.1,Introvert
10738,0.04147222222222222,Extrovert
10739,0.04533333333333333,Extrovert
10740,0.07,Extrovert
10741,0.5455000000000001,Extrovert
10742,0.3306666666666666,Extrovert
10743,0.17,Introvert
10744,0.015,Extrovert
10745,0.01,Extrovert
10746,0.2027467532467532,Extrovert
10747,0.04,Extrovert
10748,0.003333333333333333,Extrovert
10749,0.11,Extrovert
10750,0.09,Introvert
10751,0.4795952380952382,Extrovert
10752,0.15,Extrovert
10753,0.03333333333333333,Extrovert
10754,0.19333333333333333,Extrovert
10755,0.039,Extrovert
10756,0.05,Extrovert
10757,0.07,Extrovert
10758,0.22,Extrovert
10759,0.09,Introvert
10760,0.5728333333333333,Extrovert
10761,0.02,Extrovert
10762,0.14,Extrovert
10763,0.05666666666666667,Extrovert
10764,0.044000000000000004,Extrovert
10765,0.26,Extrovert
10766,0.14,Introvert
10767,0.126,Extrovert
10768,0.04209523809523809,Extrovert
10769,0.04,Extrovert
10770,0.0675,Extrovert
10771,0.11933333333333332,Extrovert
10772,0.07,Introvert
10773,0.6288095238095237,Extrovert
10774,0.44433333333333347,Extrovert
10775,0.025,Extrovert
10776,0.22,Introvert
10777,0.011000000000000001,Extrovert
10778,0.02,Extrovert
10779,0.013999999999999999,Extrovert
10780,0.155,Introvert
10781,0.008333333333333333,Extrovert
10782,0.08,Extrovert
10783,0.24,Extrovert
10784,0.25166666666666665,Extrovert
10785,0.07,Extrovert
10786,0.051000000000000004,Extrovert
10787,0.6247777777777777,Extrovert
10788,0.1,Introvert
10789,0.1433333333333333,Extrovert
10790,0.195,Extrovert
10791,0.07,Introvert
10792,0.03,Extrovert
10793,0.105,Extrovert
10794,0.5186428571428571,Extrovert
10795,0.11,Introvert
10796,0.04533333333333333,Extrovert
10797,0.05,Extrovert
10798,0.14666666666666667,Extrovert
10799,0.19,Introvert
10800,0.0125,Extrovert
10801,0.13,Extrovert
10802,0.0,Extrovert
10803,0.20186904761904753,Extrovert
10804,0.12778571428571428,Extrovert
10805,0.2,Extrovert
10806,0.4435,Extrovert
10807,0.085,Extrovert
10808,0.46166666666666667,Extrovert
10809,0.065,Extrovert
10810,0.02033333333333333,Extrovert
10811,0.045,Extrovert
10812,0.07,Introvert
10813,0.02,Introvert
10814,0.43333333333333335,Extrovert
10815,0.04,Introvert
10816,0.05,Introvert
10817,0.09,Extrovert
10818,0.045,Extrovert
10819,0.023944444444444445,Extrovert
10820,0.031,Extrovert
10821,0.07,Introvert
10822,0.04,Extrovert
10823,0.011666666666666665,Extrovert
10824,0.049166666666666664,Extrovert
10825,0.055,Extrovert
10826,0.06,Introvert
10827,0.0225,Extrovert
10828,0.1125,Extrovert
10829,0.01969047619047619,Extrovert
10830,0.07,Extrovert
10831,0.10333333333333332,Extrovert
10832,0.1,Introvert
10833,0.11,Extrovert
10834,0.1,Extrovert
10835,0.546952380952381,Extrovert
10836,0.009166666666666667,Extrovert
10837,0.17,Extrovert
10838,0.3265119047619047,Extrovert
10839,0.1325,Extrovert
10840,0.21,Introvert
10841,0.17516666666666666,Extrovert
10842,0.0215,Extrovert
10843,0.08,Extrovert
10844,0.05,Introvert
10845,0.29996428571428563,Extrovert
10846,0.08,Introvert
10847,0.24983333333333338,Extrovert
10848,0.01,Extrovert
10849,0.0,Extrovert
10850,0.02,Extrovert
10851,0.5119523809523812,Extrovert
10852,0.5252222222222225,Extrovert
10853,0.018333333333333333,Extrovert
10854,0.12,Extrovert
10855,0.06433333333333333,Extrovert
10856,0.008333333333333333,Extrovert
10857,0.12966666666666668,Extrovert
10858,0.003333333333333333,Extrovert
10859,0.08,Introvert
10860,0.12,Introvert
10861,0.12,Introvert
10862,0.1325,Extrovert
10863,0.045,Extrovert
10864,0.3,Introvert
10865,0.10958333333333334,Extrovert
10866,0.12,Introvert
10867,0.03166666666666666,Extrovert
10868,0.05,Introvert
10869,0.0375,Extrovert
10870,0.04,Introvert
10871,0.027333333333333334,Extrovert
10872,0.04,Introvert
10873,0.19,Introvert
10874,0.04,Introvert
10875,0.09166666666666666,Extrovert
10876,0.059666666666666666,Extrovert
10877,0.6906746031746033,Extrovert
10878,0.12,Introvert
10879,0.0075,Extrovert
10880,0.06666666666666667,Extrovert
10881,0.135,Extrovert
10882,0.1,Extrovert
10883,0.48149999999999993,Extrovert
10884,0.02,Extrovert
10885,0.07,Introvert
10886,0.01,Extrovert
10887,0.19483333333333333,Extrovert
10888,0.08,Extrovert
10889,0.03,Extrovert
10890,0.2415331890331889,Extrovert
10891,0.12,Extrovert
10892,0.0,Extrovert
10893,0.020357142857142855,Extrovert
10894,0.1675,Extrovert
10895,0.021,Extrovert
10896,0.03,Introvert
10897,0.09,Introvert
10898,0.18,Extrovert
10899,0.07,Extrovert
10900,0.13,Introvert
10901,0.025,Extrovert
10902,0.0975,Extrovert
10903,0.09,Introvert
10904,0.04,Extrovert
10905,0.01,Introvert
10906,0.21,Extrovert
10907,0.10166666666666668,Extrovert
10908,0.01,Extrovert
10909,0.13166666666666665,Introvert
10910,0.11,Introvert
10911,0.022333333333333334,Extrovert
10912,0.14,Introvert
10913,0.4726666666666668,Extrovert
10914,0.34536904761904774,Extrovert
10915,0.2,Introvert
10916,0.005,Extrovert
10917,0.04166666666666667,Extrovert
10918,0.165,Extrovert
10919,0.24716666666666667,Extrovert
10920,0.04,Extrovert
10921,0.19,Introvert
10922,0.17,Extrovert
10923,0.08,Extrovert
10924,0.02,Extrovert
10925,0.2634801587301587,Extrovert
10926,0.08,Introvert
10927,0.0,Extrovert
10928,0.04833333333333332,Extrovert
10929,0.12,Introvert
10930,0.016666666666666666,Extrovert
10931,0.05,Introvert
10932,0.02416666666666667,Extrovert
10933,0.021,Extrovert
10934,0.03,Introvert
10935,0.126,Extrovert
10936,0.11,Extrovert
10937,0.29876984126984124,Extrovert
10938,0.2,Extrovert
10939,0.23,Extrovert
10940,0.0325,Extrovert
10941,0.0,Extrovert
10942,0.005,Extrovert
10943,0.01,Extrovert
10944,0.4542499999999999,Extrovert
10945,0.0,Extrovert
10946,0.034,Extrovert
10947,0.21525541125541126,Extrovert
10948,0.42933333333333334,Extrovert
10949,0.05,Extrovert
10950,0.07916666666666666,Extrovert
10951,0.10216666666666667,Extrovert
10952,0.02,Extrovert
10953,0.022857142857142857,Extrovert
10954,0.08,Extrovert
10955,0.03766666666666667,Extrovert
10956,0.346452380952381,Extrovert
10957,0.03,Extrovert
10958,0.2,Introvert
10959,0.175,Introvert
10960,0.34536904761904774,Extrovert
10961,0.22,Extrovert
10962,0.03,Extrovert
10963,0.02,Extrovert
10964,0.17,Extrovert
10965,0.02,Extrovert
10966,0.08083333333333333,Extrovert
10967,0.619202380952381,Extrovert
10968,0.065,Extrovert
10969,0.06,Introvert
10970,0.0,Extrovert
10971,0.04,Extrovert
10972,0.08,Introvert
10973,0.019,Extrovert
10974,0.06666666666666667,Extrovert
10975,0.0,Extrovert
10976,0.15,Introvert
10977,0.17945238095238097,Extrovert
10978,0.02,Extrovert
10979,0.034,Extrovert
10980,0.02,Extrovert
10981,0.011666666666666665,Extrovert
10982,0.005,Extrovert
10983,0.066,Extrovert
10984,0.03,Extrovert
10985,0.079,Extrovert
10986,0.15,Introvert
10987,0.12916666666666665,Extrovert
10988,0.05,Extrovert
10989,0.18583333333333332,Introvert
10990,0.35235714285714287,Extrovert
10991,0.018333333333333333,Extrovert
10992,0.14,Extrovert
10993,0.06,Extrovert
10994,0.12,Introvert
10995,0.0,Introvert
10996,0.07,Extrovert
10997,0.23620238095238086,Extrovert
10998,0.4656666666666667,Extrovert
10999,0.0475,Extrovert
11000,0.18166666666666667,Extrovert
11001,0.43621428571428567,Extrovert
11002,0.05,Extrovert
11003,0.18,Introvert
11004,0.11238095238095237,Extrovert
11005,0.09,Introvert
11006,0.01,Introvert
11007,0.023,Extrovert
11008,0.008666666666666666,Extrovert
11009,0.2475079365079364,Extrovert
11010,0.28044841269841264,Extrovert
11011,0.034166666666666665,Extrovert
11012,0.01,Introvert
11013,0.3123888888888888,Extrovert
11014,0.02,Extrovert
11015,0.02,Extrovert
11016,0.0,Extrovert
11017,0.04666666666666666,Extrovert
11018,0.155,Extrovert
11019,0.0,Extrovert
11020,0.03488095238095238,Extrovert
11021,0.02,Extrovert
11022,0.0,Extrovert
11023,0.15666666666666668,Extrovert
11024,0.01,Extrovert
11025,0.08,Introvert
11026,0.4531666666666668,Extrovert
11027,0.04,Extrovert
11028,0.0,Extrovert
11029,0.0425,Extrovert
11030,0.23046031746031734,Extrovert
11031,0.015,Introvert
11032,0.06333333333333332,Extrovert
11033,0.13416666666666666,Extrovert
11034,0.09,Introvert
11035,0.1,Introvert
11036,0.53875,Introvert
11037,0.12,Introvert
11038,0.03,Extrovert
11039,0.005333333333333333,Extrovert
11040,0.01,Extrovert
11041,0.11466666666666667,Extrovert
11042,0.036000000000000004,Extrovert
11043,0.1,Introvert
11044,0.0,Introvert
11045,0.14,Extrovert
11046,0.14,Extrovert
11047,0.12166666666666666,Extrovert
11048,0.15,Introvert
11049,0.15,Introvert
11050,0.04,Extrovert
11051,0.0175,Extrovert
11052,0.09,Introvert
11053,0.2,Extrovert
11054,0.21583333333333335,Extrovert
11055,0.48833333333333323,Extrovert
11056,0.21,Extrovert
11057,0.03,Introvert
11058,0.08666666666666666,Extrovert
11059,0.07,Extrovert
11060,0.5447698412698414,Extrovert
11061,0.02,Extrovert
11062,0.1,Introvert
11063,0.17,Introvert
11064,0.44714285714285706,Extrovert
11065,0.5346666666666667,Extrovert
11066,0.07666666666666667,Extrovert
11067,0.03166666666666666,Extrovert
11068,0.1,Extrovert
11069,0.5508809523809525,Extrovert
11070,0.12,Extrovert
11071,0.0,Introvert
11072,0.035,Extrovert
11073,0.19,Extrovert
11074,0.14775,Extrovert
11075,0.09849999999999999,Extrovert
11076,0.18,Introvert
11077,0.05,Introvert
11078,0.3044285714285714,Extrovert
11079,0.11,Introvert
11080,0.08,Introvert
11081,0.1,Extrovert
11082,0.0,Extrovert
11083,0.27194047619047607,Extrovert
11084,0.07,Introvert
11085,0.17,Extrovert
11086,0.04833333333333334,Extrovert
11087,0.01,Extrovert
11088,0.02,Extrovert
11089,0.49200000000000005,Extrovert
11090,0.16,Introvert
11091,0.0,Extrovert
11092,0.04,Extrovert
11093,0.4956666666666667,Extrovert
11094,0.19028246753246747,Extrovert
11095,0.4867857142857143,Extrovert
11096,0.01,Extrovert
11097,0.16,Introvert
11098,0.5015555555555555,Extrovert
11099,0.04,Introvert
11100,0.04,Extrovert
11101,0.022000000000000002,Extrovert
11102,0.3496428571428572,Extrovert
11103,0.2679801587301586,Extrovert
11104,0.01,Extrovert
11105,0.14913716838716837,Extrovert
11106,0.0,Extrovert
11107,0.0,Extrovert
11108,0.065,Extrovert
11109,0.18,Introvert
11110,0.19,Extrovert
11111,0.01,Introvert
11112,0.05,Extrovert
11113,0.38134523809523807,Extrovert
11114,0.1375,Extrovert
11115,0.16,Extrovert
11116,0.49300000000000005,Extrovert
11117,0.02,Extrovert
11118,0.01,Extrovert
11119,0.08,Extrovert
11120,0.02583333333333333,Extrovert
11121,0.08,Extrovert
11122,0.135,Extrovert
11123,0.425952380952381,Extrovert
11124,0.5207301587301586,Extrovert
11125,0.031,Extrovert
11126,0.12,Introvert
11127,0.05,Extrovert
11128,0.07083333333333333,Introvert
11129,0.1433333333333333,Extrovert
11130,0.015,Extrovert
11131,0.5792142857142857,Extrovert
11132,0.02033333333333333,Extrovert
11133,0.3463571428571428,Extrovert
11134,0.07416666666666666,Extrovert
11135,0.12,Extrovert
11136,0.003333333333333333,Extrovert
11137,0.01,Extrovert
11138,0.01,Extrovert
11139,0.049595238095238095,Extrovert
11140,0.0,Introvert
11141,0.09333333333333332,Extrovert
11142,0.1775,Extrovert
11143,0.11,Introvert
11144,0.1,Introvert
11145,0.08,Extrovert
11146,0.03,Introvert
11147,0.07,Introvert
11148,0.16,Introvert
11149,0.06483333333333334,Extrovert
11150,0.054000000000000006,Extrovert
11151,0.07,Extrovert
11152,0.18827380952380945,Extrovert
11153,0.069,Extrovert
11154,0.2481190476190476,Extrovert
11155,0.1,Introvert
11156,0.04,Introvert
11157,0.01,Introvert
11158,0.0395,Extrovert
11159,0.48516666666666663,Extrovert
11160,0.045,Extrovert
11161,0.10666666666666666,Extrovert
11162,0.05,Extrovert
11163,0.039,Extrovert
11164,0.13,Extrovert
11165,0.07,Introvert
11166,0.09,Introvert
11167,0.4688333333333333,Extrovert
11168,0.4546666666666668,Extrovert
11169,0.1,Introvert
11170,0.37,Introvert
11171,0.0,Extrovert
11172,0.03583333333333333,Extrovert
11173,0.11,Introvert
11174,0.22439285714285714,Extrovert
11175,0.02,Introvert
11176,0.18,Introvert
11177,0.0,Extrovert
11178,0.006666666666666666,Extrovert
11179,0.11133333333333333,Extrovert
11180,0.06166666666666667,Extrovert
11181,0.0,Extrovert
11182,0.045,Extrovert
11183,0.05,Extrovert
11184,0.15,Extrovert
11185,0.04,Introvert
11186,0.20186904761904753,Extrovert
11187,0.02,Extrovert
11188,0.09,Introvert
11189,0.025,Extrovert
11190,0.08,Extrovert
11191,0.008333333333333333,Extrovert
11192,0.02,Extrovert
11193,0.04744444444444444,Extrovert
11194,0.04,Introvert
11195,0.45733333333333337,Extrovert
11196,0.12,Extrovert
11197,0.02333333333333333,Extrovert
11198,0.11,Extrovert
11199,0.011666666666666665,Extrovert
11200,0.06,Extrovert
11201,0.04333333333333333,Extrovert
11202,0.04666666666666666,Extrovert
11203,0.05,Introvert
11204,0.12516666666666665,Extrovert
11205,0.4293333333333333,Extrovert
11206,0.03,Extrovert
11207,0.01,Extrovert
11208,0.02,Extrovert
11209,0.095,Extrovert
11210,0.09,Extrovert
11211,0.07,Introvert
11212,0.01,Introvert
11213,0.0,Extrovert
11214,0.02,Extrovert
11215,0.04,Introvert
11216,0.3587619047619048,Extrovert
11217,0.025833333333333333,Extrovert
11218,0.05666666666666667,Introvert
11219,0.360202380952381,Extrovert
11220,0.03,Extrovert
11221,0.552,Extrovert
11222,0.13,Introvert
11223,0.14,Extrovert
11224,0.006666666666666666,Extrovert
11225,0.38290476190476186,Extrovert
11226,0.0,Extrovert
11227,0.04383333333333333,Extrovert
11228,0.01,Introvert
11229,0.46497619047619054,Extrovert
11230,0.16,Extrovert
11231,0.03333333333333333,Extrovert
11232,0.6809642857142858,Extrovert
11233,0.22484199134199137,Extrovert
11234,0.02333333333333333,Extrovert
11235,0.04,Extrovert
11236,0.01,Introvert
11237,0.0275,Extrovert
11238,0.06916666666666665,Extrovert
11239,0.18,Extrovert
11240,0.02,Introvert
11241,0.4470833333333333,Extrovert
11242,0.03,Extrovert
11243,0.1825873015873016,Extrovert
11244,0.05,Introvert
11245,0.21,Extrovert
11246,0.16,Introvert
11247,0.04166666666666666,Introvert
11248,0.09,Extrovert
11249,0.005,Extrovert
11250,0.6048928571428571,Extrovert
11251,0.10466666666666667,Extrovert
11252,0.11166666666666668,Introvert
11253,0.095,Extrovert
11254,0.03133333333333333,Extrovert
11255,0.4820158730158731,Introvert
11256,0.04416666666666666,Extrovert
11257,0.12,Introvert
11258,0.09,Extrovert
11259,0.14,Introvert
11260,0.01,Extrovert
11261,0.22332756132756118,Extrovert
11262,0.44366666666666665,Extrovert
11263,0.19,Introvert
11264,0.21,Extrovert
11265,0.20978246753246751,Extrovert
11266,0.15,Introvert
11267,0.09666666666666666,Extrovert
11268,0.0415,Extrovert
11269,0.14,Extrovert
11270,0.03,Introvert
11271,0.14,Introvert
11272,0.15,Introvert
11273,0.03880952380952381,Extrovert
11274,0.15,Introvert
11275,0.035,Extrovert
11276,0.11999999999999998,Extrovert
11277,0.09625,Extrovert
11278,0.08,Introvert
11279,0.0525,Extrovert
11280,0.02,Introvert
11281,0.01,Extrovert
11282,0.06,Introvert
11283,0.0675,Extrovert
11284,0.12,Introvert
11285,0.07833333333333332,Extrovert
11286,0.007619047619047619,Extrovert
11287,0.02,Extrovert
11288,0.3448095238095239,Extrovert
11289,0.03,Introvert
11290,0.03166666666666666,Extrovert
11291,0.04,Extrovert
11292,0.05,Extrovert
11293,0.27,Introvert
11294,0.14,Introvert
11295,0.03,Extrovert
11296,0.06,Introvert
11297,0.005833333333333333,Extrovert
11298,0.01,Extrovert
11299,0.03166666666666666,Extrovert
11300,0.030666666666666665,Extrovert
11301,0.12,Introvert
11302,0.03,Introvert
11303,0.06,Introvert
11304,0.029333333333333333,Extrovert
11305,0.04,Introvert
11306,0.022333333333333334,Extrovert
11307,0.0,Introvert
11308,0.01,Extrovert
11309,0.02,Extrovert
11310,0.07583333333333334,Extrovert
11311,0.01,Introvert
11312,0.13,Extrovert
11313,0.26,Introvert
11314,0.05,Extrovert
11315,0.045,Introvert
11316,0.12,Extrovert
11317,0.1,Introvert
11318,0.07583333333333334,Extrovert
11319,0.10333333333333333,Extrovert
11320,0.037333333333333336,Extrovert
11321,0.036111111111111115,Extrovert
11322,0.15249999999999997,Extrovert
11323,0.16,Introvert
11324,0.0475,Extrovert
11325,0.15,Introvert
11326,0.26366666666666666,Extrovert
11327,0.01,Introvert
11328,0.2921190476190475,Extrovert
11329,0.2781911976911977,Extrovert
11330,0.14,Extrovert
11331,0.045,Extrovert
11332,0.18,Introvert
11333,0.6663968253968254,Extrovert
11334,0.39583333333333326,Introvert
11335,0.512797619047619,Extrovert
11336,0.06,Extrovert
11337,0.003333333333333333,Extrovert
11338,0.025,Extrovert
11339,0.5977539682539682,Extrovert
11340,0.06,Introvert
11341,0.02,Extrovert
11342,0.0275,Extrovert
11343,0.0,Extrovert
11344,0.021666666666666664,Extrovert
11345,0.33723809523809506,Extrovert
11346,0.23,Introvert
11347,0.03,Introvert
11348,0.111,Extrovert
11349,0.0,Extrovert
11350,0.11,Introvert
11351,0.1,Introvert
11352,0.05333333333333333,Extrovert
11353,0.027666666666666666,Extrovert
11354,0.01,Introvert
11355,0.35330952380952374,Extrovert
11356,0.05,Introvert
11357,0.07,Introvert
11358,0.15166666666666667,Extrovert
11359,0.07,Introvert
11360,0.0535,Introvert
11361,0.5173571428571428,Extrovert
11362,0.051,Extrovert
11363,0.03,Introvert
11364,0.02,Introvert
11365,0.07,Extrovert
11366,0.04466666666666667,Extrovert
11367,0.15,Introvert
11368,0.13,Extrovert
11369,0.025833333333333333,Extrovert
11370,0.0,Extrovert
11371,0.03,Extrovert
11372,0.17,Introvert
11373,0.07,Extrovert
11374,0.0,Extrovert
11375,0.02571428571428571,Extrovert
11376,0.19,Extrovert
11377,0.04211904761904762,Extrovert
11378,0.4895000000000001,Extrovert
11379,0.23405952380952375,Extrovert
11380,0.05833333333333333,Extrovert
11381,0.02,Extrovert
11382,0.034166666666666665,Extrovert
11383,0.029166666666666664,Extrovert
11384,0.028666666666666667,Extrovert
11385,0.01,Extrovert
11386,0.381047619047619,Extrovert
11387,0.05,Extrovert
11388,0.12,Introvert
11389,0.14,Introvert
11390,0.085,Extrovert
11391,0.13,Introvert
11392,0.01,Extrovert
11393,0.11,Extrovert
11394,0.0,Extrovert
11395,0.005,Extrovert
11396,0.013333333333333332,Extrovert
11397,0.045,Extrovert
11398,0.20510894660894652,Extrovert
11399,0.15,Introvert
11400,0.044444444444444446,Extrovert
11401,0.020833333333333336,Extrovert
11402,0.020666666666666663,Extrovert
11403,0.06583333333333333,Extrovert
11404,0.22,Extrovert
11405,0.03,Extrovert
11406,0.03,Extrovert
11407,0.013333333333333332,Extrovert
11408,0.28,Introvert
11409,0.0475,Extrovert
11410,0.19,Introvert
11411,0.035333333333333335,Extrovert
11412,0.2225,Extrovert
11413,0.13616666666666666,Extrovert
11414,0.14,Introvert
11415,0.4538095238095238,Extrovert
11416,0.03766666666666667,Extrovert
11417,0.0,Extrovert
11418,0.024,Extrovert
11419,0.03666666666666667,Extrovert
11420,0.13866666666666666,Extrovert
11421,0.3666666666666668,Extrovert
11422,0.01,Extrovert
11423,0.06166666666666666,Extrovert
11424,0.05,Introvert
11425,0.1,Extrovert
11426,0.04,Introvert
11427,0.13,Extrovert
11428,0.065,Extrovert
11429,0.12333333333333334,Extrovert
11430,0.15,Extrovert
11431,0.06,Introvert
11432,0.0425,Extrovert
11433,0.029166666666666664,Extrovert
11434,0.0,Extrovert
11435,0.03,Extrovert
11436,0.02,Extrovert
11437,0.16,Introvert
11438,0.4875,Extrovert
11439,0.1225,Extrovert
11440,0.04,Introvert
11441,0.03,Introvert
11442,0.28491666666666665,Extrovert
11443,0.18,Introvert
11444,0.21,Extrovert
11445,0.18396103896103896,Extrovert
11446,0.06833333333333333,Extrovert
11447,0.09,Introvert
11448,0.4245000000000001,Extrovert
11449,0.43449999999999994,Introvert
11450,0.0,Extrovert
11451,0.04,Introvert
11452,0.11,Introvert
11453,0.03,Introvert
11454,0.40438095238095234,Extrovert
11455,0.055,Extrovert
11456,0.05,Introvert
11457,0.05,Introvert
11458,0.010833333333333332,Extrovert
11459,0.0075,Extrovert
11460,0.003333333333333333,Extrovert
11461,0.03,Extrovert
11462,0.07,Introvert
11463,0.04,Extrovert
11464,0.02333333333333333,Extrovert
11465,0.11,Extrovert
11466,0.06,Introvert
11467,0.056666666666666664,Extrovert
11468,0.04,Extrovert
11469,0.061000000000000006,Extrovert
11470,0.33811904761904754,Extrovert
11471,0.02,Extrovert
11472,0.17,Extrovert
11473,0.31,Extrovert
11474,0.05,Introvert
11475,0.3,Extrovert
11476,0.0,Introvert
11477,0.11699999999999999,Extrovert
11478,0.17,Extrovert
11479,0.08,Extrovert
11480,0.4941666666666667,Extrovert
11481,0.105,Extrovert
11482,0.4233333333333333,Extrovert
11483,0.0,Extrovert
11484,0.07,Introvert
11485,0.14,Introvert
11486,0.15714285714285714,Extrovert
11487,0.05733333333333333,Extrovert
11488,0.013761904761904762,Extrovert
11489,0.005,Extrovert
11490,0.1,Introvert
11491,0.01,Extrovert
11492,0.3324801587301587,Extrovert
11493,0.13133333333333333,Extrovert
11494,0.05,Extrovert
11495,0.0,Extrovert
11496,0.4509285714285714,Extrovert
11497,0.16333333333333333,Extrovert
11498,0.09,Extrovert
11499,0.29,Extrovert
11500,0.14,Extrovert
11501,0.5487142857142857,Extrovert
11502,0.07,Extrovert
11503,0.05,Introvert
11504,0.027000000000000003,Extrovert
11505,0.04,Introvert
11506,0.29915476190476187,Extrovert
11507,0.1005,Extrovert
11508,0.3961428571428572,Extrovert
11509,0.01,Extrovert
11510,0.0725,Extrovert
11511,0.0,Extrovert
11512,0.066,Extrovert
11513,0.4109999999999999,Extrovert
11514,0.3370158730158729,Extrovert
11515,0.24,Introvert
11516,0.06,Extrovert
11517,0.01,Extrovert
11518,0.145,Extrovert
11519,0.02,Introvert
11520,0.12333333333333334,Extrovert
11521,0.10166666666666666,Extrovert
11522,0.08349999999999999,Extrovert
11523,0.28,Introvert
11524,0.07,Introvert
11525,0.14833333333333332,Extrovert
11526,0.2152301587301586,Extrovert
11527,0.03,Extrovert
11528,0.11,Introvert
11529,0.0575,Extrovert
11530,0.05,Extrovert
11531,0.0265,Extrovert
11532,0.08,Introvert
11533,0.12,Introvert
11534,0.16416666666666666,Extrovert
11535,0.18,Introvert
11536,0.11166666666666668,Extrovert
11537,0.20700000000000002,Extrovert
11538,0.2775,Extrovert
11539,0.0,Extrovert
11540,0.17,Introvert
11541,0.0,Extrovert
11542,0.1,Introvert
11543,0.01,Introvert
11544,0.18,Introvert
11545,0.03,Extrovert
11546,0.20166666666666663,Extrovert
11547,0.34734018759018753,Extrovert
11548,0.22,Introvert
11549,0.45657142857142846,Extrovert
11550,0.08,Extrovert
11551,0.21,Extrovert
11552,0.003333333333333333,Extrovert
11553,0.04535714285714285,Extrovert
11554,0.10300000000000002,Extrovert
11555,0.09,Extrovert
11556,0.48361904761904756,Extrovert
11557,0.15,Extrovert
11558,0.03,Extrovert
11559,0.16,Introvert
11560,0.12,Introvert
11561,0.0,Extrovert
11562,0.4581666666666667,Extrovert
11563,0.09,Introvert
11564,0.08916666666666666,Extrovert
11565,0.00125,Extrovert
11566,0.3256666666666666,Extrovert
