Time_spent_Alone,Social_event_attendance,Friends_circle_size,Going_outside,Post_frequency,Personality,Stage_fear,Drained_after_socializing,id
2,6,9,5,6,Extrovert,No,No,111635
2,6,9,5,6,Extrovert,No,No,111636
6,2,4,2,2,Introvert,Yes,Yes,111637
7,2,4,2,2,Introvert,Yes,Yes,111638
2,6,9,5,6,Extrovert,No,No,111639
7,2,4,2,2,Introvert,Yes,Yes,111640
2,6,9,5,6,Extrovert,No,No,111641
2,6,9,5,6,Extrovert,No,No,111642
7,2,3,2,2,Introvert,Yes,Yes,111643
2,6,10,5,6,Extrovert,No,No,111644
7,2,4,2,2,Introvert,Yes,Yes,111645
2,6,9,5,6,Extrovert,No,No,111646
7,2,4,2,2,Introvert,Yes,Yes,111647
2,6,10,5,6,Extrovert,No,No,111648
2,6,9,5,6,Extrovert,No,No,111649
2,7,9,5,6,Extrovert,No,No,111650
7,2,4,2,2,Introvert,Yes,Yes,111651
7,2,4,2,2,Introvert,Yes,Yes,111652
2,6,10,5,6,Extrovert,No,No,111653
7,2,4,2,2,Introvert,Yes,Yes,111654
2,6,9,5,6,Extrovert,No,No,111655
7,2,3,2,2,Introvert,Yes,Yes,111656
7,2,3,2,2,Introvert,Yes,Yes,111657
7,2,4,2,2,Introvert,Yes,Yes,111658
7,2,3,2,2,Introvert,Yes,Yes,111659
7,2,4,2,2,Introvert,Yes,Yes,111660
7,2,4,2,2,Introvert,Yes,Yes,111661
7,2,4,2,2,Introvert,Yes,Yes,111662
2,6,9,5,6,Extrovert,No,No,111663
2,6,9,5,6,Extrovert,No,No,111664
2,6,9,5,6,Extrovert,No,No,111665
7,2,4,2,2,Introvert,Yes,Yes,111666
2,6,9,5,6,Extrovert,No,No,111667
2,6,10,5,6,Extrovert,No,No,111668
7,2,4,2,2,Introvert,Yes,Yes,111669
2,6,10,5,6,Extrovert,No,No,111670
7,2,4,2,2,Introvert,Yes,Yes,111671
2,6,10,5,6,Extrovert,No,No,111672
7,2,4,2,2,Introvert,Yes,Yes,111673
2,6,10,5,6,Extrovert,No,No,111674
2,6,9,5,6,Extrovert,No,No,111675
7,2,4,2,2,Introvert,Yes,Yes,111676
2,6,9,5,6,Extrovert,No,No,111677
2,6,10,5,6,Extrovert,No,No,111678
2,6,9,5,6,Extrovert,No,No,111679
2,6,10,5,6,Extrovert,No,No,111680
2,6,9,5,6,Extrovert,No,No,111681
2,6,10,5,6,Extrovert,No,No,111682
2,6,10,5,6,Extrovert,No,No,111683
7,2,3,2,2,Introvert,Yes,Yes,111684
2,6,10,5,6,Extrovert,No,No,111685
2,6,9,5,6,Extrovert,No,No,111686
7,2,4,2,2,Introvert,Yes,Yes,111687
2,6,10,5,6,Extrovert,No,No,111688
7,2,4,2,2,Introvert,Yes,Yes,111689
2,6,9,5,6,Extrovert,No,No,111690
7,2,3,2,2,Introvert,Yes,Yes,111691
7,2,3,2,2,Introvert,Yes,Yes,111692
7,2,3,2,2,Introvert,Yes,Yes,111693
7,2,3,2,2,Introvert,Yes,Yes,111694
2,6,9,5,6,Extrovert,No,No,111695
2,6,10,5,6,Extrovert,No,No,111696
7,2,3,2,2,Introvert,Yes,Yes,111697
7,2,4,2,2,Introvert,Yes,Yes,111698
2,6,9,5,6,Extrovert,No,No,111699
2,6,10,5,6,Extrovert,No,No,111700
2,6,10,5,6,Extrovert,No,No,111701
2,6,10,5,6,Extrovert,No,No,111702
2,6,10,5,6,Extrovert,No,No,111703
2,6,9,5,6,Extrovert,No,No,111704
7,2,4,2,2,Introvert,Yes,Yes,111705
2,6,10,5,6,Extrovert,No,No,111706
7,2,3,2,2,Introvert,Yes,Yes,111707
7,2,4,2,2,Introvert,Yes,Yes,111708
2,6,10,5,6,Extrovert,No,No,111709
2,6,10,5,6,Extrovert,No,No,111710
2,6,10,5,6,Extrovert,No,No,111711
2,6,9,5,6,Extrovert,No,No,111712
2,6,9,5,6,Extrovert,No,No,111713
7,2,4,2,2,Introvert,Yes,Yes,111714
2,6,9,5,6,Extrovert,No,No,111715
2,6,9,5,6,Extrovert,No,No,111716
7,2,3,2,2,Introvert,Yes,Yes,111717
2,6,10,5,6,Extrovert,No,No,111718
2,6,9,5,6,Extrovert,No,No,111719
2,6,9,5,6,Extrovert,No,No,111720
2,6,9,5,6,Extrovert,No,No,111721
7,2,3,2,2,Introvert,Yes,Yes,111722
7,2,4,2,2,Introvert,Yes,Yes,111723
7,2,3,2,2,Introvert,Yes,Yes,111724
7,2,3,2,2,Introvert,Yes,Yes,111725
7,2,4,2,2,Introvert,Yes,Yes,111726
7,2,4,2,2,Introvert,Yes,Yes,111727
2,6,10,5,6,Extrovert,No,No,111728
7,2,3,2,2,Introvert,Yes,Yes,111729
2,6,9,5,6,Extrovert,No,No,111730
7,2,4,2,2,Introvert,Yes,Yes,111731
2,6,9,5,6,Extrovert,No,No,111732
7,2,4,2,2,Introvert,Yes,Yes,111733
7,2,4,2,2,Introvert,Yes,Yes,111734
2,6,10,5,6,Extrovert,No,No,111735
7,2,4,2,2,Introvert,Yes,Yes,111736
7,2,4,2,2,Introvert,Yes,Yes,111737
2,6,10,5,6,Extrovert,No,No,111738
7,2,4,2,2,Introvert,Yes,Yes,111739
2,6,10,5,6,Extrovert,No,No,111740
7,2,3,2,2,Introvert,Yes,Yes,111741
2,6,9,5,6,Extrovert,No,No,111742
7,2,4,2,2,Introvert,Yes,Yes,111743
7,2,4,2,2,Introvert,Yes,Yes,111744
2,6,9,5,6,Extrovert,No,No,111745
7,3,4,2,2,Introvert,Yes,Yes,111746
7,2,4,2,2,Introvert,Yes,Yes,111747
7,2,4,2,2,Introvert,Yes,Yes,111748
2,6,9,5,6,Extrovert,No,No,111749
7,2,4,2,2,Introvert,Yes,Yes,111750
7,2,4,2,2,Introvert,Yes,Yes,111751
7,2,4,2,2,Introvert,Yes,Yes,111752
2,6,9,5,6,Extrovert,No,No,111753
2,6,10,5,6,Extrovert,No,No,111754
2,6,9,5,6,Extrovert,No,No,111755
7,2,3,2,2,Introvert,Yes,Yes,111756
7,2,4,2,2,Introvert,Yes,Yes,111757
2,6,9,5,6,Extrovert,No,No,111758
2,6,10,5,6,Extrovert,No,No,111759
7,2,3,2,2,Introvert,Yes,Yes,111760
2,6,10,5,6,Extrovert,No,No,111761
7,2,3,2,2,Introvert,Yes,Yes,111762
2,6,9,5,6,Extrovert,No,No,111763
7,2,4,2,2,Introvert,Yes,Yes,111764
7,2,4,2,2,Introvert,Yes,Yes,111765
2,6,10,5,6,Extrovert,No,No,111766
7,2,3,2,2,Introvert,Yes,Yes,111767
7,2,3,2,2,Introvert,Yes,Yes,111768
2,6,9,5,6,Extrovert,No,No,111769
7,2,4,2,2,Introvert,Yes,Yes,111770
2,6,10,5,6,Extrovert,No,No,111771
2,6,9,5,6,Extrovert,No,No,111772
7,2,4,2,2,Introvert,Yes,Yes,111773
7,2,4,2,2,Introvert,Yes,Yes,111774
2,6,9,5,6,Extrovert,No,No,111775
7,2,4,2,2,Introvert,Yes,Yes,111776
7,2,4,2,2,Introvert,Yes,Yes,111777
2,6,10,5,6,Extrovert,No,No,111778
2,6,9,5,6,Extrovert,No,No,111779
7,2,4,2,2,Introvert,Yes,Yes,111780
7,2,4,2,2,Introvert,Yes,Yes,111781
7,2,4,2,2,Introvert,Yes,Yes,111782
2,6,9,5,6,Extrovert,No,No,111783
2,6,10,5,6,Extrovert,No,No,111784
7,2,3,2,2,Introvert,Yes,Yes,111785
7,2,3,2,2,Introvert,Yes,Yes,111786
2,6,9,5,6,Extrovert,No,No,111787
2,6,9,5,6,Extrovert,No,No,111788
2,6,9,5,6,Extrovert,No,No,111789
2,6,9,5,6,Extrovert,No,No,111790
2,6,10,5,6,Extrovert,No,No,111791
7,2,4,2,2,Introvert,Yes,Yes,111792
7,2,4,2,2,Introvert,Yes,Yes,111793
7,2,3,2,2,Introvert,Yes,Yes,111794
7,2,4,2,2,Introvert,Yes,Yes,111795
2,6,10,5,6,Extrovert,No,No,111796
2,6,9,5,6,Extrovert,No,No,111797
7,2,3,2,2,Introvert,Yes,Yes,111798
7,2,3,2,2,Introvert,Yes,Yes,111799
2,6,9,5,6,Extrovert,No,No,111800
7,2,3,2,2,Introvert,Yes,Yes,111801
2,6,9,5,6,Extrovert,No,No,111802
7,2,4,2,2,Introvert,Yes,Yes,111803
2,6,9,5,6,Extrovert,No,No,111804
2,6,9,5,6,Extrovert,No,No,111805
7,2,4,2,2,Introvert,Yes,Yes,111806
2,6,10,5,6,Extrovert,No,No,111807
2,6,10,5,6,Extrovert,No,No,111808
2,6,9,5,6,Extrovert,No,No,111809
7,2,4,2,2,Introvert,Yes,Yes,111810
7,2,4,2,2,Introvert,Yes,Yes,111811
7,2,4,2,2,Introvert,Yes,Yes,111812
7,2,4,2,2,Introvert,Yes,Yes,111813
7,2,4,2,2,Introvert,Yes,Yes,111814
2,6,10,5,6,Extrovert,No,No,111815
2,6,10,5,6,Extrovert,No,No,111816
7,2,4,2,2,Introvert,Yes,Yes,111817
2,6,10,5,6,Extrovert,No,No,111818
7,2,4,2,2,Introvert,Yes,Yes,111819
2,6,10,5,6,Extrovert,No,No,111820
7,2,3,2,2,Introvert,Yes,Yes,111821
7,2,4,2,2,Introvert,Yes,Yes,111822
7,2,4,2,2,Introvert,Yes,Yes,111823
7,2,4,2,2,Introvert,Yes,Yes,111824
2,6,10,5,6,Extrovert,No,No,111825
7,2,3,2,2,Introvert,Yes,Yes,111826
7,2,4,2,2,Introvert,Yes,Yes,111827
2,6,9,5,6,Extrovert,No,No,111828
2,6,9,5,6,Extrovert,No,No,111829
7,2,4,2,2,Introvert,Yes,Yes,111830
7,2,4,2,2,Introvert,Yes,Yes,111831
2,6,9,5,6,Extrovert,No,No,111832
2,6,9,5,6,Extrovert,No,No,111833
2,6,9,5,6,Extrovert,No,No,111834
7,2,4,2,2,Introvert,Yes,Yes,111835
2,6,10,5,6,Extrovert,No,No,111836
2,6,9,5,6,Extrovert,No,No,111837
7,2,4,2,2,Introvert,Yes,Yes,111838
2,6,9,5,6,Extrovert,No,No,111839
7,2,3,2,2,Introvert,Yes,Yes,111840
2,6,9,5,6,Extrovert,No,No,111841
2,6,10,5,6,Extrovert,No,No,111842
7,2,4,2,2,Introvert,Yes,Yes,111843
7,2,4,2,2,Introvert,Yes,Yes,111844
7,2,3,2,2,Introvert,Yes,Yes,111845
7,2,3,2,2,Introvert,Yes,Yes,111846
2,6,10,5,6,Extrovert,No,No,111847
2,6,10,5,6,Extrovert,No,No,111848
7,2,3,2,2,Introvert,Yes,Yes,111849
2,6,10,5,6,Extrovert,No,No,111850
7,2,4,2,2,Introvert,Yes,Yes,111851
2,6,9,5,6,Extrovert,No,No,111852
2,6,10,5,6,Extrovert,No,No,111853
7,2,3,2,2,Introvert,Yes,Yes,111854
2,6,9,5,6,Extrovert,No,No,111855
2,6,10,5,6,Extrovert,No,No,111856
2,6,9,5,6,Extrovert,No,No,111857
7,2,3,2,2,Introvert,Yes,Yes,111858
2,6,9,5,6,Extrovert,No,No,111859
2,6,9,5,6,Extrovert,No,No,111860
2,6,10,5,6,Extrovert,No,No,111861
7,2,4,2,2,Introvert,Yes,Yes,111862
2,6,10,5,6,Extrovert,No,No,111863
2,6,10,5,6,Extrovert,No,No,111864
7,2,4,2,2,Introvert,Yes,Yes,111865
2,6,9,5,6,Extrovert,No,No,111866
7,2,4,2,2,Introvert,Yes,Yes,111867
7,2,3,2,2,Introvert,Yes,Yes,111868
2,6,9,5,6,Extrovert,No,No,111869
7,2,3,2,2,Introvert,Yes,Yes,111870
2,6,9,5,6,Extrovert,No,No,111871
7,2,4,2,2,Introvert,Yes,Yes,111872
2,6,9,5,6,Extrovert,No,No,111873
7,2,4,2,2,Introvert,Yes,Yes,111874
2,6,10,5,6,Extrovert,No,No,111875
7,2,4,2,2,Introvert,Yes,Yes,111876
7,2,3,2,2,Introvert,Yes,Yes,111877
7,2,3,2,2,Introvert,Yes,Yes,111878
2,6,9,5,6,Extrovert,No,No,111879
7,2,4,2,2,Introvert,Yes,Yes,111880
7,2,3,2,2,Introvert,Yes,Yes,111881
7,2,3,2,2,Introvert,Yes,Yes,111882
2,6,10,5,6,Extrovert,No,No,111883
7,2,4,2,2,Introvert,Yes,Yes,111884
2,6,9,5,6,Extrovert,No,No,111885
2,6,9,5,6,Extrovert,No,No,111886
2,6,10,5,6,Extrovert,No,No,111887
2,6,9,5,6,Extrovert,No,No,111888
7,2,4,2,2,Introvert,Yes,Yes,111889
7,2,3,2,2,Introvert,Yes,Yes,111890
2,6,9,5,6,Extrovert,No,No,111891
7,2,3,2,2,Introvert,Yes,Yes,111892
7,2,4,2,2,Introvert,Yes,Yes,111893
7,2,4,2,2,Introvert,Yes,Yes,111894
2,6,9,5,6,Extrovert,No,No,111895
2,6,10,5,6,Extrovert,No,No,111896
7,2,3,2,1,Introvert,Yes,Yes,111897
2,6,10,5,6,Extrovert,No,No,111898
7,2,3,2,2,Introvert,Yes,Yes,111899
2,6,9,5,6,Extrovert,No,No,111900
2,6,9,5,6,Extrovert,No,No,111901
7,2,4,2,2,Introvert,Yes,Yes,111902
2,6,10,5,6,Extrovert,No,No,111903
2,6,9,5,6,Extrovert,No,No,111904
7,2,4,2,2,Introvert,Yes,Yes,111905
2,6,9,5,6,Extrovert,No,No,111906
7,2,4,2,2,Introvert,Yes,Yes,111907
7,2,4,2,2,Introvert,Yes,Yes,111908
2,6,10,5,6,Extrovert,No,No,111909
7,2,4,2,2,Introvert,Yes,Yes,111910
2,6,10,5,6,Extrovert,No,No,111911
2,6,10,5,6,Extrovert,No,No,111912
2,6,9,5,6,Extrovert,No,No,111913
7,2,4,2,2,Introvert,Yes,Yes,111914
7,2,3,2,2,Introvert,Yes,Yes,111915
7,2,4,2,2,Introvert,Yes,Yes,111916
7,2,4,2,2,Introvert,Yes,Yes,111917
2,6,9,5,6,Extrovert,No,No,111918
7,2,3,2,2,Introvert,Yes,Yes,111919
2,6,10,5,6,Extrovert,No,No,111920
2,6,9,5,6,Extrovert,No,No,111921
7,2,3,2,2,Introvert,Yes,Yes,111922
7,2,4,2,2,Introvert,Yes,Yes,111923
2,6,9,5,6,Extrovert,No,No,111924
2,6,10,5,6,Extrovert,No,No,111925
7,2,4,2,2,Introvert,Yes,Yes,111926
7,2,3,2,2,Introvert,Yes,Yes,111927
7,2,4,2,2,Introvert,Yes,Yes,111928
7,2,4,2,2,Introvert,Yes,Yes,111929
7,2,3,2,2,Introvert,Yes,Yes,111930
7,2,4,2,2,Introvert,Yes,Yes,111931
2,6,10,5,6,Extrovert,No,No,111932
7,2,3,2,2,Introvert,Yes,Yes,111933
2,6,9,5,6,Extrovert,No,No,111934
2,6,9,5,6,Extrovert,No,No,111935
2,6,9,5,6,Extrovert,No,No,111936
2,6,9,5,6,Extrovert,No,No,111937
7,2,4,2,2,Introvert,Yes,Yes,111938
2,6,9,5,6,Extrovert,No,No,111939
7,2,4,2,2,Introvert,Yes,Yes,111940
7,2,3,2,2,Introvert,Yes,Yes,111941
2,6,9,5,6,Extrovert,No,No,111942
7,2,4,2,2,Introvert,Yes,Yes,111943
7,2,3,2,2,Introvert,Yes,Yes,111944
7,2,3,2,2,Introvert,Yes,Yes,111945
7,2,4,2,2,Introvert,Yes,Yes,111946
7,2,4,2,2,Introvert,Yes,Yes,111947
2,6,9,5,6,Extrovert,No,No,111948
2,6,9,5,6,Extrovert,No,No,111949
7,2,4,2,2,Introvert,Yes,Yes,111950
7,2,3,2,2,Introvert,Yes,Yes,111951
7,2,3,2,2,Introvert,Yes,Yes,111952
7,2,4,2,2,Introvert,Yes,Yes,111953
2,6,9,5,6,Extrovert,No,No,111954
2,6,9,5,6,Extrovert,No,No,111955
2,6,9,5,6,Extrovert,No,No,111956
7,2,3,2,2,Introvert,Yes,Yes,111957
7,2,3,2,2,Introvert,Yes,Yes,111958
7,2,4,2,2,Introvert,Yes,Yes,111959
2,6,10,5,6,Extrovert,No,No,111960
7,2,4,2,2,Introvert,Yes,Yes,111961
7,2,4,2,2,Introvert,Yes,Yes,111962
7,2,4,2,2,Introvert,Yes,Yes,111963
2,6,9,5,6,Extrovert,No,No,111964
2,6,9,5,6,Extrovert,No,No,111965
7,2,4,2,2,Introvert,Yes,Yes,111966
2,6,9,5,6,Extrovert,No,No,111967
7,2,4,2,2,Introvert,Yes,Yes,111968
7,2,4,2,2,Introvert,Yes,Yes,111969
7,2,4,2,2,Introvert,Yes,Yes,111970
2,6,9,5,6,Extrovert,No,No,111971
2,6,9,5,6,Extrovert,No,No,111972
2,6,9,5,6,Extrovert,No,No,111973
2,6,9,5,6,Extrovert,No,No,111974
2,6,9,5,6,Extrovert,No,No,111975
2,6,9,5,6,Extrovert,No,No,111976
7,2,4,2,2,Introvert,Yes,Yes,111977
7,2,4,2,2,Introvert,Yes,Yes,111978
2,6,10,5,6,Extrovert,No,No,111979
2,6,9,5,6,Extrovert,No,No,111980
2,6,10,5,6,Extrovert,No,No,111981
7,2,4,2,2,Introvert,Yes,Yes,111982
7,2,3,2,2,Introvert,Yes,Yes,111983
7,2,4,2,2,Introvert,Yes,Yes,111984
7,2,4,2,2,Introvert,Yes,Yes,111985
2,6,9,5,6,Extrovert,No,No,111986
2,6,9,5,6,Extrovert,No,No,111987
2,6,9,5,6,Extrovert,No,No,111988
7,2,4,2,2,Introvert,Yes,Yes,111989
7,2,3,1,2,Introvert,Yes,Yes,111990
7,2,3,2,2,Introvert,Yes,Yes,111991
7,2,4,2,2,Introvert,Yes,Yes,111992
7,2,4,2,2,Introvert,Yes,Yes,111993
2,6,10,5,6,Extrovert,No,No,111994
2,6,10,5,6,Extrovert,No,No,111995
2,6,10,5,6,Extrovert,No,No,111996
7,2,3,2,2,Introvert,Yes,Yes,111997
2,6,9,5,6,Extrovert,No,No,111998
7,2,4,2,2,Introvert,Yes,Yes,111999
7,2,4,2,2,Introvert,Yes,Yes,112000
7,2,3,2,2,Introvert,Yes,Yes,112001
7,2,4,2,2,Introvert,Yes,Yes,112002
7,2,4,2,2,Introvert,Yes,Yes,112003
7,2,4,2,2,Introvert,Yes,Yes,112004
2,6,9,5,6,Extrovert,No,No,112005
7,2,3,2,2,Introvert,Yes,Yes,112006
7,2,4,2,2,Introvert,Yes,Yes,112007
7,2,4,2,2,Introvert,Yes,Yes,112008
7,2,4,2,2,Introvert,Yes,Yes,112009
7,2,4,2,2,Introvert,Yes,Yes,112010
7,2,4,2,2,Introvert,Yes,Yes,112011
2,6,10,5,6,Extrovert,No,No,112012
7,2,4,2,2,Introvert,Yes,Yes,112013
2,6,10,5,6,Extrovert,No,No,112014
2,6,9,5,6,Extrovert,No,No,112015
2,6,9,5,6,Extrovert,No,No,112016
2,6,10,5,6,Extrovert,No,No,112017
2,6,9,5,6,Extrovert,No,No,112018
7,2,4,2,2,Introvert,Yes,Yes,112019
2,6,9,5,6,Extrovert,No,No,112020
7,2,4,2,2,Introvert,Yes,Yes,112021
2,6,10,5,6,Extrovert,No,No,112022
2,6,9,5,6,Extrovert,No,No,112023
7,2,3,2,2,Introvert,Yes,Yes,112024
7,2,3,2,2,Introvert,Yes,Yes,112025
7,2,3,2,2,Introvert,Yes,Yes,112026
7,2,4,2,2,Introvert,Yes,Yes,112027
7,2,4,2,2,Introvert,Yes,Yes,112028
2,6,9,5,6,Extrovert,No,No,112029
2,6,9,5,6,Extrovert,No,No,112030
7,2,3,2,2,Introvert,Yes,Yes,112031
7,2,4,2,2,Introvert,Yes,Yes,112032
7,2,3,2,2,Introvert,Yes,Yes,112033
2,6,9,5,6,Extrovert,No,No,112034
7,2,3,2,2,Introvert,Yes,Yes,112035
2,6,10,5,6,Extrovert,No,No,112036
2,6,9,5,6,Extrovert,No,No,112037
2,6,9,5,6,Extrovert,No,No,112038
7,2,3,2,2,Introvert,Yes,Yes,112039
7,2,3,2,2,Introvert,Yes,Yes,112040
7,2,4,2,2,Introvert,Yes,Yes,112041
7,2,3,2,2,Introvert,Yes,Yes,112042
7,2,4,2,2,Introvert,Yes,Yes,112043
2,6,9,5,6,Extrovert,No,No,112044
7,2,4,2,2,Introvert,Yes,Yes,112045
2,6,10,5,6,Extrovert,No,No,112046
7,2,4,2,2,Introvert,Yes,Yes,112047
7,2,4,2,2,Introvert,Yes,Yes,112048
2,6,9,5,6,Extrovert,No,No,112049
7,2,4,2,2,Introvert,Yes,Yes,112050
2,6,10,5,6,Extrovert,No,No,112051
7,2,4,2,2,Introvert,Yes,Yes,112052
2,6,10,5,6,Extrovert,No,No,112053
7,2,4,2,2,Introvert,Yes,Yes,112054
2,6,10,5,6,Extrovert,No,No,112055
2,6,10,5,6,Extrovert,No,No,112056
7,2,3,2,2,Introvert,Yes,Yes,112057
2,6,9,5,6,Extrovert,No,No,112058
7,2,4,2,2,Introvert,Yes,Yes,112059
7,2,4,2,2,Introvert,Yes,Yes,112060
2,6,9,5,6,Extrovert,No,No,112061
2,6,10,5,6,Extrovert,No,No,112062
7,2,3,2,2,Introvert,Yes,Yes,112063
7,2,4,2,2,Introvert,Yes,Yes,112064
2,6,9,5,6,Extrovert,No,No,112065
2,6,9,5,6,Extrovert,No,No,112066
7,2,3,2,2,Introvert,Yes,Yes,112067
2,6,9,5,6,Extrovert,No,No,112068
2,6,9,5,6,Extrovert,No,No,112069
7,2,3,2,2,Introvert,Yes,Yes,112070
7,2,4,2,2,Introvert,Yes,Yes,112071
2,6,9,5,6,Extrovert,No,No,112072
7,2,4,2,2,Introvert,Yes,Yes,112073
2,6,9,5,6,Extrovert,No,No,112074
7,2,4,2,2,Introvert,Yes,Yes,112075
2,6,10,5,6,Extrovert,No,No,112076
2,6,9,5,6,Extrovert,No,No,112077
2,6,9,5,6,Extrovert,No,No,112078
7,2,4,2,2,Introvert,Yes,Yes,112079
2,6,9,5,6,Extrovert,No,No,112080
2,6,9,5,6,Extrovert,No,No,112081
7,2,4,2,2,Introvert,Yes,Yes,112082
2,6,10,5,6,Extrovert,No,No,112083
7,2,4,2,2,Introvert,Yes,Yes,112084
7,2,3,2,2,Introvert,Yes,Yes,112085
7,2,4,2,2,Introvert,Yes,Yes,112086
7,2,3,2,2,Introvert,Yes,Yes,112087
7,2,4,2,2,Introvert,Yes,Yes,112088
2,6,10,5,6,Extrovert,No,No,112089
7,2,4,2,2,Introvert,Yes,Yes,112090
6,2,4,2,2,Introvert,Yes,Yes,112091
2,6,10,5,6,Extrovert,No,No,112092
2,6,9,5,6,Extrovert,No,No,112093
2,6,10,5,6,Extrovert,No,No,112094
7,2,4,2,2,Introvert,Yes,Yes,112095
2,6,9,5,6,Extrovert,No,No,112096
2,6,9,5,6,Extrovert,No,No,112097
7,2,4,2,2,Introvert,Yes,Yes,112098
7,2,3,2,2,Introvert,Yes,Yes,112099
2,6,10,5,6,Extrovert,No,No,112100
7,2,4,2,2,Introvert,Yes,Yes,112101
2,6,9,5,6,Extrovert,No,No,112102
7,2,4,2,2,Introvert,Yes,Yes,112103
7,2,3,2,2,Introvert,Yes,Yes,112104
2,6,9,5,6,Extrovert,No,No,112105
2,6,9,5,6,Extrovert,No,No,112106
7,2,3,2,2,Introvert,Yes,Yes,112107
2,6,10,5,6,Extrovert,No,No,112108
7,2,4,2,2,Introvert,Yes,Yes,112109
2,6,10,5,6,Extrovert,No,No,112110
7,2,4,2,2,Introvert,Yes,Yes,112111
7,2,4,2,2,Introvert,Yes,Yes,112112
2,6,9,5,6,Extrovert,No,No,112113
2,6,10,5,6,Extrovert,No,No,112114
7,2,4,2,2,Introvert,Yes,Yes,112115
2,6,9,5,6,Extrovert,No,No,112116
2,6,9,5,6,Extrovert,No,No,112117
7,2,4,2,2,Introvert,Yes,Yes,112118
2,6,9,5,6,Extrovert,No,No,112119
2,6,9,5,6,Extrovert,No,No,112120
2,6,9,5,6,Extrovert,No,No,112121
7,2,4,2,2,Introvert,Yes,Yes,112122
7,2,4,2,2,Introvert,Yes,Yes,112123
7,2,3,2,2,Introvert,Yes,Yes,112124
7,2,3,2,2,Introvert,Yes,Yes,112125
7,2,4,2,2,Introvert,Yes,Yes,112126
7,2,3,2,2,Introvert,Yes,Yes,112127
7,2,3,2,2,Introvert,Yes,Yes,112128
2,6,10,5,6,Extrovert,No,No,112129
2,7,9,5,6,Extrovert,No,No,112130
2,6,10,5,6,Extrovert,No,No,112131
2,6,9,5,6,Extrovert,No,No,112132
2,6,9,5,6,Extrovert,No,No,112133
7,2,3,2,2,Introvert,Yes,Yes,112134
7,2,3,2,2,Introvert,Yes,Yes,112135
2,6,9,5,6,Extrovert,No,No,112136
7,2,4,2,2,Introvert,Yes,Yes,112137
2,6,9,5,6,Extrovert,No,No,112138
7,2,4,2,2,Introvert,Yes,Yes,112139
2,6,9,5,6,Extrovert,No,No,112140
2,7,9,5,6,Extrovert,No,No,112141
2,6,9,5,6,Extrovert,No,No,112142
2,6,9,5,6,Extrovert,No,No,112143
7,2,4,2,2,Introvert,Yes,Yes,112144
7,2,4,2,2,Introvert,Yes,Yes,112145
2,6,9,5,6,Extrovert,No,No,112146
7,2,4,2,2,Introvert,Yes,Yes,112147
7,2,3,2,2,Introvert,Yes,Yes,112148
7,2,4,2,2,Introvert,Yes,Yes,112149
7,2,3,2,2,Introvert,Yes,Yes,112150
2,6,9,5,6,Extrovert,No,No,112151
2,6,10,5,6,Extrovert,No,No,112152
2,6,10,5,6,Extrovert,No,No,112153
7,2,3,2,2,Introvert,Yes,Yes,112154
2,6,9,5,6,Extrovert,No,No,112155
2,6,10,5,6,Extrovert,No,No,112156
7,2,4,2,2,Introvert,Yes,Yes,112157
2,6,9,5,6,Extrovert,No,No,112158
2,6,10,5,6,Extrovert,No,No,112159
7,2,3,2,2,Introvert,Yes,Yes,112160
7,2,3,2,2,Introvert,Yes,Yes,112161
7,2,3,2,2,Introvert,Yes,Yes,112162
7,2,3,2,2,Introvert,Yes,Yes,112163
2,6,9,5,6,Extrovert,No,No,112164
7,2,4,2,2,Introvert,Yes,Yes,112165
2,6,9,5,6,Extrovert,No,No,112166
2,6,10,5,6,Extrovert,No,No,112167
7,2,4,2,2,Introvert,Yes,Yes,112168
7,2,4,2,2,Introvert,Yes,Yes,112169
7,2,4,2,2,Introvert,Yes,Yes,112170
7,2,3,2,2,Introvert,Yes,Yes,112171
7,2,4,2,2,Introvert,Yes,Yes,112172
2,6,9,5,6,Extrovert,No,No,112173
7,2,4,2,2,Introvert,Yes,Yes,112174
2,6,9,5,6,Extrovert,No,No,112175
2,6,10,5,6,Extrovert,No,No,112176
2,6,10,5,6,Extrovert,No,No,112177
2,6,9,5,6,Extrovert,No,No,112178
7,2,4,2,2,Introvert,Yes,Yes,112179
2,6,9,5,6,Extrovert,No,No,112180
7,2,4,2,2,Introvert,Yes,Yes,112181
2,6,9,5,6,Extrovert,No,No,112182
7,2,4,2,2,Introvert,Yes,Yes,112183
7,2,3,2,2,Introvert,Yes,Yes,112184
7,2,4,2,2,Introvert,Yes,Yes,112185
2,6,9,5,6,Extrovert,No,No,112186
2,6,9,5,6,Extrovert,No,No,112187
2,6,9,5,6,Extrovert,No,No,112188
2,6,10,5,6,Extrovert,No,No,112189
2,6,10,5,6,Extrovert,No,No,112190
7,2,3,2,2,Introvert,Yes,Yes,112191
2,6,9,5,6,Extrovert,No,No,112192
7,2,4,2,2,Introvert,Yes,Yes,112193
2,6,9,5,6,Extrovert,No,No,112194
7,2,3,2,2,Introvert,Yes,Yes,112195
2,6,10,5,6,Extrovert,No,No,112196
7,2,3,2,2,Introvert,Yes,Yes,112197
2,6,9,5,6,Extrovert,No,No,112198
2,6,9,5,6,Extrovert,No,No,112199
2,6,9,5,6,Extrovert,No,No,112200
2,6,9,5,6,Extrovert,No,No,112201
7,2,4,2,2,Introvert,Yes,Yes,112202
