id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality
10573,1.0,No,5.0,,No,13.0,5.0,Extrovert
10575,4.0,No,5.0,4.0,No,12.0,4.0,Extrovert
10576,3.0,No,3.0,5.0,No,14.0,6.0,Extrovert
10577,7.0,,0.0,2.0,Yes,2.0,0.0,Introvert
10578,3.0,No,4.0,,No,10.0,8.0,Extrovert
10580,2.0,No,5.0,4.0,No,12.0,10.0,Extrovert
10581,2.0,No,6.0,7.0,No,6.0,4.0,Extrovert
10583,1.0,No,6.0,5.0,No,7.0,4.0,Extrovert
10584,2.0,No,7.0,5.0,No,10.0,10.0,Extrovert
10585,0.0,No,,6.0,No,11.0,3.0,Extrovert
10586,7.0,,1.0,1.0,Yes,2.0,2.0,Introvert
10588,3.0,No,9.0,4.0,No,14.0,4.0,Extrovert
10589,3.0,No,8.0,5.0,No,15.0,10.0,Extrovert
10590,1.0,No,7.0,6.0,No,14.0,4.0,Extrovert
10591,2.0,No,6.0,6.0,No,11.0,3.0,Extrovert
10593,,No,4.0,4.0,No,6.0,5.0,Extrovert
10595,1.0,No,7.0,6.0,No,14.0,9.0,Extrovert
10597,0.0,No,,7.0,No,11.0,8.0,Extrovert
10598,0.0,No,3.0,4.0,No,6.0,4.0,Extrovert
10599,4.0,Yes,3.0,1.0,Yes,1.0,1.0,Introvert
10601,1.0,No,6.0,7.0,No,13.0,3.0,Extrovert
10602,0.0,No,8.0,6.0,No,12.0,7.0,Extrovert
10603,0.0,,7.0,6.0,No,14.0,6.0,Extrovert
10604,4.0,No,4.0,7.0,No,12.0,6.0,Extrovert
10605,1.0,,9.0,3.0,No,7.0,9.0,Extrovert
10606,8.0,Yes,1.0,0.0,Yes,0.0,3.0,Introvert
10607,1.0,No,5.0,7.0,No,11.0,9.0,Extrovert
10608,2.0,No,4.0,6.0,No,4.0,7.0,Extrovert
10609,0.0,,7.0,5.0,No,6.0,6.0,Extrovert
10611,0.0,No,6.0,3.0,No,12.0,4.0,Extrovert
10612,0.0,No,3.0,6.0,No,6.0,8.0,Extrovert
10613,0.0,No,8.0,3.0,No,9.0,6.0,Extrovert
10615,3.0,No,5.0,,No,8.0,6.0,Extrovert
10616,,No,9.0,7.0,No,7.0,6.0,Extrovert
10617,3.0,No,5.0,4.0,No,9.0,,Extrovert
10619,1.0,,7.0,4.0,No,8.0,4.0,Extrovert
10621,2.0,No,6.0,6.0,No,4.0,3.0,Extrovert
10622,9.0,Yes,2.0,2.0,Yes,,2.0,Introvert
10623,1.0,,7.0,5.0,No,12.0,6.0,Extrovert
10624,9.0,Yes,3.0,2.0,Yes,1.0,6.0,Introvert
10625,2.0,,9.0,5.0,No,11.0,5.0,Extrovert
10626,4.0,Yes,,3.0,Yes,2.0,2.0,Introvert
10628,1.0,,9.0,5.0,No,10.0,,Extrovert
10629,,No,8.0,3.0,No,12.0,8.0,Extrovert
10632,,No,6.0,4.0,No,12.0,8.0,Extrovert
10633,3.0,No,7.0,5.0,No,5.0,10.0,Extrovert
10635,0.0,No,4.0,3.0,No,7.0,5.0,Extrovert
10636,3.0,No,7.0,5.0,No,8.0,5.0,Extrovert
10637,6.0,Yes,2.0,2.0,Yes,5.0,,Introvert
10638,1.0,No,7.0,5.0,No,4.0,3.0,Extrovert
10639,2.0,No,4.0,7.0,No,9.0,7.0,Extrovert
10640,0.0,No,5.0,6.0,No,11.0,3.0,Extrovert
10643,8.0,Yes,1.0,2.0,Yes,2.0,3.0,Introvert
10644,1.0,No,,5.0,No,8.0,6.0,Extrovert
10645,1.0,No,7.0,7.0,No,10.0,6.0,Extrovert
10646,0.0,No,7.0,,No,15.0,6.0,Extrovert
10648,,Yes,3.0,,Yes,4.0,3.0,Introvert
10649,3.0,,6.0,5.0,No,6.0,3.0,Extrovert
10650,0.0,No,4.0,3.0,,4.0,3.0,Extrovert
10651,2.0,,4.0,6.0,No,10.0,8.0,Extrovert
10652,0.0,,9.0,3.0,No,11.0,9.0,Extrovert
10653,11.0,Yes,2.0,2.0,Yes,5.0,3.0,Introvert
10654,0.0,No,4.0,6.0,No,9.0,8.0,Extrovert
10655,5.0,Yes,0.0,0.0,Yes,,2.0,Introvert
10656,3.0,No,10.0,5.0,No,10.0,9.0,Extrovert
10658,6.0,Yes,3.0,,Yes,2.0,1.0,Introvert
10659,0.0,No,8.0,7.0,No,11.0,3.0,Extrovert
10660,3.0,No,5.0,7.0,No,12.0,4.0,Extrovert
10661,2.0,No,7.0,6.0,No,13.0,3.0,Extrovert
10662,3.0,No,7.0,3.0,,12.0,,Extrovert
10663,1.0,No,6.0,4.0,No,14.0,9.0,Extrovert
10664,3.0,No,4.0,7.0,No,10.0,,Extrovert
10665,2.0,No,6.0,3.0,No,10.0,9.0,Extrovert
10666,0.0,No,4.0,4.0,No,4.0,7.0,Extrovert
10667,2.0,No,4.0,6.0,No,11.0,6.0,Extrovert
10670,2.0,No,8.0,5.0,No,11.0,5.0,Extrovert
10671,0.0,No,7.0,7.0,No,8.0,9.0,Extrovert
10672,1.0,No,5.0,7.0,No,13.0,8.0,Extrovert
10673,1.0,No,4.0,6.0,No,5.0,6.0,Extrovert
10674,0.0,No,5.0,6.0,No,14.0,5.0,Extrovert
10676,2.0,No,5.0,4.0,No,10.0,4.0,Extrovert
10678,1.0,No,9.0,4.0,No,7.0,3.0,Extrovert
10679,2.0,No,7.0,6.0,No,15.0,10.0,Extrovert
10680,0.0,No,9.0,6.0,No,15.0,4.0,Extrovert
10682,11.0,Yes,3.0,0.0,Yes,0.0,2.0,Introvert
10683,3.0,No,8.0,4.0,No,14.0,8.0,Extrovert
10685,10.0,Yes,0.0,3.0,Yes,1.0,0.0,Introvert
10686,5.0,Yes,2.0,1.0,Yes,4.0,,Introvert
10688,1.0,No,8.0,3.0,No,11.0,6.0,Extrovert
10689,2.0,No,5.0,6.0,No,14.0,7.0,Extrovert
10690,7.0,Yes,3.0,0.0,Yes,0.0,3.0,Introvert
10692,8.0,No,6.0,4.0,No,13.0,7.0,Extrovert
10693,8.0,Yes,3.0,2.0,Yes,4.0,2.0,Introvert
10695,2.0,No,9.0,4.0,No,,,Extrovert
10696,3.0,No,8.0,4.0,No,8.0,10.0,Extrovert
10697,6.0,Yes,2.0,,Yes,5.0,2.0,Introvert
10699,2.0,No,6.0,5.0,No,6.0,8.0,Extrovert
10700,4.0,Yes,3.0,1.0,Yes,0.0,2.0,Introvert
10701,0.0,No,8.0,7.0,No,8.0,7.0,Extrovert
10704,0.0,,9.0,3.0,No,11.0,7.0,Extrovert
10705,2.0,No,8.0,5.0,No,9.0,7.0,Extrovert
10706,0.0,No,6.0,4.0,No,8.0,5.0,Extrovert
10707,0.0,No,4.0,7.0,No,13.0,3.0,Extrovert
10708,,No,9.0,5.0,No,11.0,5.0,Extrovert
10709,0.0,No,6.0,3.0,No,14.0,,Extrovert
10711,2.0,No,,5.0,No,9.0,7.0,Extrovert
10712,8.0,Yes,3.0,0.0,Yes,0.0,3.0,Introvert
10714,0.0,No,8.0,7.0,No,12.0,9.0,Extrovert
10715,2.0,No,8.0,5.0,No,11.0,7.0,Extrovert
10717,,No,5.0,6.0,No,3.0,5.0,Extrovert
10718,4.0,Yes,0.0,0.0,,4.0,1.0,Introvert
10719,3.0,No,8.0,6.0,No,12.0,9.0,Extrovert
10722,0.0,No,7.0,,No,8.0,7.0,Extrovert
10724,0.0,,4.0,6.0,No,12.0,5.0,Extrovert
10725,0.0,No,7.0,7.0,No,,8.0,Extrovert
10726,4.0,No,8.0,,No,10.0,5.0,Extrovert
10727,10.0,Yes,0.0,0.0,Yes,5.0,0.0,Introvert
10728,4.0,No,9.0,7.0,No,7.0,,Extrovert
10729,3.0,No,6.0,7.0,No,11.0,4.0,Extrovert
10731,5.0,,1.0,1.0,Yes,1.0,1.0,Introvert
10733,9.0,Yes,2.0,0.0,,3.0,1.0,Introvert
10734,3.0,No,9.0,3.0,No,9.0,5.0,Extrovert
10735,0.0,,5.0,,No,8.0,5.0,Extrovert
10736,4.0,No,,3.0,No,15.0,9.0,Extrovert
10737,6.0,Yes,0.0,1.0,,3.0,,Introvert
10738,,No,5.0,6.0,No,7.0,7.0,Extrovert
10740,0.0,No,8.0,7.0,No,15.0,9.0,Extrovert
10742,3.0,No,,4.0,No,15.0,9.0,Extrovert
10744,0.0,No,6.0,4.0,No,5.0,,Extrovert
10745,1.0,No,7.0,3.0,No,12.0,4.0,Extrovert
10747,0.0,No,9.0,7.0,No,6.0,8.0,Extrovert
10748,2.0,No,5.0,5.0,No,12.0,9.0,Extrovert
10749,1.0,No,7.0,6.0,No,6.0,7.0,Extrovert
10750,11.0,Yes,3.0,0.0,Yes,5.0,1.0,Introvert
10751,3.0,No,7.0,5.0,No,6.0,,Extrovert
10753,2.0,No,7.0,6.0,No,15.0,8.0,Extrovert
10754,1.0,No,6.0,6.0,No,8.0,7.0,Extrovert
10757,4.0,No,9.0,7.0,No,5.0,3.0,Extrovert
10758,3.0,No,5.0,3.0,No,13.0,8.0,Extrovert
10760,3.0,,9.0,7.0,No,15.0,9.0,Extrovert
10762,4.0,No,8.0,7.0,No,6.0,9.0,Extrovert
10763,0.0,No,7.0,6.0,No,6.0,3.0,Extrovert
10764,0.0,No,7.0,3.0,,10.0,4.0,Extrovert
10765,1.0,No,6.0,7.0,No,5.0,6.0,Extrovert
10767,3.0,No,8.0,4.0,No,6.0,3.0,Extrovert
10768,2.0,No,4.0,3.0,No,7.0,9.0,Extrovert
10769,2.0,No,,5.0,No,15.0,5.0,Extrovert
10770,0.0,No,7.0,3.0,No,10.0,3.0,Extrovert
10773,0.0,No,8.0,4.0,No,14.0,9.0,Extrovert
10775,1.0,No,9.0,5.0,No,8.0,3.0,Extrovert
10779,0.0,No,9.0,6.0,,6.0,6.0,Extrovert
10781,3.0,No,9.0,,No,11.0,3.0,Extrovert
10782,1.0,,7.0,1.0,No,7.0,,Extrovert
10783,0.0,No,10.0,3.0,No,11.0,3.0,Extrovert
10784,3.0,No,8.0,3.0,No,10.0,4.0,Extrovert
10785,3.0,No,3.0,6.0,No,8.0,6.0,Extrovert
10786,2.0,No,9.0,4.0,No,9.0,3.0,Extrovert
10787,0.0,No,8.0,4.0,No,,7.0,Extrovert
10789,3.0,No,8.0,7.0,No,7.0,8.0,Extrovert
10790,0.0,No,3.0,3.0,No,6.0,6.0,Extrovert
10795,10.0,Yes,2.0,,Yes,2.0,0.0,Introvert
10796,2.0,No,7.0,7.0,,8.0,7.0,Extrovert
10797,0.0,,5.0,5.0,No,10.0,4.0,Extrovert
10798,2.0,,7.0,7.0,No,11.0,10.0,Extrovert
10802,0.0,No,4.0,,No,10.0,5.0,Extrovert
10804,2.0,No,4.0,5.0,No,13.0,8.0,Extrovert
10805,2.0,No,3.0,4.0,No,7.0,9.0,Extrovert
10806,3.0,No,5.0,4.0,No,9.0,3.0,Extrovert
10808,3.0,No,5.0,3.0,No,5.0,6.0,Extrovert
10809,3.0,No,9.0,4.0,No,6.0,6.0,Extrovert
10811,3.0,No,7.0,6.0,No,11.0,5.0,Extrovert
10812,10.0,Yes,,1.0,Yes,3.0,2.0,Introvert
10813,6.0,Yes,3.0,2.0,,2.0,1.0,Introvert
10814,3.0,No,4.0,6.0,No,13.0,5.0,Extrovert
10816,6.0,,3.0,2.0,Yes,3.0,1.0,Introvert
10818,1.0,No,4.0,5.0,No,0.0,4.0,Extrovert
10820,1.0,No,6.0,7.0,No,11.0,6.0,Extrovert
10821,11.0,Yes,0.0,2.0,Yes,1.0,1.0,Introvert
10822,2.0,No,7.0,7.0,No,11.0,4.0,Extrovert
10824,0.0,No,4.0,3.0,No,10.0,4.0,Extrovert
10825,,No,4.0,3.0,No,14.0,7.0,Extrovert
10826,10.0,Yes,1.0,3.0,,5.0,1.0,Introvert
10827,3.0,No,8.0,6.0,No,8.0,8.0,Extrovert
10828,0.0,No,8.0,4.0,No,5.0,5.0,Extrovert
10830,1.0,No,10.0,3.0,No,7.0,7.0,Extrovert
10831,2.0,No,3.0,5.0,No,12.0,4.0,Extrovert
10832,10.0,Yes,3.0,2.0,Yes,5.0,2.0,Introvert
10835,2.0,No,10.0,4.0,No,13.0,9.0,Extrovert
10836,3.0,No,,3.0,No,,5.0,Extrovert
10837,4.0,No,7.0,4.0,No,4.0,9.0,Extrovert
10838,2.0,No,9.0,,No,7.0,6.0,Extrovert
10841,0.0,No,7.0,6.0,No,13.0,6.0,Extrovert
10842,0.0,No,6.0,4.0,No,,6.0,Extrovert
10843,1.0,No,7.0,6.0,No,15.0,6.0,Extrovert
10845,2.0,No,9.0,5.0,No,10.0,5.0,Extrovert
10847,2.0,No,3.0,4.0,No,8.0,8.0,Extrovert
10848,1.0,,9.0,6.0,No,13.0,6.0,Extrovert
10849,0.0,No,8.0,6.0,No,15.0,,Extrovert
10850,0.0,No,4.0,4.0,,6.0,7.0,Extrovert
10851,0.0,No,,5.0,No,14.0,5.0,Extrovert
10852,0.0,No,9.0,4.0,,10.0,,Extrovert
10853,,No,6.0,6.0,No,13.0,3.0,Extrovert
10855,2.0,No,8.0,3.0,No,9.0,5.0,Extrovert
10857,1.0,No,7.0,,No,10.0,4.0,Extrovert
10858,0.0,No,8.0,5.0,No,,6.0,Extrovert
10861,7.0,Yes,0.0,3.0,Yes,1.0,3.0,Introvert
10862,2.0,No,6.0,4.0,No,5.0,6.0,Extrovert
10863,3.0,No,6.0,7.0,No,5.0,6.0,Extrovert
10865,1.0,No,9.0,3.0,No,11.0,5.0,Extrovert
10866,6.0,,2.0,2.0,Yes,1.0,2.0,Introvert
10867,0.0,No,4.0,5.0,No,6.0,,Extrovert
10870,9.0,Yes,2.0,1.0,Yes,5.0,,Introvert
10871,2.0,No,5.0,3.0,No,6.0,3.0,Extrovert
10875,0.0,No,6.0,5.0,No,15.0,6.0,Extrovert
10876,2.0,No,9.0,,No,9.0,7.0,Extrovert
10878,9.0,Yes,,1.0,Yes,0.0,2.0,Introvert
10879,1.0,No,6.0,3.0,No,,5.0,Extrovert
10880,3.0,No,6.0,7.0,No,10.0,4.0,Extrovert
10881,1.0,No,4.0,5.0,No,13.0,,Extrovert
10883,3.0,,8.0,5.0,No,11.0,9.0,Extrovert
10886,0.0,No,10.0,4.0,No,,8.0,Extrovert
10887,3.0,No,7.0,3.0,No,10.0,3.0,Extrovert
10889,0.0,No,6.0,3.0,No,14.0,4.0,Extrovert
10890,1.0,No,5.0,4.0,,7.0,5.0,Extrovert
10893,3.0,No,6.0,5.0,No,7.0,5.0,Extrovert
10894,2.0,No,9.0,7.0,No,7.0,3.0,Extrovert
10895,1.0,No,4.0,,No,11.0,4.0,Extrovert
10896,6.0,,2.0,2.0,Yes,0.0,2.0,Introvert
10897,10.0,,1.0,1.0,Yes,1.0,3.0,Introvert
10898,0.0,No,6.0,6.0,No,10.0,10.0,Extrovert
10899,1.0,No,3.0,6.0,No,12.0,4.0,Extrovert
10900,10.0,Yes,3.0,3.0,Yes,1.0,0.0,Introvert
10901,0.0,,4.0,6.0,No,8.0,6.0,Extrovert
10902,3.0,No,5.0,3.0,No,6.0,4.0,Extrovert
10903,2.0,Yes,0.0,0.0,,3.0,1.0,Introvert
10904,3.0,No,5.0,6.0,,6.0,8.0,Extrovert
10905,8.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert
10906,0.0,No,8.0,5.0,No,12.0,8.0,Extrovert
10907,2.0,No,5.0,3.0,No,14.0,4.0,Extrovert
10908,,No,7.0,7.0,No,10.0,4.0,Extrovert
10910,9.0,Yes,2.0,0.0,,2.0,2.0,Introvert
10911,2.0,No,7.0,3.0,No,5.0,6.0,Extrovert
10912,4.0,Yes,,1.0,Yes,1.0,2.0,Introvert
10913,,No,7.0,6.0,No,11.0,9.0,Extrovert
10914,,No,9.0,7.0,No,14.0,6.0,Extrovert
10916,1.0,No,7.0,3.0,No,15.0,6.0,Extrovert
10917,3.0,No,8.0,,No,14.0,6.0,Extrovert
10918,4.0,No,9.0,6.0,No,11.0,4.0,Extrovert
10919,3.0,No,9.0,4.0,No,13.0,3.0,Extrovert
10920,3.0,No,,5.0,No,11.0,8.0,Extrovert
10921,5.0,,0.0,0.0,Yes,5.0,0.0,Introvert
10923,3.0,No,4.0,6.0,No,5.0,5.0,Extrovert
10924,2.0,No,9.0,4.0,No,15.0,,Extrovert
10925,,,8.0,4.0,No,14.0,3.0,Extrovert
10926,7.0,,3.0,2.0,Yes,2.0,2.0,Introvert
10927,3.0,No,9.0,3.0,No,14.0,5.0,Extrovert
10930,2.0,No,9.0,5.0,No,5.0,,Extrovert
10932,2.0,No,4.0,5.0,No,7.0,8.0,Extrovert
10933,2.0,No,7.0,5.0,,14.0,5.0,Extrovert
10935,2.0,No,6.0,5.0,No,4.0,5.0,Extrovert
10936,1.0,No,9.0,5.0,No,15.0,8.0,Extrovert
10937,0.0,No,5.0,,No,9.0,7.0,Extrovert
10938,0.0,No,8.0,3.0,No,12.0,10.0,Extrovert
10939,1.0,,7.0,3.0,No,7.0,4.0,Extrovert
10940,1.0,No,9.0,3.0,No,12.0,5.0,Extrovert
10942,,No,9.0,5.0,No,8.0,9.0,Extrovert
10944,3.0,No,4.0,5.0,No,,,Extrovert
10945,,No,8.0,3.0,No,10.0,5.0,Extrovert
10946,2.0,No,7.0,,No,14.0,6.0,Extrovert
10947,3.0,No,,4.0,No,6.0,5.0,Extrovert
10949,3.0,No,5.0,5.0,No,5.0,6.0,Extrovert
10950,1.0,No,6.0,4.0,No,7.0,7.0,Extrovert
10951,0.0,No,,3.0,No,13.0,8.0,Extrovert
10952,3.0,No,5.0,6.0,No,13.0,6.0,Extrovert
10953,2.0,No,5.0,5.0,No,12.0,4.0,Extrovert
10954,3.0,No,9.0,4.0,No,14.0,7.0,Extrovert
10955,3.0,No,6.0,,No,6.0,9.0,Extrovert
10956,1.0,No,9.0,6.0,No,,6.0,Extrovert
10957,4.0,No,6.0,5.0,No,14.0,7.0,Extrovert
10958,6.0,Yes,3.0,2.0,Yes,1.0,0.0,Introvert
10959,11.0,Yes,0.0,,Yes,5.0,2.0,Introvert
10960,2.0,,9.0,7.0,No,14.0,6.0,Extrovert
10961,2.0,No,7.0,5.0,No,12.0,10.0,Extrovert
10963,0.0,No,5.0,6.0,No,7.0,7.0,Extrovert
10964,2.0,No,7.0,7.0,No,4.0,6.0,Extrovert
10966,2.0,No,5.0,5.0,No,6.0,4.0,Extrovert
10967,1.0,No,7.0,5.0,No,8.0,5.0,Extrovert
10968,3.0,No,6.0,3.0,No,6.0,9.0,Extrovert
10970,,No,8.0,4.0,No,8.0,9.0,Extrovert
10971,4.0,No,9.0,3.0,No,12.0,9.0,Extrovert
10973,0.0,No,8.0,5.0,No,,9.0,Extrovert
10974,3.0,No,6.0,3.0,,10.0,7.0,Extrovert
10975,,No,6.0,4.0,No,12.0,,Extrovert
10976,9.0,Yes,2.0,,Yes,5.0,0.0,Introvert
10977,3.0,No,6.0,4.0,No,7.0,7.0,Extrovert
10978,3.0,No,6.0,6.0,No,5.0,8.0,Extrovert
10979,2.0,No,10.0,6.0,No,14.0,,Extrovert
10980,0.0,No,6.0,7.0,No,15.0,9.0,Extrovert
10981,,No,5.0,6.0,No,13.0,8.0,Extrovert
10982,,No,6.0,4.0,No,14.0,6.0,Extrovert
10983,1.0,No,9.0,6.0,No,6.0,6.0,Extrovert
10984,0.0,No,5.0,5.0,No,5.0,5.0,Extrovert
10985,3.0,No,6.0,3.0,No,5.0,7.0,Extrovert
10988,2.0,No,9.0,7.0,No,7.0,6.0,Extrovert
10989,11.0,Yes,,2.0,Yes,4.0,0.0,Introvert
10990,3.0,No,8.0,7.0,No,8.0,3.0,Extrovert
10991,0.0,No,6.0,5.0,No,,3.0,Extrovert
10994,8.0,Yes,0.0,0.0,Yes,,2.0,Introvert
10995,7.0,Yes,2.0,1.0,Yes,5.0,,Introvert
10996,0.0,Yes,3.0,5.0,No,9.0,5.0,Extrovert
10997,1.0,No,5.0,4.0,No,6.0,,Extrovert
10998,2.0,No,5.0,,No,10.0,9.0,Extrovert
10999,0.0,No,8.0,6.0,No,12.0,3.0,Extrovert
11000,3.0,No,9.0,3.0,No,5.0,6.0,Extrovert
11001,0.0,No,7.0,6.0,No,10.0,5.0,Extrovert
11002,0.0,No,8.0,6.0,No,4.0,7.0,Extrovert
11003,8.0,Yes,0.0,,Yes,1.0,2.0,Introvert
11004,2.0,No,4.0,5.0,No,9.0,9.0,Extrovert
11005,9.0,Yes,3.0,0.0,Yes,4.0,2.0,Introvert
11007,3.0,No,9.0,6.0,No,10.0,,Extrovert
11008,2.0,No,7.0,4.0,No,8.0,,Extrovert
11010,1.0,No,5.0,4.0,No,11.0,5.0,Extrovert
11013,2.0,No,8.0,4.0,No,14.0,8.0,Extrovert
11014,0.0,,6.0,4.0,No,15.0,7.0,Extrovert
11016,0.0,No,7.0,3.0,No,14.0,8.0,Extrovert
11017,3.0,No,5.0,4.0,No,14.0,4.0,Extrovert
11018,4.0,No,7.0,5.0,No,11.0,8.0,Extrovert
11019,2.0,No,5.0,7.0,No,10.0,3.0,Extrovert
11020,1.0,No,7.0,6.0,No,9.0,7.0,Extrovert
11021,0.0,No,6.0,3.0,No,5.0,8.0,Extrovert
11022,3.0,No,5.0,,No,12.0,5.0,Extrovert
11023,2.0,No,4.0,5.0,No,8.0,10.0,Extrovert
11024,3.0,No,6.0,,No,15.0,7.0,Extrovert
11026,0.0,No,7.0,5.0,No,8.0,8.0,Extrovert
11027,3.0,No,7.0,5.0,No,5.0,6.0,Extrovert
11028,2.0,No,,4.0,No,11.0,4.0,Extrovert
11029,1.0,No,4.0,5.0,No,7.0,5.0,Extrovert
11030,3.0,No,6.0,,No,,5.0,Extrovert
11031,11.0,Yes,,,Yes,2.0,0.0,Introvert
11033,3.0,No,8.0,3.0,No,12.0,7.0,Extrovert
11038,,No,7.0,3.0,No,7.0,7.0,Extrovert
11041,3.0,No,8.0,5.0,No,12.0,8.0,Extrovert
11042,3.0,No,6.0,5.0,No,11.0,9.0,Extrovert
11043,8.0,Yes,2.0,2.0,Yes,3.0,2.0,Introvert
11045,2.0,No,6.0,5.0,No,7.0,10.0,Extrovert
11047,0.0,No,8.0,4.0,No,13.0,7.0,Extrovert
11048,10.0,,1.0,0.0,Yes,5.0,0.0,Introvert
11049,5.0,Yes,3.0,0.0,Yes,5.0,,Introvert
11050,3.0,,8.0,4.0,No,7.0,6.0,Extrovert
11051,0.0,No,5.0,5.0,,9.0,7.0,Extrovert
11052,4.0,Yes,,1.0,Yes,1.0,,Introvert
11053,1.0,No,3.0,7.0,No,7.0,6.0,Extrovert
11054,3.0,No,9.0,3.0,No,7.0,7.0,Extrovert
11055,0.0,No,9.0,3.0,No,8.0,6.0,Extrovert
11056,4.0,No,10.0,7.0,No,7.0,10.0,Extrovert
11058,1.0,No,9.0,4.0,No,11.0,3.0,Extrovert
11059,1.0,No,10.0,4.0,No,9.0,8.0,Extrovert
11060,1.0,,9.0,6.0,No,14.0,5.0,Extrovert
11061,3.0,No,4.0,5.0,No,4.0,6.0,Extrovert
11062,9.0,Yes,,0.0,Yes,1.0,0.0,Introvert
11063,9.0,Yes,1.0,0.0,,4.0,0.0,Introvert
11064,0.0,No,9.0,,No,13.0,7.0,Extrovert
11065,2.0,,9.0,3.0,No,9.0,8.0,Extrovert
11066,0.0,No,8.0,2.0,No,8.0,7.0,Extrovert
11067,2.0,No,5.0,3.0,No,11.0,5.0,Extrovert
11068,0.0,No,8.0,5.0,No,10.0,8.0,Extrovert
11069,1.0,No,8.0,3.0,,11.0,3.0,Extrovert
11070,3.0,No,10.0,6.0,No,10.0,3.0,Extrovert
11072,1.0,No,7.0,6.0,No,6.0,5.0,Extrovert
11073,3.0,No,3.0,6.0,No,12.0,6.0,Extrovert
11074,1.0,No,,4.0,No,12.0,4.0,Extrovert
11075,1.0,No,7.0,3.0,No,9.0,6.0,Extrovert
11076,6.0,Yes,4.0,1.0,Yes,5.0,2.0,Introvert
11078,3.0,No,4.0,5.0,No,15.0,3.0,Extrovert
11079,7.0,Yes,3.0,3.0,Yes,5.0,,Introvert
11082,4.0,No,9.0,7.0,No,11.0,5.0,Extrovert
11084,11.0,Yes,4.0,0.0,Yes,5.0,1.0,Introvert
11085,1.0,No,10.0,3.0,No,,7.0,Extrovert
11087,2.0,No,5.0,6.0,No,10.0,9.0,Extrovert
11088,0.0,No,7.0,6.0,No,6.0,8.0,Extrovert
11091,,No,4.0,5.0,No,8.0,5.0,Extrovert
11092,3.0,No,5.0,7.0,No,6.0,10.0,Extrovert
11093,1.0,No,6.0,5.0,No,15.0,5.0,Extrovert
11094,2.0,,6.0,5.0,No,8.0,3.0,Extrovert
11095,3.0,No,8.0,5.0,No,8.0,6.0,Extrovert
11096,1.0,No,5.0,7.0,No,10.0,9.0,Extrovert
11097,11.0,Yes,3.0,0.0,,1.0,2.0,Introvert
11098,0.0,No,8.0,3.0,No,8.0,4.0,Extrovert
11099,10.0,,0.0,1.0,Yes,5.0,2.0,Introvert
11100,3.0,No,4.0,4.0,No,11.0,8.0,Extrovert
11101,0.0,,6.0,5.0,No,12.0,3.0,Extrovert
11102,3.0,No,9.0,4.0,No,14.0,5.0,Extrovert
11103,0.0,No,5.0,5.0,No,8.0,7.0,Extrovert
11104,0.0,,5.0,5.0,No,9.0,5.0,Extrovert
11105,2.0,No,4.0,,No,8.0,5.0,Extrovert
11106,3.0,No,9.0,3.0,No,10.0,8.0,Extrovert
11107,3.0,No,8.0,6.0,No,12.0,5.0,Extrovert
11108,3.0,No,7.0,7.0,No,11.0,,Extrovert
11109,7.0,Yes,0.0,0.0,,2.0,2.0,Introvert
11110,0.0,No,9.0,4.0,No,6.0,10.0,Extrovert
11111,9.0,Yes,2.0,2.0,Yes,,1.0,Introvert
11112,1.0,No,5.0,7.0,No,5.0,6.0,Extrovert
11113,1.0,,5.0,3.0,No,8.0,8.0,Extrovert
11114,1.0,No,8.0,4.0,No,7.0,4.0,Extrovert
11115,1.0,No,8.0,3.0,No,9.0,6.0,Extrovert
11117,3.0,No,6.0,7.0,No,6.0,6.0,Extrovert
11118,3.0,No,9.0,5.0,No,14.0,8.0,Extrovert
11120,2.0,No,9.0,3.0,No,5.0,,Extrovert
11121,0.0,No,7.0,7.0,No,13.0,4.0,Extrovert
11123,2.0,No,4.0,5.0,No,6.0,5.0,Extrovert
11124,3.0,No,5.0,5.0,No,,4.0,Extrovert
11125,1.0,No,9.0,4.0,No,8.0,3.0,Extrovert
11126,7.0,Yes,0.0,3.0,Yes,0.0,1.0,Introvert
11127,1.0,No,10.0,7.0,No,14.0,7.0,Extrovert
11128,11.0,Yes,2.0,0.0,Yes,1.0,1.0,Introvert
11129,2.0,No,8.0,3.0,No,4.0,9.0,Extrovert
11131,3.0,No,4.0,5.0,No,10.0,4.0,Extrovert
11133,3.0,,9.0,5.0,No,10.0,5.0,Extrovert
11134,2.0,No,4.0,4.0,No,4.0,4.0,Extrovert
11136,3.0,,6.0,5.0,No,8.0,3.0,Extrovert
11137,2.0,No,7.0,6.0,No,9.0,8.0,Extrovert
11138,3.0,No,6.0,4.0,No,15.0,7.0,Extrovert
11139,2.0,No,7.0,5.0,No,7.0,3.0,Extrovert
11141,3.0,No,5.0,5.0,No,15.0,4.0,Extrovert
11142,0.0,,4.0,5.0,No,9.0,4.0,Extrovert
11143,7.0,Yes,0.0,2.0,Yes,5.0,3.0,Introvert
11144,6.0,Yes,3.0,0.0,,5.0,1.0,Introvert
11145,4.0,No,7.0,7.0,No,9.0,10.0,Extrovert
11147,,Yes,0.0,1.0,,3.0,2.0,Introvert
11148,,,2.0,,Yes,5.0,1.0,Introvert
