id,prediction,extrovert_proba,uncertainty
21683,Introvert,0.0,0.0
21684,Introvert,0.020000001,0.04000002
21685,Introvert,0.0,0.0
21686,Introvert,0.0,0.0
21687,Introvert,0.0,0.0
21688,Extrovert,0.99999917,1.66893e-06
21689,Introvert,0.0033333334,0.0066666603
21690,Introvert,0.0,0.0
21691,Introvert,0.0,0.0
21692,Extrovert,0.9366659,0.12666821
21693,Introvert,0.10666663,0.21333325
21694,Introvert,0.0,0.0
21695,Introvert,0.0,0.0
21696,Extrovert,0.9799992,0.04000163
21697,Introvert,0.0,0.0
21698,Extrovert,0.99999917,1.66893e-06
21699,Extrovert,0.99666584,0.0066683292
21700,Extrovert,0.99999917,1.66893e-06
21701,Introvert,0.0,0.0
21702,Introvert,0.0,0.0
21703,Extrovert,0.99666584,0.0066683292
21704,Introvert,0.0033333334,0.0066666603
21705,Introvert,0.0,0.0
21706,Introvert,0.0,0.0
21707,Introvert,0.013333334,0.026666641
21708,Extrovert,0.96666586,0.06666827
21709,Introvert,0.0,0.0
21710,Extrovert,0.99999917,1.66893e-06
21711,Extrovert,0.99999917,1.66893e-06
21712,Introvert,0.07666666,0.1533333
21713,Introvert,0.0,0.0
21714,Introvert,0.0,0.0
21715,Introvert,0.12999995,0.25999987
21716,Extrovert,0.9933325,0.01333499
21717,Introvert,0.0,0.0
21718,Extrovert,0.99999917,1.66893e-06
21719,Introvert,0.0,0.0
21720,Introvert,0.0,0.0
21721,Introvert,0.0,0.0
21722,Introvert,0.0,0.0
21723,Introvert,0.0,0.0
21724,Introvert,0.0,0.0
21725,Introvert,0.0,0.0
21726,Extrovert,0.9399992,0.120001554
21727,Extrovert,0.99999917,1.66893e-06
21728,Introvert,0.0,0.0
21729,Introvert,0.0033333334,0.0066666603
21730,Introvert,0.0,0.0
21731,Introvert,0.01,0.01999998
21732,Introvert,0.0,0.0
21733,Introvert,0.0,0.0
21734,Introvert,0.0,0.0
21735,Introvert,0.0,0.0
21736,Extrovert,0.97666585,0.04666829
21737,Extrovert,0.9933325,0.01333499
21738,Introvert,0.0033333334,0.0066666603
21739,Introvert,0.0,0.0
21740,Introvert,0.0,0.0
21741,Introvert,0.0,0.0
21742,Introvert,0.0,0.0
21743,Introvert,0.0033333334,0.0066666603
21744,Introvert,0.0,0.0
21745,Introvert,0.0,0.0
21746,Introvert,0.0,0.0
21747,Introvert,0.043333337,0.0866667
21748,Introvert,0.0,0.0
21749,Extrovert,0.93333256,0.13333488
21750,Introvert,0.0,0.0
21751,Introvert,0.0,0.0
21752,Introvert,0.006666667,0.013333321
21753,Introvert,0.0033333334,0.0066666603
21754,Introvert,0.0033333334,0.0066666603
21755,Introvert,0.01,0.01999998
21756,Extrovert,0.99666584,0.0066683292
21757,Introvert,0.0033333334,0.0066666603
21758,Introvert,0.0,0.0
21759,Introvert,0.0,0.0
21760,Extrovert,0.99999917,1.66893e-06
21761,Introvert,0.0,0.0
21762,Extrovert,0.92999923,0.14000154
21763,Introvert,0.0,0.0
21764,Introvert,0.07333333,0.14666665
21765,Introvert,0.0,0.0
21766,Introvert,0.0033333334,0.0066666603
21767,Introvert,0.0,0.0
21768,Introvert,0.0,0.0
21769,Introvert,0.0033333334,0.0066666603
21770,Introvert,0.0,0.0
21771,Introvert,0.0,0.0
21772,Introvert,0.0,0.0
21773,Extrovert,0.99999917,1.66893e-06
21774,Introvert,0.0,0.0
21775,Introvert,0.020000001,0.04000002
21776,Extrovert,0.99666584,0.0066683292
21777,Introvert,0.023333335,0.04666668
21778,Extrovert,0.99666584,0.0066683292
21779,Introvert,0.0,0.0
21780,Extrovert,0.99999917,1.66893e-06
21781,Introvert,0.0,0.0
21782,Introvert,0.006666667,0.013333321
21783,Introvert,0.0033333334,0.0066666603
21784,Introvert,0.0,0.0
21785,Extrovert,0.9833325,0.03333497
21786,Introvert,0.0,0.0
21787,Extrovert,0.9833325,0.03333497
21788,Introvert,0.0,0.0
21789,Introvert,0.0,0.0
21790,Introvert,0.0033333334,0.0066666603
21791,Introvert,0.013333334,0.026666641
21792,Introvert,0.0,0.0
21793,Introvert,0.0,0.0
21794,Extrovert,0.99666584,0.0066683292
21795,Introvert,0.0,0.0
21796,Introvert,0.020000001,0.04000002
21797,Extrovert,0.9933325,0.01333499
21798,Introvert,0.0,0.0
21799,Introvert,0.0,0.0
21800,Introvert,0.30666646,0.6133329
21801,Introvert,0.0,0.0
21802,Introvert,0.0,0.0
21803,Introvert,0.01,0.01999998
21804,Introvert,0.0,0.0
21805,Introvert,0.0,0.0
21806,Introvert,0.020000001,0.04000002
21807,Introvert,0.006666667,0.013333321
21808,Introvert,0.0,0.0
21809,Introvert,0.0,0.0
21810,Introvert,0.0,0.0
21811,Introvert,0.016666668,0.03333336
21812,Introvert,0.0,0.0
21813,Introvert,0.0,0.0
21814,Extrovert,0.98666584,0.02666831
21815,Introvert,0.0,0.0
21816,Introvert,0.0,0.0
21817,Extrovert,0.91999924,0.16000152
21818,Introvert,0.0033333334,0.0066666603
21819,Introvert,0.0,0.0
21820,Introvert,0.0,0.0
21821,Extrovert,0.92999923,0.14000154
21822,Introvert,0.0,0.0
21823,Introvert,0.0,0.0
21824,Introvert,0.0,0.0
21825,Introvert,0.0,0.0
21826,Introvert,0.016666668,0.03333336
21827,Introvert,0.060000006,0.120000005
21828,Introvert,0.0,0.0
21829,Introvert,0.0,0.0
21830,Introvert,0.0,0.0
21831,Introvert,0.0,0.0
21832,Introvert,0.006666667,0.013333321
21833,Extrovert,0.9933325,0.01333499
21834,Introvert,0.0,0.0
21835,Introvert,0.023333335,0.04666668
21836,Introvert,0.0,0.0
21837,Introvert,0.0033333334,0.0066666603
21838,Introvert,0.0,0.0
21839,Extrovert,0.9833325,0.03333497
21840,Introvert,0.0,0.0
21841,Extrovert,0.99999917,1.66893e-06
21842,Introvert,0.0,0.0
21843,Extrovert,0.846666,0.30666804
21844,Introvert,0.0,0.0
21845,Introvert,0.0,0.0
21846,Introvert,0.0,0.0
21847,Introvert,0.0,0.0
21848,Extrovert,0.9899992,0.02000165
21849,Introvert,0.0,0.0
21850,Introvert,0.01,0.01999998
21851,Introvert,0.0033333334,0.0066666603
21852,Introvert,0.006666667,0.013333321
21853,Introvert,0.0,0.0
21854,Extrovert,0.98666584,0.02666831
21855,Extrovert,0.99666584,0.0066683292
21856,Extrovert,0.99666584,0.0066683292
21857,Introvert,0.016666668,0.03333336
21858,Introvert,0.0,0.0
21859,Introvert,0.0,0.0
21860,Introvert,0.0,0.0
21861,Introvert,0.0033333334,0.0066666603
21862,Introvert,0.0,0.0
21863,Introvert,0.0,0.0
21864,Introvert,0.07333333,0.14666665
21865,Introvert,0.0033333334,0.0066666603
21866,Extrovert,0.99999917,1.66893e-06
21867,Introvert,0.033333335,0.06666666
21868,Introvert,0.04666667,0.09333336
21869,Extrovert,0.9933325,0.01333499
21870,Introvert,0.033333335,0.06666666
21871,Extrovert,0.99999917,1.66893e-06
21872,Introvert,0.0,0.0
21873,Extrovert,0.9933325,0.01333499
21874,Introvert,0.0,0.0
21875,Introvert,0.0,0.0
21876,Extrovert,0.82333267,0.35333467
21877,Introvert,0.0033333334,0.0066666603
21878,Introvert,0.01,0.01999998
21879,Introvert,0.0,0.0
21880,Introvert,0.0,0.0
21881,Extrovert,0.99999917,1.66893e-06
21882,Extrovert,0.98666584,0.02666831
21883,Introvert,0.0033333334,0.0066666603
21884,Introvert,0.0033333334,0.0066666603
21885,Extrovert,0.99666584,0.0066683292
21886,Introvert,0.013333334,0.026666641
21887,Introvert,0.0,0.0
21888,Introvert,0.01,0.01999998
21889,Introvert,0.0,0.0
21890,Introvert,0.030000003,0.060000002
21891,Extrovert,0.99999917,1.66893e-06
21892,Introvert,0.0,0.0
21893,Introvert,0.0,0.0
21894,Introvert,0.0033333334,0.0066666603
21895,Introvert,0.0,0.0
21896,Introvert,0.0,0.0
21897,Introvert,0.0,0.0
21898,Introvert,0.0,0.0
21899,Introvert,0.0,0.0
21900,Introvert,0.0033333334,0.0066666603
21901,Extrovert,0.9933325,0.01333499
21902,Introvert,0.0,0.0
21903,Introvert,0.0,0.0
21904,Introvert,0.0,0.0
21905,Introvert,0.0033333334,0.0066666603
21906,Introvert,0.0,0.0
21907,Introvert,0.006666667,0.013333321
21908,Introvert,0.0033333334,0.0066666603
21909,Introvert,0.0,0.0
21910,Extrovert,0.9933325,0.01333499
21911,Introvert,0.0,0.0
21912,Introvert,0.0033333334,0.0066666603
21913,Extrovert,0.9933325,0.01333499
21914,Introvert,0.0033333334,0.0066666603
21915,Extrovert,0.8899993,0.22000146
21916,Introvert,0.01,0.01999998
21917,Extrovert,0.99999917,1.66893e-06
21918,Introvert,0.0,0.0
21919,Introvert,0.043333337,0.0866667
21920,Extrovert,0.98666584,0.02666831
21921,Introvert,0.0,0.0
21922,Introvert,0.05333334,0.106666684
21923,Extrovert,0.99999917,1.66893e-06
21924,Introvert,0.0033333334,0.0066666603
21925,Introvert,0.0033333334,0.0066666603
21926,Introvert,0.0,0.0
21927,Introvert,0.0033333334,0.0066666603
21928,Introvert,0.0,0.0
21929,Introvert,0.0,0.0
21930,Extrovert,0.99999917,1.66893e-06
21931,Introvert,0.01,0.01999998
21932,Introvert,0.29333314,0.5866663
21933,Introvert,0.0,0.0
21934,Introvert,0.0,0.0
21935,Introvert,0.0,0.0
21936,Introvert,0.016666668,0.03333336
21937,Extrovert,0.98666584,0.02666831
21938,Introvert,0.02666667,0.053333342
21939,Introvert,0.0,0.0
21940,Introvert,0.0,0.0
21941,Extrovert,0.99666584,0.0066683292
21942,Introvert,0.0,0.0
21943,Introvert,0.0,0.0
21944,Introvert,0.0,0.0
21945,Extrovert,0.99999917,1.66893e-06
21946,Extrovert,0.9833325,0.03333497
21947,Introvert,0.0,0.0
21948,Introvert,0.0,0.0
21949,Introvert,0.0,0.0
21950,Introvert,0.013333334,0.026666641
21951,Introvert,0.0,0.0
21952,Introvert,0.0033333334,0.0066666603
21953,Extrovert,0.99999917,1.66893e-06
21954,Introvert,0.0,0.0
21955,Introvert,0.0,0.0
21956,Introvert,0.006666667,0.013333321
21957,Introvert,0.0,0.0
21958,Introvert,0.0033333334,0.0066666603
21959,Introvert,0.0,0.0
21960,Introvert,0.0,0.0
21961,Introvert,0.0,0.0
21962,Introvert,0.0,0.0
21963,Introvert,0.0,0.0
21964,Introvert,0.0033333334,0.0066666603
21965,Introvert,0.0033333334,0.0066666603
21966,Extrovert,0.9799992,0.04000163
21967,Introvert,0.0,0.0
21968,Introvert,0.0,0.0
21969,Extrovert,0.97666585,0.04666829
21970,Introvert,0.006666667,0.013333321
21971,Extrovert,0.9899992,0.02000165
21972,Introvert,0.0,0.0
21973,Introvert,0.006666667,0.013333321
21974,Introvert,0.006666667,0.013333321
21975,Introvert,0.0,0.0
21976,Introvert,0.0,0.0
21977,Introvert,0.023333335,0.04666668
21978,Introvert,0.013333334,0.026666641
21979,Introvert,0.020000001,0.04000002
21980,Introvert,0.0,0.0
21981,Introvert,0.0033333334,0.0066666603
21982,Introvert,0.0033333334,0.0066666603
21983,Introvert,0.0,0.0
21984,Extrovert,0.99999917,1.66893e-06
21985,Introvert,0.0,0.0
21986,Introvert,0.0,0.0
21987,Introvert,0.0,0.0
21988,Introvert,0.0,0.0
21989,Introvert,0.01,0.01999998
21990,Introvert,0.0,0.0
21991,Introvert,0.0,0.0
21992,Introvert,0.0033333334,0.0066666603
21993,Introvert,0.0033333334,0.0066666603
21994,Introvert,0.0,0.0
21995,Extrovert,0.99666584,0.0066683292
21996,Extrovert,0.9833325,0.03333497
21997,Extrovert,0.9833325,0.03333497
21998,Introvert,0.0,0.0
21999,Extrovert,0.99999917,1.66893e-06
22000,Introvert,0.0,0.0
22001,Introvert,0.0,0.0
22002,Extrovert,0.98666584,0.02666831
22003,Introvert,0.0,0.0
22004,Extrovert,0.9599992,0.08000159
22005,Introvert,0.0,0.0
22006,Introvert,0.0033333334,0.0066666603
22007,Introvert,0.0,0.0
22008,Introvert,0.0033333334,0.0066666603
22009,Introvert,0.0,0.0
22010,Introvert,0.0,0.0
22011,Introvert,0.040000003,0.07999998
22012,Extrovert,0.9566659,0.08666825
22013,Extrovert,0.99999917,1.66893e-06
22014,Extrovert,0.9899992,0.02000165
22015,Introvert,0.0,0.0
22016,Introvert,0.0,0.0
22017,Introvert,0.0,0.0
22018,Introvert,0.0,0.0
22019,Introvert,0.0,0.0
22020,Introvert,0.006666667,0.013333321
22021,Introvert,0.0,0.0
22022,Extrovert,0.99999917,1.66893e-06
22023,Introvert,0.03666667,0.07333332
22024,Introvert,0.0,0.0
22025,Introvert,0.0,0.0
22026,Introvert,0.0033333334,0.0066666603
22027,Extrovert,0.99999917,1.66893e-06
22028,Introvert,0.013333334,0.026666641
22029,Introvert,0.0,0.0
22030,Extrovert,0.99999917,1.66893e-06
22031,Introvert,0.016666668,0.03333336
22032,Introvert,0.020000001,0.04000002
22033,Introvert,0.0033333334,0.0066666603
22034,Introvert,0.0,0.0
22035,Introvert,0.006666667,0.013333321
22036,Introvert,0.0033333334,0.0066666603
22037,Introvert,0.0,0.0
22038,Introvert,0.0,0.0
22039,Introvert,0.0,0.0
22040,Introvert,0.0,0.0
22041,Introvert,0.0033333334,0.0066666603
22042,Introvert,0.0,0.0
22043,Extrovert,0.9933325,0.01333499
22044,Introvert,0.0,0.0
22045,Introvert,0.02666667,0.053333342
22046,Introvert,0.0,0.0
22047,Introvert,0.0033333334,0.0066666603
22048,Extrovert,0.99999917,1.66893e-06
22049,Introvert,0.023333335,0.04666668
22050,Extrovert,0.99999917,1.66893e-06
22051,Introvert,0.0,0.0
22052,Extrovert,0.99999917,1.66893e-06
22053,Introvert,0.01,0.01999998
22054,Introvert,0.033333335,0.06666666
22055,Introvert,0.0033333334,0.0066666603
22056,Introvert,0.0,0.0
22057,Introvert,0.0,0.0
22058,Introvert,0.01,0.01999998
22059,Introvert,0.0,0.0
22060,Introvert,0.006666667,0.013333321
22061,Introvert,0.0,0.0
22062,Extrovert,0.99666584,0.0066683292
22063,Introvert,0.0033333334,0.0066666603
22064,Introvert,0.0033333334,0.0066666603
22065,Extrovert,0.99999917,1.66893e-06
22066,Introvert,0.01,0.01999998
22067,Introvert,0.0,0.0
22068,Introvert,0.04666667,0.09333336
22069,Introvert,0.0,0.0
22070,Introvert,0.0,0.0
22071,Introvert,0.0,0.0
22072,Introvert,0.0,0.0
22073,Introvert,0.0033333334,0.0066666603
22074,Introvert,0.0033333334,0.0066666603
22075,Extrovert,0.98666584,0.02666831
22076,Introvert,0.0,0.0
22077,Introvert,0.023333335,0.04666668
22078,Introvert,0.07666666,0.1533333
22079,Introvert,0.0,0.0
22080,Introvert,0.0,0.0
22081,Introvert,0.0,0.0
22082,Extrovert,0.9699992,0.06000161
22083,Introvert,0.0,0.0
22084,Introvert,0.0,0.0
22085,Introvert,0.0,0.0
22086,Introvert,0.0,0.0
22087,Introvert,0.0,0.0
22088,Introvert,0.09999997,0.19999993
22089,Introvert,0.0,0.0
22090,Introvert,0.0,0.0
22091,Introvert,0.0,0.0
22092,Introvert,0.0,0.0
22093,Introvert,0.0,0.0
22094,Introvert,0.0033333334,0.0066666603
22095,Introvert,0.0,0.0
22096,Introvert,0.006666667,0.013333321
22097,Introvert,0.0033333334,0.0066666603
22098,Extrovert,0.99999917,1.66893e-06
22099,Introvert,0.0,0.0
22100,Introvert,0.0033333334,0.0066666603
22101,Introvert,0.0,0.0
22102,Extrovert,0.99999917,1.66893e-06
22103,Introvert,0.016666668,0.03333336
22104,Introvert,0.0,0.0
22105,Extrovert,0.99666584,0.0066683292
22106,Introvert,0.0033333334,0.0066666603
22107,Introvert,0.0033333334,0.0066666603
22108,Introvert,0.05333334,0.106666684
22109,Introvert,0.0033333334,0.0066666603
22110,Introvert,0.0,0.0
22111,Introvert,0.0033333334,0.0066666603
22112,Extrovert,0.99999917,1.66893e-06
22113,Introvert,0.0,0.0
22114,Introvert,0.030000003,0.060000002
22115,Introvert,0.006666667,0.013333321
22116,Introvert,0.0033333334,0.0066666603
22117,Introvert,0.0,0.0
22118,Introvert,0.0,0.0
22119,Introvert,0.013333334,0.026666641
22120,Introvert,0.02666667,0.053333342
22121,Extrovert,0.99999917,1.66893e-06
22122,Extrovert,0.98666584,0.02666831
22123,Extrovert,0.98666584,0.02666831
22124,Introvert,0.0,0.0
22125,Introvert,0.0,0.0
22126,Introvert,0.0,0.0
22127,Introvert,0.0,0.0
22128,Extrovert,0.9833325,0.03333497
22129,Introvert,0.0,0.0
22130,Extrovert,0.97666585,0.04666829
22131,Introvert,0.0,0.0
22132,Introvert,0.0,0.0
22133,Introvert,0.0033333334,0.0066666603
22134,Introvert,0.0,0.0
22135,Introvert,0.0,0.0
22136,Introvert,0.0,0.0
22137,Extrovert,0.99999917,1.66893e-06
22138,Extrovert,0.99999917,1.66893e-06
22139,Introvert,0.0,0.0
22140,Extrovert,0.96666586,0.06666827
22141,Introvert,0.0,0.0
22142,Introvert,0.0,0.0
22143,Extrovert,0.9799992,0.04000163
22144,Extrovert,0.99999917,1.66893e-06
22145,Introvert,0.0,0.0
22146,Introvert,0.0,0.0
22147,Introvert,0.0033333334,0.0066666603
22148,Extrovert,0.99999917,1.66893e-06
22149,Introvert,0.0,0.0
22150,Introvert,0.0,0.0
22151,Introvert,0.0,0.0
22152,Introvert,0.0,0.0
22153,Extrovert,0.9933325,0.01333499
22154,Introvert,0.0,0.0
22155,Introvert,0.0,0.0
22156,Extrovert,0.99666584,0.0066683292
22157,Introvert,0.0,0.0
22158,Introvert,0.0,0.0
22159,Introvert,0.0,0.0
22160,Introvert,0.0,0.0
22161,Introvert,0.0,0.0
22162,Introvert,0.0,0.0
22163,Extrovert,0.99999917,1.66893e-06
22164,Introvert,0.0,0.0
22165,Extrovert,0.99999917,1.66893e-06
22166,Introvert,0.0,0.0
22167,Introvert,0.0,0.0
22168,Introvert,0.0,0.0
22169,Introvert,0.0,0.0
22170,Introvert,0.0,0.0
22171,Introvert,0.0,0.0
22172,Extrovert,0.94333255,0.113334894
22173,Extrovert,0.99666584,0.0066683292
22174,Introvert,0.0,0.0
22175,Extrovert,0.9833325,0.03333497
22176,Introvert,0.0,0.0
22177,Extrovert,0.91999924,0.16000152
22178,Introvert,0.016666668,0.03333336
22179,Introvert,0.0,0.0
22180,Introvert,0.0033333334,0.0066666603
22181,Introvert,0.0,0.0
22182,Extrovert,0.96666586,0.06666827
22183,Introvert,0.0033333334,0.0066666603
22184,Introvert,0.0033333334,0.0066666603
22185,Introvert,0.0,0.0
22186,Introvert,0.0,0.0
22187,Extrovert,0.9933325,0.01333499
22188,Introvert,0.0,0.0
22189,Introvert,0.20666654,0.41333306
22190,Introvert,0.0,0.0
22191,Introvert,0.0,0.0
22192,Introvert,0.0,0.0
22193,Introvert,0.0033333334,0.0066666603
22194,Introvert,0.0,0.0
22195,Extrovert,0.99666584,0.0066683292
22196,Extrovert,0.9366659,0.12666821
22197,Introvert,0.0033333334,0.0066666603
22198,Introvert,0.0,0.0
22199,Introvert,0.0,0.0
22200,Introvert,0.0,0.0
22201,Introvert,0.0,0.0
22202,Introvert,0.0,0.0
22203,Introvert,0.0033333334,0.0066666603
22204,Introvert,0.030000003,0.060000002
22205,Introvert,0.0,0.0
22206,Extrovert,0.99666584,0.0066683292
22207,Introvert,0.0,0.0
22208,Introvert,0.0,0.0
22209,Introvert,0.0,0.0
22210,Extrovert,0.99666584,0.0066683292
22211,Introvert,0.030000003,0.060000002
22212,Introvert,0.006666667,0.013333321
22213,Introvert,0.01,0.01999998
22214,Introvert,0.0033333334,0.0066666603
22215,Introvert,0.0033333334,0.0066666603
22216,Introvert,0.030000003,0.060000002
22217,Introvert,0.0,0.0
22218,Introvert,0.2133332,0.42666638
22219,Extrovert,0.9833325,0.03333497
22220,Introvert,0.0,0.0
22221,Introvert,0.0,0.0
22222,Introvert,0.0033333334,0.0066666603
22223,Introvert,0.0,0.0
22224,Introvert,0.06666667,0.13333333
22225,Extrovert,0.99999917,1.66893e-06
22226,Extrovert,0.99999917,1.66893e-06
22227,Introvert,0.0,0.0
22228,Extrovert,0.98666584,0.02666831
22229,Introvert,0.0,0.0
22230,Introvert,0.0,0.0
22231,Introvert,0.0,0.0
22232,Introvert,0.0,0.0
22233,Introvert,0.020000001,0.04000002
22234,Extrovert,0.9833325,0.03333497
22235,Introvert,0.01,0.01999998
22236,Extrovert,0.9933325,0.01333499
22237,Extrovert,0.99999917,1.66893e-06
22238,Introvert,0.0,0.0
22239,Introvert,0.0,0.0
22240,Introvert,0.0033333334,0.0066666603
22241,Introvert,0.0,0.0
22242,Introvert,0.0,0.0
22243,Extrovert,0.99999917,1.66893e-06
22244,Introvert,0.0,0.0
22245,Introvert,0.016666668,0.03333336
22246,Introvert,0.0033333334,0.0066666603
22247,Introvert,0.0,0.0
22248,Introvert,0.0,0.0
22249,Introvert,0.0,0.0
22250,Introvert,0.0,0.0
22251,Introvert,0.0,0.0
22252,Introvert,0.013333334,0.026666641
22253,Introvert,0.0,0.0
22254,Introvert,0.0,0.0
22255,Extrovert,0.99999917,1.66893e-06
22256,Introvert,0.0,0.0
22257,Introvert,0.0033333334,0.0066666603
22258,Introvert,0.0,0.0
22259,Extrovert,0.9933325,0.01333499
22260,Introvert,0.0,0.0
22261,Introvert,0.02666667,0.053333342
22262,Introvert,0.0033333334,0.0066666603
22263,Introvert,0.056666672,0.113333344
22264,Introvert,0.0,0.0
22265,Introvert,0.0,0.0
22266,Introvert,0.0033333334,0.0066666603
22267,Introvert,0.0,0.0
22268,Introvert,0.10666663,0.21333325
22269,Introvert,0.0,0.0
22270,Introvert,0.0,0.0
22271,Introvert,0.0033333334,0.0066666603
22272,Introvert,0.0,0.0
22273,Introvert,0.0,0.0
22274,Introvert,0.0,0.0
22275,Introvert,0.006666667,0.013333321
22276,Introvert,0.006666667,0.013333321
22277,Extrovert,0.96666586,0.06666827
22278,Extrovert,0.9799992,0.04000163
22279,Introvert,0.0,0.0
22280,Introvert,0.0,0.0
22281,Introvert,0.0,0.0
22282,Extrovert,0.9899992,0.02000165
22283,Introvert,0.0,0.0
22284,Introvert,0.050000004,0.100000024
22285,Extrovert,0.99999917,1.66893e-06
22286,Introvert,0.24999984,0.49999964
22287,Extrovert,0.99999917,1.66893e-06
22288,Introvert,0.0,0.0
22289,Introvert,0.0,0.0
22290,Extrovert,0.99999917,1.66893e-06
22291,Introvert,0.2666665,0.533333
22292,Extrovert,0.99666584,0.0066683292
22293,Introvert,0.0,0.0
22294,Introvert,0.0,0.0
22295,Introvert,0.01,0.01999998
22296,Introvert,0.013333334,0.026666641
22297,Introvert,0.0033333334,0.0066666603
22298,Extrovert,0.99999917,1.66893e-06
22299,Introvert,0.0033333334,0.0066666603
22300,Introvert,0.0033333334,0.0066666603
22301,Introvert,0.0,0.0
22302,Introvert,0.0,0.0
22303,Introvert,0.0,0.0
22304,Introvert,0.0,0.0
22305,Introvert,0.0033333334,0.0066666603
22306,Introvert,0.0,0.0
22307,Introvert,0.0,0.0
22308,Extrovert,0.9833325,0.03333497
22309,Introvert,0.0,0.0
22310,Introvert,0.0,0.0
22311,Introvert,0.0,0.0
22312,Introvert,0.0,0.0
22313,Introvert,0.0,0.0
22314,Introvert,0.0,0.0
22315,Extrovert,0.99666584,0.0066683292
22316,Extrovert,0.9733325,0.05333495
22317,Introvert,0.0,0.0
22318,Introvert,0.006666667,0.013333321
22319,Extrovert,0.98666584,0.02666831
22320,Extrovert,0.99999917,1.66893e-06
22321,Extrovert,0.9933325,0.01333499
22322,Introvert,0.0,0.0
22323,Extrovert,0.9933325,0.01333499
22324,Introvert,0.0,0.0
22325,Extrovert,0.9699992,0.06000161
22326,Introvert,0.0,0.0
22327,Introvert,0.0,0.0
22328,Introvert,0.0,0.0
22329,Introvert,0.0,0.0
22330,Introvert,0.0,0.0
22331,Extrovert,0.99999917,1.66893e-06
22332,Extrovert,0.9899992,0.02000165
22333,Introvert,0.0,0.0
22334,Introvert,0.0,0.0
22335,Introvert,0.0033333334,0.0066666603
22336,Introvert,0.0,0.0
22337,Introvert,0.0,0.0
22338,Introvert,0.0,0.0
22339,Introvert,0.0,0.0
22340,Introvert,0.10666663,0.21333325
22341,Introvert,0.0,0.0
22342,Introvert,0.0,0.0
22343,Introvert,0.0,0.0
22344,Introvert,0.0,0.0
22345,Introvert,0.0,0.0
22346,Introvert,0.0033333334,0.0066666603
22347,Introvert,0.0,0.0
22348,Extrovert,0.9466659,0.106668234
22349,Extrovert,0.99999917,1.66893e-06
22350,Extrovert,0.99999917,1.66893e-06
22351,Extrovert,0.96333253,0.07333493
22352,Introvert,0.0,0.0
22353,Introvert,0.01,0.01999998
22354,Introvert,0.0,0.0
22355,Introvert,0.0,0.0
22356,Extrovert,0.99666584,0.0066683292
22357,Introvert,0.0,0.0
22358,Introvert,0.006666667,0.013333321
22359,Extrovert,0.99999917,1.66893e-06
22360,Introvert,0.0,0.0
22361,Extrovert,0.99999917,1.66893e-06
22362,Introvert,0.0,0.0
22363,Introvert,0.0,0.0
22364,Introvert,0.0,0.0
22365,Introvert,0.0,0.0
22366,Introvert,0.07,0.13999999
22367,Extrovert,0.99999917,1.66893e-06
22368,Introvert,0.0,0.0
22369,Introvert,0.0,0.0
22370,Extrovert,0.9933325,0.01333499
22371,Introvert,0.0,0.0
22372,Extrovert,0.99999917,1.66893e-06
22373,Extrovert,0.9233326,0.15333486
22374,Extrovert,0.99999917,1.66893e-06
22375,Introvert,0.0,0.0
22376,Introvert,0.02666667,0.053333342
22377,Introvert,0.0,0.0
22378,Introvert,0.0,0.0
22379,Introvert,0.0,0.0
22380,Introvert,0.05333334,0.106666684
22381,Introvert,0.0,0.0
22382,Introvert,0.0,0.0
22383,Introvert,0.020000001,0.04000002
22384,Introvert,0.020000001,0.04000002
22385,Introvert,0.0,0.0
22386,Introvert,0.0,0.0
22387,Introvert,0.0,0.0
22388,Extrovert,0.9799992,0.04000163
22389,Extrovert,0.9833325,0.03333497
22390,Introvert,0.0,0.0
22391,Extrovert,0.99666584,0.0066683292
22392,Introvert,0.016666668,0.03333336
22393,Introvert,0.0,0.0
22394,Introvert,0.0,0.0
22395,Extrovert,0.98666584,0.02666831
22396,Extrovert,0.99999917,1.66893e-06
22397,Extrovert,0.9566659,0.08666825
22398,Introvert,0.0,0.0
22399,Extrovert,0.98666584,0.02666831
22400,Introvert,0.0033333334,0.0066666603
22401,Introvert,0.023333335,0.04666668
22402,Introvert,0.0,0.0
22403,Introvert,0.016666668,0.03333336
22404,Introvert,0.0,0.0
22405,Introvert,0.0033333334,0.0066666603
22406,Introvert,0.016666668,0.03333336
22407,Extrovert,0.99999917,1.66893e-06
22408,Introvert,0.0,0.0
22409,Introvert,0.0,0.0
22410,Extrovert,0.9799992,0.04000163
22411,Introvert,0.0,0.0
22412,Introvert,0.0,0.0
22413,Extrovert,0.97666585,0.04666829
22414,Introvert,0.0,0.0
22415,Introvert,0.0033333334,0.0066666603
22416,Extrovert,0.97666585,0.04666829
22417,Introvert,0.020000001,0.04000002
22418,Introvert,0.0,0.0
22419,Extrovert,0.99999917,1.66893e-06
22420,Introvert,0.0,0.0
22421,Introvert,0.0,0.0
22422,Introvert,0.0,0.0
22423,Introvert,0.0,0.0
22424,Introvert,0.0,0.0
22425,Introvert,0.006666667,0.013333321
22426,Introvert,0.0,0.0
22427,Introvert,0.006666667,0.013333321
22428,Extrovert,0.9833325,0.03333497
22429,Introvert,0.0033333334,0.0066666603
22430,Introvert,0.0,0.0
22431,Introvert,0.0,0.0
22432,Introvert,0.0,0.0
22433,Introvert,0.0,0.0
22434,Introvert,0.0,0.0
22435,Introvert,0.02666667,0.053333342
