id,Time_spent_Alone,Stage_fear,Social_event_attendance,Going_outside,Drained_after_socializing,Friends_circle_size,Post_frequency,Personality,adv_prob
6920,6.0,,1.0,0.0,Yes,2.0,0.0,Introvert,0.16
6921,3.0,No,6.0,,No,12.0,4.0,Extrovert,0.6527857142857143
6922,8.0,Yes,,0.0,Yes,1.0,1.0,Introvert,0.04
6923,11.0,Yes,3.0,3.0,Yes,3.0,2.0,Introvert,0.11
6924,8.0,,3.0,0.0,,3.0,2.0,Introvert,0.11
6925,,No,9.0,5.0,No,9.0,9.0,Extrovert,0.027000000000000003
6926,1.0,,9.0,5.0,No,11.0,8.0,Extrovert,0.6621428571428569
6927,6.0,Yes,2.0,2.0,Yes,5.0,0.0,Introvert,0.13
6928,3.0,No,4.0,3.0,No,9.0,3.0,Extrovert,0.04
6929,3.0,No,7.0,7.0,No,7.0,9.0,Extrovert,0.17
6930,5.0,Yes,2.0,0.0,Yes,3.0,1.0,Introvert,0.11
6931,1.0,No,4.0,4.0,No,13.0,9.0,Extrovert,0.05
6932,7.0,Yes,2.0,0.0,Yes,,3.0,Introvert,0.16
6933,0.0,No,6.0,3.0,No,10.0,7.0,Extrovert,0.03
6934,6.0,Yes,3.0,1.0,Yes,1.0,,Introvert,0.13
6935,3.0,No,6.0,4.0,No,13.0,5.0,Extrovert,0.008333333333333333
6936,0.0,No,7.0,6.0,No,15.0,6.0,Extrovert,0.014166666666666666
6937,1.0,No,9.0,4.0,No,8.0,5.0,Extrovert,0.0
6938,1.0,No,9.0,5.0,No,10.0,10.0,Extrovert,0.05
6939,2.0,No,9.0,4.0,No,10.0,5.0,Extrovert,0.40644841269841264
6940,1.0,No,6.0,3.0,No,5.0,7.0,Extrovert,0.02
6941,0.0,No,8.0,5.0,No,11.0,4.0,Extrovert,0.12042857142857144
6942,0.0,No,6.0,6.0,No,6.0,7.0,Extrovert,0.06166666666666666
6943,11.0,Yes,,0.0,Yes,3.0,1.0,Introvert,0.06
6944,4.0,Yes,3.0,0.0,,3.0,0.0,Introvert,0.06
6945,1.0,No,6.0,7.0,No,12.0,3.0,Extrovert,0.03
6946,1.0,No,6.0,5.0,No,7.0,5.0,Extrovert,0.42550000000000004
6947,5.0,No,9.0,6.0,No,14.0,6.0,Extrovert,0.2
6948,0.0,,4.0,7.0,No,14.0,8.0,Extrovert,0.483
6949,3.0,No,8.0,7.0,No,6.0,9.0,Extrovert,0.01
6950,3.0,No,3.0,5.0,No,10.0,4.0,Extrovert,0.1225
6951,4.0,No,4.0,5.0,No,14.0,4.0,Extrovert,0.13
6952,2.0,,8.0,5.0,No,8.0,3.0,Extrovert,0.2016630591630591
6953,8.0,Yes,3.0,1.0,Yes,9.0,2.0,Introvert,0.09
6954,3.0,No,9.0,6.0,No,9.0,,Extrovert,0.5015
6955,1.0,,4.0,4.0,No,10.0,6.0,Extrovert,0.059
6956,6.0,,0.0,0.0,Yes,2.0,1.0,Introvert,0.02
6957,2.0,No,9.0,6.0,No,12.0,6.0,Extrovert,0.01
6958,1.0,No,8.0,3.0,No,,8.0,Extrovert,0.19216666666666668
6959,0.0,,9.0,3.0,,15.0,9.0,Extrovert,0.39699999999999996
6960,0.0,No,7.0,6.0,No,13.0,4.0,Extrovert,0.09
6961,3.0,No,6.0,3.0,No,11.0,6.0,Extrovert,0.11
6962,3.0,No,3.0,,No,6.0,6.0,Extrovert,0.13
6963,10.0,Yes,0.0,0.0,Yes,3.0,3.0,Introvert,0.04
6964,10.0,Yes,1.0,2.0,Yes,3.0,,Introvert,0.14
6965,6.0,Yes,2.0,0.0,Yes,10.0,,Introvert,0.23
6966,,No,9.0,4.0,No,8.0,8.0,Extrovert,0.3245
6967,2.0,No,5.0,7.0,No,10.0,8.0,Extrovert,0.028999999999999998
6968,1.0,No,4.0,4.0,No,,9.0,Extrovert,0.026166666666666668
6969,8.0,Yes,,1.0,Yes,,2.0,Introvert,0.14
6970,,No,7.0,4.0,No,14.0,7.0,Extrovert,0.04866666666666667
6971,9.0,Yes,2.0,0.0,Yes,0.0,,Introvert,0.08166666666666667
6972,2.0,No,4.0,3.0,No,10.0,6.0,Extrovert,0.035
6973,3.0,,4.0,3.0,No,6.0,3.0,Extrovert,0.07
6974,3.0,Yes,0.0,1.0,Yes,2.0,2.0,Introvert,0.11
6975,10.0,Yes,3.0,2.0,Yes,4.0,0.0,Introvert,0.09
6976,6.0,Yes,3.0,1.0,,3.0,2.0,Introvert,0.04
6977,2.0,No,8.0,7.0,No,9.0,4.0,Extrovert,0.04
6978,0.0,,6.0,3.0,No,8.0,6.0,Extrovert,0.32416666666666666
6979,1.0,No,5.0,4.0,,12.0,10.0,Extrovert,0.125
6980,,Yes,3.0,0.0,Yes,2.0,3.0,Introvert,0.09
6981,1.0,No,9.0,,No,11.0,9.0,Extrovert,0.44366666666666665
6982,0.0,No,6.0,5.0,No,10.0,8.0,Extrovert,0.42883333333333323
6983,3.0,No,4.0,4.0,No,,7.0,Extrovert,0.004285714285714285
6984,1.0,No,7.0,4.0,No,15.0,9.0,Extrovert,0.08
6985,0.0,No,9.0,4.0,No,5.0,7.0,Extrovert,0.025
6986,5.0,Yes,0.0,0.0,Yes,1.0,,Introvert,0.1075
6987,2.0,No,3.0,6.0,No,11.0,9.0,Extrovert,0.03
6988,1.0,No,7.0,3.0,No,9.0,,Extrovert,0.058499999999999996
6989,1.0,,6.0,5.0,No,7.0,7.0,Extrovert,0.03571428571428571
6990,5.0,Yes,3.0,0.0,Yes,2.0,2.0,Introvert,0.11
6991,3.0,,8.0,6.0,No,10.0,5.0,Extrovert,0.7761904761904759
6992,3.0,No,6.0,5.0,No,10.0,9.0,Extrovert,0.1
6993,8.0,Yes,4.0,2.0,Yes,4.0,2.0,Introvert,0.02
6994,0.0,No,8.0,5.0,No,4.0,7.0,Extrovert,0.19
6995,3.0,No,7.0,7.0,No,11.0,10.0,Extrovert,0.03666666666666667
6996,0.0,No,6.0,,No,8.0,,Extrovert,0.0
6997,,Yes,3.0,1.0,Yes,5.0,2.0,Introvert,0.015
6998,0.0,No,9.0,5.0,No,9.0,4.0,Extrovert,0.0
6999,1.0,No,8.0,5.0,No,8.0,4.0,Extrovert,0.3279246031746032
7000,0.0,No,9.0,3.0,No,7.0,,Extrovert,0.2454404761904761
7001,4.0,Yes,1.0,2.0,Yes,2.0,3.0,Introvert,0.13
7002,9.0,Yes,1.0,1.0,Yes,3.0,,Introvert,0.11
7003,4.0,No,5.0,7.0,No,8.0,8.0,Extrovert,0.02
7004,10.0,Yes,0.0,,Yes,1.0,1.0,Introvert,0.1
7005,1.0,No,6.0,,No,6.0,9.0,Extrovert,0.03933333333333333
7006,4.0,Yes,,0.0,Yes,2.0,0.0,Introvert,0.16
7007,2.0,No,4.0,4.0,No,15.0,10.0,Extrovert,0.15166666666666667
7008,3.0,No,7.0,5.0,No,4.0,5.0,Extrovert,0.09
7009,2.0,No,7.0,4.0,No,12.0,6.0,Extrovert,0.04
7010,5.0,Yes,3.0,2.0,Yes,1.0,,Introvert,0.09
7011,2.0,No,5.0,5.0,No,4.0,9.0,Extrovert,0.03
7012,3.0,,4.0,4.0,,14.0,6.0,Extrovert,0.0
7013,9.0,Yes,1.0,,Yes,1.0,2.0,Introvert,0.01
7014,8.0,Yes,0.0,0.0,,1.0,2.0,Introvert,0.03
7015,3.0,,6.0,4.0,No,8.0,4.0,Extrovert,0.19381457431457427
7016,2.0,,8.0,4.0,No,6.0,9.0,Extrovert,0.05
7017,3.0,No,4.0,7.0,No,12.0,4.0,Extrovert,0.07
7018,1.0,No,10.0,4.0,No,13.0,6.0,Extrovert,0.1
7019,,,7.0,6.0,No,7.0,,Extrovert,0.011666666666666665
7020,4.0,Yes,1.0,3.0,Yes,2.0,1.0,Introvert,0.02
7021,3.0,No,4.0,4.0,No,3.0,9.0,Extrovert,0.055
7022,6.0,Yes,2.0,0.0,Yes,4.0,3.0,Introvert,0.02
7023,10.0,Yes,1.0,3.0,Yes,3.0,0.0,Introvert,0.13
7024,9.0,Yes,1.0,,Yes,4.0,0.0,Introvert,0.09
7025,11.0,Yes,3.0,3.0,Yes,0.0,3.0,Introvert,0.19
7026,0.0,No,,3.0,No,12.0,7.0,Extrovert,0.026666666666666665
7027,3.0,No,5.0,7.0,No,15.0,9.0,Extrovert,0.06666666666666667
7028,1.0,,9.0,4.0,No,6.0,6.0,Extrovert,0.04583333333333333
7029,0.0,No,7.0,6.0,No,8.0,9.0,Extrovert,0.2741190476190476
7030,0.0,,8.0,6.0,No,15.0,4.0,Extrovert,0.04
7031,2.0,No,4.0,4.0,No,14.0,7.0,Extrovert,0.20994047619047618
7032,2.0,No,4.0,5.0,No,7.0,,Extrovert,0.3390595238095237
7033,1.0,No,6.0,3.0,No,10.0,,Extrovert,0.05216666666666667
7034,4.0,Yes,,0.0,Yes,5.0,4.0,Introvert,0.08
7035,1.0,No,6.0,3.0,No,14.0,9.0,Extrovert,0.0575
7036,7.0,Yes,3.0,0.0,Yes,5.0,0.0,Introvert,0.02
7037,4.0,Yes,2.0,1.0,Yes,1.0,0.0,Introvert,0.14
7038,3.0,,6.0,4.0,No,11.0,8.0,Extrovert,0.03
7039,6.0,Yes,2.0,0.0,Yes,8.0,2.0,Introvert,0.09
7040,3.0,No,6.0,4.0,,9.0,4.0,Extrovert,0.011000000000000001
7041,8.0,Yes,3.0,3.0,Yes,1.0,3.0,Introvert,0.1
7042,,Yes,3.0,0.0,Yes,5.0,3.0,Introvert,0.05666666666666667
7043,10.0,Yes,3.0,1.0,Yes,3.0,0.0,Introvert,0.06
7044,9.0,Yes,2.0,2.0,,5.0,0.0,Introvert,0.04
7045,11.0,Yes,2.0,1.0,,5.0,0.0,Introvert,0.03
7046,,Yes,3.0,2.0,Yes,3.0,2.0,Introvert,0.01
7047,3.0,No,8.0,7.0,No,12.0,9.0,Extrovert,0.18
7048,1.0,No,9.0,6.0,No,7.0,9.0,Extrovert,0.44999999999999984
7049,3.0,No,8.0,5.0,No,13.0,3.0,Extrovert,0.11083333333333333
7050,2.0,No,8.0,6.0,No,,4.0,Extrovert,0.051
7051,3.0,No,9.0,4.0,No,14.0,8.0,Extrovert,0.06333333333333334
7052,3.0,No,7.0,5.0,No,15.0,5.0,Extrovert,0.005833333333333333
7053,0.0,No,4.0,7.0,No,10.0,6.0,Extrovert,0.07880952380952382
7054,10.0,Yes,1.0,0.0,Yes,,1.0,Introvert,0.14
7055,2.0,No,4.0,5.0,No,11.0,3.0,Extrovert,0.0375
7056,3.0,No,4.0,7.0,No,14.0,5.0,Extrovert,0.05
7057,11.0,Yes,,2.0,Yes,1.0,2.0,Introvert,0.14
7058,0.0,,4.0,4.0,No,10.0,8.0,Extrovert,0.025
7059,,No,6.0,6.0,No,9.0,6.0,Extrovert,0.5067142857142856
7060,5.0,Yes,1.0,,Yes,3.0,1.0,Introvert,0.11
7061,6.0,Yes,2.0,0.0,,5.0,0.0,Introvert,0.18
7062,6.0,Yes,0.0,,Yes,5.0,0.0,Introvert,0.04
7063,0.0,No,5.0,4.0,No,5.0,5.0,Extrovert,0.0125
7064,3.0,No,4.0,,No,8.0,4.0,Extrovert,0.3156190476190475
7065,1.0,,8.0,3.0,No,13.0,9.0,Extrovert,0.054000000000000006
7066,3.0,No,8.0,6.0,,12.0,5.0,Extrovert,0.0
7067,1.0,No,6.0,5.0,No,15.0,9.0,Extrovert,0.18
7068,11.0,Yes,1.0,1.0,,5.0,2.0,Introvert,0.13
7069,3.0,No,4.0,5.0,No,8.0,9.0,Extrovert,0.45683333333333337
7070,3.0,No,8.0,3.0,No,6.0,5.0,Extrovert,0.04666666666666667
7071,1.0,No,5.0,,No,9.0,,Extrovert,0.027095238095238096
7072,9.0,Yes,1.0,,Yes,4.0,1.0,Introvert,0.09
7073,3.0,No,6.0,5.0,No,5.0,8.0,Extrovert,0.09
7074,0.0,No,4.0,,No,9.0,3.0,Extrovert,0.34024999999999994
7075,10.0,Yes,1.0,2.0,Yes,0.0,1.0,Introvert,0.06
7076,3.0,,7.0,4.0,No,15.0,4.0,Extrovert,0.0225
7077,0.0,No,4.0,6.0,No,,4.0,Extrovert,0.0
7078,10.0,No,9.0,3.0,No,3.0,6.0,Extrovert,0.13
7079,,Yes,3.0,2.0,Yes,14.0,0.0,Introvert,0.04
7080,0.0,No,6.0,6.0,No,8.0,10.0,Extrovert,0.07083333333333333
7081,8.0,Yes,,0.0,Yes,5.0,0.0,Introvert,0.05
7082,1.0,No,9.0,3.0,No,7.0,,Extrovert,0.0425
7083,3.0,No,4.0,4.0,No,13.0,9.0,Extrovert,0.065
7084,4.0,No,4.0,3.0,No,,4.0,Extrovert,0.1
7085,7.0,,1.0,0.0,Yes,5.0,0.0,Introvert,0.08
7086,2.0,No,,7.0,No,9.0,6.0,Extrovert,0.08
7087,10.0,Yes,3.0,3.0,Yes,2.0,1.0,Introvert,0.05
7088,0.0,No,8.0,6.0,No,13.0,10.0,Extrovert,0.13
7089,3.0,No,9.0,5.0,,11.0,4.0,Extrovert,0.49933333333333335
7090,10.0,Yes,3.0,0.0,,2.0,1.0,Introvert,0.1
7091,0.0,No,6.0,6.0,No,9.0,7.0,Extrovert,0.092
7092,,No,4.0,6.0,No,7.0,4.0,Extrovert,0.0325
7093,9.0,Yes,0.0,2.0,Yes,4.0,3.0,Introvert,0.12
7094,2.0,No,6.0,4.0,No,14.0,5.0,Extrovert,0.29139682539682527
7095,3.0,,3.0,6.0,No,8.0,8.0,Extrovert,0.4335833333333333
7096,0.0,No,9.0,6.0,No,,3.0,Extrovert,0.5148333333333334
7097,1.0,No,,,No,10.0,4.0,Extrovert,0.0
7098,,No,5.0,4.0,No,13.0,9.0,Extrovert,0.037333333333333336
7099,2.0,No,9.0,7.0,No,5.0,8.0,Extrovert,0.18
7100,7.0,Yes,0.0,2.0,Yes,4.0,0.0,Introvert,0.11
7101,5.0,Yes,0.0,3.0,Yes,3.0,3.0,Introvert,0.16
7102,0.0,No,3.0,7.0,No,12.0,5.0,Extrovert,0.24714285714285716
7103,8.0,Yes,3.0,1.0,Yes,,1.0,Introvert,0.05
7104,0.0,No,10.0,4.0,No,7.0,7.0,Extrovert,0.13
7105,,Yes,0.0,0.0,Yes,,2.0,Introvert,0.05
7106,2.0,No,10.0,5.0,No,13.0,3.0,Extrovert,0.02
7107,0.0,No,7.0,6.0,No,5.0,8.0,Extrovert,0.09
7108,3.0,No,4.0,7.0,No,11.0,6.0,Extrovert,0.04
7109,2.0,No,7.0,7.0,No,14.0,9.0,Extrovert,0.4640952380952381
7110,3.0,No,4.0,3.0,No,15.0,7.0,Extrovert,0.15
7111,0.0,No,9.0,7.0,No,11.0,6.0,Extrovert,0.055999999999999994
7112,0.0,No,4.0,5.0,No,7.0,10.0,Extrovert,0.1425
7113,2.0,No,8.0,3.0,No,8.0,3.0,Extrovert,0.664047619047619
7114,10.0,Yes,1.0,2.0,Yes,0.0,2.0,Introvert,0.23
7115,2.0,No,4.0,4.0,No,14.0,6.0,Extrovert,0.03702380952380952
7116,2.0,No,5.0,,No,11.0,4.0,Extrovert,0.0
7117,0.0,No,10.0,5.0,No,,9.0,Extrovert,0.02
7118,3.0,No,4.0,5.0,No,15.0,,Extrovert,0.4985
7119,8.0,Yes,,2.0,Yes,0.0,2.0,Introvert,0.26
7120,2.0,No,4.0,3.0,No,8.0,7.0,Extrovert,0.47466666666666674
7121,2.0,No,6.0,6.0,No,13.0,6.0,Extrovert,0.018333333333333333
7122,2.0,,7.0,6.0,No,4.0,7.0,Extrovert,0.17
7123,3.0,No,8.0,6.0,No,,7.0,Extrovert,0.42816666666666664
7124,9.0,Yes,3.0,,Yes,3.0,0.0,Introvert,0.05
7125,3.0,No,9.0,5.0,No,7.0,,Extrovert,0.3452193362193362
7126,2.0,No,4.0,5.0,No,,7.0,Extrovert,0.017333333333333333
7127,9.0,Yes,0.0,2.0,,3.0,1.0,Introvert,0.09
7128,8.0,No,6.0,5.0,No,6.0,3.0,Extrovert,0.09
7129,0.0,No,8.0,4.0,No,10.0,10.0,Extrovert,0.12
7130,1.0,No,5.0,3.0,No,12.0,10.0,Extrovert,0.11
7131,3.0,No,5.0,5.0,No,10.0,8.0,Extrovert,0.03404761904761905
7132,6.0,Yes,2.0,3.0,Yes,4.0,0.0,Introvert,0.05
7133,4.0,No,8.0,6.0,No,12.0,3.0,Extrovert,0.1
7134,0.0,No,9.0,4.0,No,6.0,4.0,Extrovert,0.068
7135,4.0,Yes,2.0,1.0,Yes,,2.0,Introvert,0.22333333333333333
7136,9.0,Yes,2.0,3.0,Yes,1.0,3.0,Introvert,0.13
7137,5.0,Yes,0.0,5.0,Yes,4.0,1.0,Introvert,0.12
7138,1.0,No,4.0,3.0,No,,9.0,Extrovert,0.0025
7139,3.0,No,7.0,3.0,No,11.0,4.0,Extrovert,0.22266666666666665
7140,,,5.0,6.0,No,13.0,7.0,Extrovert,0.32057142857142856
7141,2.0,No,9.0,5.0,No,11.0,9.0,Extrovert,0.03
7142,0.0,No,5.0,3.0,No,,7.0,Extrovert,0.4109484126984127
7143,4.0,No,10.0,7.0,No,6.0,7.0,Extrovert,0.1
7144,0.0,No,9.0,7.0,No,14.0,3.0,Extrovert,0.15
7145,6.0,Yes,2.0,1.0,Yes,3.0,1.0,Introvert,0.13
7146,3.0,,4.0,3.0,No,5.0,3.0,Extrovert,0.0375
7147,3.0,No,10.0,5.0,No,10.0,8.0,Extrovert,0.02
7148,2.0,No,,3.0,No,13.0,8.0,Extrovert,0.3058373015873015
7149,2.0,No,8.0,4.0,No,,5.0,Extrovert,0.20186904761904753
7150,6.0,Yes,3.0,,Yes,,2.0,Introvert,0.02
7151,0.0,,5.0,6.0,No,,7.0,Extrovert,0.0
7152,1.0,,7.0,5.0,No,12.0,9.0,Extrovert,0.04666666666666666
7153,3.0,No,9.0,4.0,No,15.0,,Extrovert,0.32888095238095233
7154,3.0,No,4.0,3.0,No,13.0,10.0,Extrovert,0.01
7155,0.0,No,6.0,7.0,No,15.0,8.0,Extrovert,0.15
7156,3.0,No,6.0,4.0,No,13.0,6.0,Extrovert,0.11416666666666667
7157,3.0,No,7.0,6.0,No,5.0,4.0,Extrovert,0.06
7158,0.0,No,4.0,3.0,No,12.0,,Extrovert,0.0
7159,1.0,,5.0,,No,8.0,5.0,Extrovert,0.15221031746031743
7160,6.0,Yes,0.0,2.0,,4.0,2.0,Introvert,0.08
7161,9.0,Yes,,0.0,Yes,2.0,2.0,Introvert,0.13
7162,,No,9.0,3.0,No,9.0,,Extrovert,0.006666666666666666
7163,2.0,No,6.0,,No,11.0,9.0,Extrovert,0.035
7164,5.0,Yes,1.0,3.0,Yes,1.0,3.0,Introvert,0.08
7165,,No,5.0,5.0,No,10.0,8.0,Extrovert,0.31424999999999986
7166,,No,4.0,5.0,No,12.0,4.0,Extrovert,0.013333333333333332
7167,4.0,No,8.0,,No,11.0,9.0,Extrovert,0.07333333333333333
7168,3.0,No,8.0,,No,8.0,3.0,Extrovert,0.05249999999999999
7169,0.0,No,6.0,4.0,No,13.0,5.0,Extrovert,0.5052777777777777
7170,2.0,No,7.0,6.0,No,,4.0,Extrovert,0.0405
7171,1.0,No,5.0,3.0,No,13.0,3.0,Extrovert,0.03666666666666667
7172,5.0,Yes,0.0,1.0,Yes,5.0,1.0,Introvert,0.07
7173,1.0,No,9.0,5.0,No,5.0,3.0,Extrovert,0.18416666666666665
7174,8.0,Yes,1.0,1.0,Yes,,0.0,Introvert,0.11
7175,1.0,No,9.0,3.0,No,7.0,7.0,Extrovert,0.04
7176,0.0,No,4.0,6.0,No,14.0,7.0,Extrovert,0.155
7177,0.0,,,5.0,No,6.0,8.0,Extrovert,0.029999999999999995
7178,3.0,No,7.0,3.0,No,6.0,9.0,Extrovert,0.18666666666666665
7179,8.0,Yes,3.0,2.0,,1.0,1.0,Introvert,0.02
7180,3.0,,8.0,6.0,No,15.0,9.0,Extrovert,0.03
7181,3.0,No,6.0,,No,10.0,3.0,Extrovert,0.44557142857142856
7182,10.0,Yes,3.0,2.0,,1.0,1.0,Introvert,0.04
7183,1.0,No,6.0,7.0,No,9.0,4.0,Extrovert,0.06766666666666665
7184,3.0,No,8.0,5.0,No,15.0,8.0,Extrovert,0.05878571428571428
7185,,No,5.0,3.0,No,13.0,8.0,Extrovert,0.3058373015873015
7186,0.0,No,,6.0,No,,6.0,Extrovert,0.0
7187,2.0,No,9.0,7.0,No,11.0,10.0,Extrovert,0.07
7188,3.0,No,,5.0,No,8.0,5.0,Extrovert,0.47852380952380946
7189,2.0,No,7.0,5.0,No,10.0,3.0,Extrovert,0.43383333333333324
7190,2.0,,7.0,7.0,No,13.0,8.0,Extrovert,0.01
7191,0.0,,4.0,4.0,No,6.0,4.0,Extrovert,0.006999999999999999
7192,7.0,,1.0,1.0,Yes,2.0,0.0,Introvert,0.14
7193,3.0,No,3.0,6.0,No,4.0,4.0,Extrovert,0.17
7194,0.0,No,4.0,3.0,No,3.0,7.0,Extrovert,0.14
7195,0.0,No,5.0,7.0,,7.0,7.0,Extrovert,0.02
7196,2.0,No,6.0,3.0,No,14.0,8.0,Extrovert,0.08
7197,8.0,Yes,2.0,0.0,Yes,0.0,2.0,Introvert,0.11
7198,9.0,Yes,1.0,2.0,,3.0,1.0,Introvert,0.16
7199,1.0,No,7.0,3.0,No,13.0,8.0,Extrovert,0.11
7200,1.0,No,6.0,7.0,No,9.0,9.0,Extrovert,0.05
7201,3.0,No,6.0,3.0,No,11.0,4.0,Extrovert,0.10583333333333333
7202,3.0,No,9.0,7.0,No,13.0,8.0,Extrovert,0.03
7203,0.0,No,6.0,6.0,No,14.0,3.0,Extrovert,0.04
7204,2.0,No,9.0,3.0,No,6.0,6.0,Extrovert,0.05833333333333333
7205,2.0,No,8.0,6.0,No,12.0,3.0,Extrovert,0.002
7206,2.0,No,5.0,,No,5.0,3.0,Extrovert,0.23405952380952375
7207,1.0,No,6.0,5.0,No,12.0,10.0,Extrovert,0.13666666666666666
7208,8.0,Yes,0.0,1.0,Yes,1.0,0.0,Introvert,0.07
7209,1.0,No,6.0,,No,10.0,8.0,Extrovert,0.01
7210,6.0,Yes,0.0,1.0,Yes,0.0,2.0,Introvert,0.13
7211,1.0,No,9.0,5.0,No,13.0,4.0,Extrovert,0.021
7212,4.0,No,4.0,5.0,No,6.0,7.0,Extrovert,0.08
7213,3.0,No,4.0,6.0,No,10.0,4.0,Extrovert,0.11833333333333332
7214,4.0,No,4.0,5.0,No,13.0,4.0,Extrovert,0.05
7215,8.0,Yes,0.0,0.0,,0.0,1.0,Introvert,0.01
7216,3.0,No,5.0,3.0,No,8.0,4.0,Extrovert,0.05
7217,3.0,No,3.0,6.0,No,9.0,7.0,Extrovert,0.03
7218,4.0,Yes,0.0,2.0,Yes,,2.0,Introvert,0.1
7219,6.0,Yes,0.0,0.0,Yes,,1.0,Introvert,0.09
7220,8.0,Yes,3.0,2.0,,5.0,0.0,Introvert,0.1
7221,0.0,No,5.0,3.0,No,13.0,8.0,Extrovert,0.10216666666666667
7222,3.0,No,5.0,5.0,No,,7.0,Extrovert,0.01
7223,3.0,No,6.0,7.0,No,15.0,7.0,Extrovert,0.14
7224,2.0,No,4.0,3.0,No,15.0,7.0,Extrovert,0.17
7225,2.0,No,6.0,5.0,No,10.0,3.0,Extrovert,0.04666666666666667
7226,2.0,No,5.0,6.0,No,13.0,6.0,Extrovert,0.06366666666666668
7227,3.0,No,6.0,5.0,No,12.0,8.0,Extrovert,0.5068809523809524
7228,0.0,No,10.0,5.0,No,12.0,6.0,Extrovert,0.12
7229,2.0,No,8.0,3.0,No,7.0,4.0,Extrovert,0.06733333333333333
7230,10.0,,3.0,0.0,Yes,5.0,1.0,Introvert,0.11
7231,2.0,No,7.0,4.0,No,12.0,5.0,Extrovert,0.004
7232,5.0,Yes,2.0,1.0,Yes,5.0,,Introvert,0.02
7233,1.0,No,8.0,3.0,No,11.0,5.0,Extrovert,0.06333333333333332
7234,2.0,No,10.0,5.0,No,13.0,6.0,Extrovert,0.13
7235,,No,6.0,3.0,No,9.0,4.0,Extrovert,0.019285714285714285
7236,3.0,No,7.0,7.0,No,4.0,8.0,Extrovert,0.07
7237,8.0,No,9.0,7.0,No,10.0,9.0,Extrovert,0.24
7238,3.0,No,,4.0,No,11.0,3.0,Extrovert,0.2542499999999999
7239,0.0,No,3.0,5.0,No,6.0,9.0,Extrovert,0.4701190476190476
7240,2.0,No,8.0,6.0,No,9.0,5.0,Extrovert,0.08285714285714287
7241,7.0,Yes,0.0,0.0,Yes,,0.0,Introvert,0.11
7242,2.0,No,4.0,7.0,No,13.0,5.0,Extrovert,0.20744444444444446
7243,4.0,No,9.0,7.0,No,12.0,9.0,Extrovert,0.08
7244,2.0,No,5.0,7.0,No,5.0,6.0,Extrovert,0.007833333333333333
7245,,No,5.0,5.0,No,8.0,7.0,Extrovert,0.002
7246,0.0,No,7.0,4.0,No,13.0,4.0,Extrovert,0.044000000000000004
7247,,No,4.0,6.0,No,13.0,7.0,Extrovert,0.0775
7248,1.0,No,,3.0,No,5.0,3.0,Extrovert,0.02
7249,0.0,,8.0,3.0,No,13.0,4.0,Extrovert,0.39349999999999996
7250,2.0,No,7.0,3.0,No,10.0,8.0,Extrovert,0.13666666666666666
7251,8.0,,2.0,0.0,Yes,4.0,2.0,Introvert,0.04
7252,2.0,No,8.0,5.0,No,15.0,6.0,Extrovert,0.14145238095238097
7253,3.0,No,5.0,3.0,No,7.0,5.0,Extrovert,0.1025
7254,2.0,No,6.0,4.0,No,4.0,5.0,Extrovert,0.12166666666666666
7255,9.0,Yes,2.0,0.0,Yes,2.0,3.0,Introvert,0.04
7256,,Yes,2.0,2.0,Yes,2.0,1.0,Introvert,0.12666666666666665
7257,3.0,No,4.0,4.0,No,12.0,6.0,Extrovert,0.01
7258,3.0,No,8.0,5.0,No,9.0,10.0,Extrovert,0.07
7259,0.0,No,6.0,7.0,No,7.0,5.0,Extrovert,0.08333333333333334
7260,2.0,No,5.0,3.0,No,13.0,7.0,Extrovert,0.1218015873015873
7261,0.0,No,6.0,3.0,No,10.0,4.0,Extrovert,0.19
7262,2.0,No,5.0,3.0,No,,8.0,Extrovert,0.30361904761904746
7263,0.0,No,6.0,,No,15.0,9.0,Extrovert,0.4672142857142856
7264,8.0,,1.0,2.0,,3.0,2.0,Introvert,0.09
7265,10.0,Yes,0.0,3.0,Yes,3.0,2.0,Introvert,0.16
7266,3.0,No,4.0,,No,12.0,7.0,Extrovert,0.0
7267,4.0,Yes,1.0,5.0,Yes,5.0,3.0,Introvert,0.06
7268,4.0,Yes,,0.0,Yes,1.0,5.0,Introvert,0.01
7269,10.0,,0.0,1.0,Yes,3.0,1.0,Introvert,0.23
7270,1.0,No,8.0,3.0,No,7.0,8.0,Extrovert,0.096
7271,,No,9.0,7.0,No,9.0,4.0,Extrovert,0.04
7272,3.0,,7.0,3.0,No,5.0,8.0,Extrovert,0.46849999999999986
7273,1.0,No,6.0,5.0,No,13.0,9.0,Extrovert,0.1325
7274,1.0,No,10.0,3.0,No,10.0,4.0,Extrovert,0.15
7275,2.0,,4.0,4.0,No,8.0,7.0,Extrovert,0.0025
7276,2.0,No,10.0,5.0,No,9.0,7.0,Extrovert,0.11
7277,5.0,Yes,0.0,1.0,,2.0,0.0,Introvert,0.07
7278,3.0,,6.0,3.0,No,9.0,4.0,Extrovert,0.05
7279,9.0,,3.0,0.0,Yes,4.0,2.0,Introvert,0.04
7280,3.0,No,9.0,3.0,No,7.0,8.0,Extrovert,0.06
7281,1.0,No,9.0,7.0,No,,7.0,Extrovert,0.02928571428571429
7282,5.0,Yes,1.0,0.0,Yes,2.0,,Introvert,0.07
