id,personality,probability
2692,Introvert,0.05614705
10884,Extrovert,0.94979227
10885,Introvert,0.085341245
2695,Introvert,0.10107355
2696,Extrovert,0.915138
10888,Extrovert,0.12811771
2694,Introvert,0.96568465
10891,Extrovert,0.9035282
10892,Extrovert,0.98022527
2711,Extrovert,0.97044957
2712,Extrovert,0.33156815
2714,Extrovert,0.96963006
2715,Extrovert,0.9673465
10909,Introvert,0.048474707
10915,Introvert,0.082507275
2727,Extrovert,0.99687296
10922,Extrovert,0.97103596
2731,Introvert,0.12392763
2730,Extrovert,0.97534955
10928,Extrovert,0.97658974
10929,Introvert,0.01892413
2737,Extrovert,0.95575184
10931,Introvert,0.14786851
2738,Extrovert,0.983651
10934,Introvert,0.08383632
2743,Extrovert,0.9799683
2744,Extrovert,0.9819307
2742,Introvert,0.2334822
10941,Extrovert,0.94059676
10943,Extrovert,0.9857997
2752,Introvert,0.036548346
2751,Extrovert,0.070135005
10948,Extrovert,0.9852326
2756,Extrovert,0.98344374
2762,Extrovert,0.9610994
2763,Introvert,0.093532115
10962,Extrovert,0.95611894
10965,Extrovert,0.9618787
2774,Extrovert,0.9760321
2773,Extrovert,0.11413035
2776,Extrovert,0.97528994
10969,Introvert,0.08383322
10972,Introvert,0.04471203
2783,Extrovert,0.98930687
2787,Introvert,0.06283039
2792,Extrovert,0.9848039
2793,Extrovert,0.9897194
10986,Introvert,0.11208378
2794,Extrovert,0.95937806
10987,Extrovert,0.9849636
2800,Extrovert,0.93386203
10993,Extrovert,0.9804412
10992,Extrovert,0.9762137
2812,Extrovert,0.98757535
11006,Introvert,0.9737978
2815,Extrovert,0.985523
11009,Extrovert,0.97715515
2818,Introvert,0.11090648
2819,Extrovert,0.9810947
11012,Introvert,0.039277956
11011,Extrovert,0.9870215
11015,Extrovert,0.9320662
2824,Extrovert,0.9714462
2826,Extrovert,0.9889051
2829,Introvert,0.020698987
2830,Extrovert,0.9731226
11025,Introvert,0.05880237
2834,Introvert,0.117982544
2835,Extrovert,0.037296955
11032,Extrovert,0.9853258
11034,Introvert,0.15194899
11035,Introvert,0.051685944
2842,Introvert,0.09230731
11037,Introvert,0.05741428
11036,Introvert,0.98585343
11039,Extrovert,0.93534636
11040,Extrovert,0.9899595
16847,Introvert,0.9476408
16848,Introvert,0.98498625
11044,Introvert,0.8669413
11046,Extrovert,0.07117558
11057,Introvert,0.038479026
2866,Introvert,0.08822042
2867,Extrovert,0.9855623
2869,Introvert,0.07015715
2871,Extrovert,0.97152215
2878,Extrovert,0.98787105
2879,Extrovert,0.9839107
11071,Introvert,0.11743161
2881,Introvert,0.023675088
2884,Introvert,0.26326865
11077,Introvert,0.27736393
2885,Introvert,0.07621894
11080,Introvert,0.07195398
11081,Extrovert,0.09731824
11083,Extrovert,0.9853265
2893,Extrovert,0.99121267
11086,Extrovert,0.9521956
11089,Extrovert,0.9790679
11090,Introvert,0.03314213
2899,Introvert,0.09699008
2906,Extrovert,0.21620262
2909,Introvert,0.12455596
580,Extrovert,0.9877374
2920,Extrovert,0.9762706
2919,Extrovert,0.9908098
2922,Introvert,0.061827857
11116,Extrovert,0.99206597
2925,Introvert,0.040596075
11119,Extrovert,0.9714497
2929,Introvert,0.039593376
11122,Extrovert,0.97941625
2936,Extrovert,0.98407483
2937,Extrovert,0.9894482
11130,Extrovert,0.9798922
2940,Extrovert,0.9737872
11132,Extrovert,0.9807524
11135,Extrovert,0.94628686
2944,Extrovert,0.9535918
2943,Introvert,0.0912103
11140,Introvert,0.07563853
2949,Introvert,0.09340287
2950,Introvert,0.053726412
2953,Extrovert,0.9706956
11146,Introvert,0.10018933
2954,Introvert,0.027758382
11149,Extrovert,0.94479746
11153,Extrovert,0.9762713
2962,Extrovert,0.96434647
2964,Extrovert,0.9810947
2966,Introvert,0.033692885
2969,Extrovert,0.989749
11164,Extrovert,0.99195576
11165,Introvert,0.2027384
11166,Introvert,0.08309487
11170,Introvert,0.07849761
2979,Introvert,0.08016995
2980,Extrovert,0.94948703
11174,Extrovert,0.96988577
11175,Introvert,0.060688954
11176,Introvert,0.03533552
2986,Extrovert,0.952728
2988,Extrovert,0.9782038
2989,Extrovert,0.9752329
2992,Introvert,0.050269894
11188,Introvert,0.04261785
11189,Extrovert,0.9857249
2997,Introvert,0.077533714
3003,Extrovert,0.9900843
3004,Extrovert,0.9737872
11196,Extrovert,0.8983821
11199,Extrovert,0.9769881
3008,Extrovert,0.95915526
11202,Extrovert,0.9889369
3015,Extrovert,0.9710675
11208,Extrovert,0.9361907
3018,Extrovert,0.9775058
11213,Extrovert,0.90660495
3021,Extrovert,0.058232192
3023,Extrovert,0.9880816
11217,Extrovert,0.97534955
11218,Introvert,0.14331071
3028,Extrovert,0.9692498
3032,Extrovert,0.96919763
11227,Extrovert,0.9795313
11228,Introvert,0.035785705
3037,Introvert,0.09694198
11234,Extrovert,0.9875994
11235,Extrovert,0.9711112
11236,Introvert,0.18043888
3045,Extrovert,0.9369067
3044,Introvert,0.02528573
3046,Extrovert,0.98715276
11242,Extrovert,0.96581995
11244,Introvert,0.19883493
3053,Extrovert,0.8982384
11247,Introvert,0.9799683
3057,Introvert,0.03147871
3059,Introvert,0.024475412
11255,Introvert,0.8857697
3063,Extrovert,0.98164785
11257,Introvert,0.045547113
11258,Extrovert,0.9872666
11259,Introvert,0.97949046
11263,Introvert,0.065980405
3071,Extrovert,0.9583105
11271,Introvert,0.06773589
11274,Introvert,0.063064575
11275,Extrovert,0.97603214
3084,Extrovert,0.98496664
11278,Introvert,0.038530845
3087,Extrovert,0.98498625
3086,Introvert,0.8745549
3089,Introvert,0.06271901
11285,Extrovert,0.95958877
3102,Introvert,0.048278857
11296,Introvert,0.07199856
3104,Introvert,0.056760065
3106,Introvert,0.13042416
11299,Extrovert,0.91896373
11301,Introvert,0.076086156
11302,Introvert,0.06784708
3111,Introvert,0.13622834
3110,Extrovert,0.9970867
11303,Introvert,0.107820466
11306,Extrovert,0.9892039
3115,Extrovert,0.9803774
11309,Extrovert,0.9710215
3117,Extrovert,0.9747387
11311,Introvert,0.023379806
11312,Extrovert,0.65726393
11313,Introvert,0.08791354
3122,Introvert,0.03714473
11315,Introvert,0.019509062
3128,Extrovert,0.9758124
11322,Extrovert,0.96348596
3130,Introvert,0.9054314
3132,Introvert,0.10894752
11324,Extrovert,0.97645456
11326,Extrovert,0.9705404
11327,Introvert,0.05096373
3135,Extrovert,0.97046286
3139,Introvert,0.07542286
11334,Introvert,0.94316524
11336,Extrovert,0.97226185
11337,Extrovert,0.97952497
3147,Extrovert,0.98564017
11339,Extrovert,0.95740384
11341,Extrovert,0.9843776
11343,Extrovert,0.9871399
3153,Extrovert,0.06180729
11346,Introvert,0.04811285
11347,Introvert,0.06614622
11350,Introvert,0.050087616
11351,Introvert,0.032727975
11356,Introvert,0.042792924
3165,Extrovert,0.98679984
3166,Introvert,0.037921816
11359,Introvert,0.08517102
3168,Introvert,0.08201434
3169,Introvert,0.16264921
11360,Introvert,0.9285842
3173,Introvert,0.048810802
11367,Introvert,0.08789759
11368,Extrovert,0.98358166
11375,Extrovert,0.97664
16915,Introvert,0.06957743
3185,Introvert,0.10190076
11378,Extrovert,0.9939044
3187,Introvert,0.108804405
11382,Extrovert,0.98573065
3191,Extrovert,0.13296111
3194,Extrovert,0.970289
11387,Extrovert,0.9749018
11391,Introvert,0.100756526
8777,Extrovert,0.9875825
11393,Extrovert,0.930167
3203,Extrovert,0.90112764
11398,Extrovert,0.98820066
11399,Introvert,0.06450258
3208,Introvert,0.10068731
11400,Extrovert,0.9855789
11402,Extrovert,0.96901023
11405,Extrovert,0.9847809
3216,Extrovert,0.9613631
3217,Introvert,0.07983671
11408,Introvert,0.04479521
11410,Introvert,0.043268815
11409,Extrovert,0.9690195
3221,Introvert,0.011217185
11413,Extrovert,0.9724191
11419,Extrovert,0.9494201
11420,Extrovert,0.9942644
3232,Introvert,0.14984548
11426,Introvert,0.07999356
3235,Introvert,0.035774034
11429,Extrovert,0.9904426
3239,Introvert,0.08234768
3241,Extrovert,0.98684525
11434,Extrovert,0.97083133
3244,Extrovert,0.9536015
3246,Extrovert,0.9696795
11441,Introvert,0.055811983
3252,Introvert,0.0550013
3255,Extrovert,0.9760519
11448,Extrovert,0.97261244
11447,Introvert,0.074675426
11452,Introvert,0.038146462
11454,Extrovert,0.94514054
11455,Extrovert,0.8932749
11456,Introvert,0.9479932
3265,Extrovert,0.97350276
3267,Extrovert,0.9732535
11460,Extrovert,0.9871585
11459,Extrovert,0.9810879
3270,Extrovert,0.95398146
11467,Extrovert,0.065544434
11469,Extrovert,0.9883139
3279,Introvert,0.09891055
11472,Extrovert,0.082115345
11473,Extrovert,0.99559647
3283,Introvert,0.050332706
11476,Introvert,0.13720734
11478,Extrovert,0.9693676
3287,Extrovert,0.94991326
3286,Extrovert,0.28346556
3289,Introvert,0.05000256
11486,Extrovert,0.95980054
11489,Extrovert,0.9842482
11494,Extrovert,0.9746806
3302,Extrovert,0.9862403
11497,Extrovert,0.9714944
3306,Introvert,0.040280294
11499,Extrovert,0.96339315
3309,Introvert,0.1305651
3312,Extrovert,0.93078154
11506,Extrovert,0.99352646
3314,Extrovert,0.9192028
3320,Extrovert,0.9806505
3321,Extrovert,0.23242384
11517,Extrovert,0.9886707
3327,Extrovert,0.9869741
3331,Extrovert,0.9725284
3333,Introvert,0.030847264
3334,Introvert,0.10612466
3335,Extrovert,0.98111373
11528,Introvert,0.19894347
3338,Introvert,0.17127207
3339,Introvert,0.021769496
3342,Extrovert,0.9447777
11540,Introvert,0.05239163
3349,Introvert,0.050276406
11542,Introvert,0.06343828
3352,Introvert,0.016571887
3353,Introvert,0.07756244
11545,Extrovert,0.1030553
11546,Extrovert,0.12226994
11551,Extrovert,0.99364233
3360,Introvert,0.06434
3361,Introvert,0.10850642
11557,Extrovert,0.0485005
11559,Introvert,0.04936606
11563,Introvert,0.0360336
3372,Extrovert,0.9927925
3371,Introvert,0.034107752
3374,Extrovert,0.9877073
11566,Extrovert,0.9645148
11568,Extrovert,0.98019236
3376,Introvert,0.02914162
11569,Extrovert,0.9704349
3379,Extrovert,0.95665455
3381,Extrovert,0.9854697
11578,Extrovert,0.9796821
3387,Introvert,0.086730234
11579,Extrovert,0.9192028
3389,Introvert,0.016946882
11582,Introvert,0.100816034
11583,Extrovert,0.9666654
11585,Extrovert,0.9537843
3395,Introvert,0.058335885
3396,Introvert,0.03815229
11589,Extrovert,0.9874812
11590,Extrovert,0.96509546
3398,Introvert,0.9675694
11592,Introvert,0.03997936
11597,Introvert,0.042096987
3406,Extrovert,0.9873332
3405,Introvert,0.07753624
8818,Extrovert,0.94403434
3410,Extrovert,0.093769856
11604,Extrovert,0.985906
3414,Introvert,0.112446524
11606,Extrovert,0.94063264
11608,Extrovert,0.050701443
11612,Extrovert,0.976646
11613,Extrovert,0.049325235
3422,Introvert,0.0786973
3421,Extrovert,0.9874812
3424,Introvert,0.053129945
3425,Extrovert,0.978638
11618,Introvert,0.11284242
11615,Introvert,0.9389213
11621,Introvert,0.06429838
16964,Introvert,0.05071005
11625,Extrovert,0.076611064
11627,Extrovert,0.06267901
11628,Extrovert,0.9891991
3442,Extrovert,0.9489658
11634,Extrovert,0.92180955
3443,Introvert,0.05633201
3445,Extrovert,0.98180145
3446,Introvert,0.008432571
11639,Introvert,0.06266765
3449,Introvert,0.036537737
3455,Extrovert,0.9711438
3456,Extrovert,0.9654927
3457,Introvert,0.029662268
11649,Introvert,0.0641884
11651,Introvert,0.014212241
3460,Extrovert,0.9792586
11648,Introvert,0.147195
11647,Extrovert,0.9751194
11658,Introvert,0.16845292
11660,Extrovert,0.9512188
3470,Extrovert,0.07631491
3472,Extrovert,0.97201836
11665,Extrovert,0.9781073
11666,Extrovert,0.9697426
3475,Introvert,0.022625461
3476,Extrovert,0.99209553
11664,Introvert,0.020086681
3483,Extrovert,0.99089867
11675,Extrovert,0.9850883
3486,Extrovert,0.9911771
11679,Introvert,0.070407346
11682,Introvert,0.045748618
16976,Introvert,0.98862517
3492,Extrovert,0.98725617
11684,Extrovert,0.7089704
11688,Introvert,0.097366676
11689,Introvert,0.020495633
3497,Introvert,0.014345819
11691,Introvert,0.05457142
3500,Extrovert,0.9480667
11693,Introvert,0.09936325
11694,Introvert,0.04476274
11692,Extrovert,0.9714134
11698,Extrovert,0.98217976
11701,Introvert,0.10170111
11702,Extrovert,0.97388184
11705,Introvert,0.022853239
11706,Extrovert,0.98235404
3515,Introvert,0.033978358
11708,Introvert,0.046510603
11713,Extrovert,0.97572917
11715,Introvert,0.96883005
3526,Extrovert,0.9778791
11725,Introvert,0.10837607
11726,Extrovert,0.96975416
3535,Introvert,0.028035184
11728,Extrovert,0.9714498
3539,Extrovert,0.96718764
3540,Introvert,0.043477565
3541,Introvert,0.07907183
3546,Extrovert,0.69936794
11739,Introvert,0.05312373
11740,Extrovert,0.9756545
3548,Extrovert,0.91548705
11742,Extrovert,0.90376174
11745,Extrovert,0.95482063
706,Extrovert,0.97611964
11747,Extrovert,0.9774484
11748,Extrovert,0.9750752
11749,Introvert,0.019026414
11750,Extrovert,0.9858899
11751,Extrovert,0.9452076
11752,Introvert,0.0070706178
3560,Introvert,0.046192944
3562,Introvert,0.050791007
3559,Extrovert,0.9227746
11756,Extrovert,0.9465846
3565,Extrovert,0.16414297
11757,Extrovert,0.9770164
11759,Introvert,0.055123772
3566,Extrovert,0.97942
11758,Extrovert,0.22521657
11763,Introvert,0.043321587
11764,Extrovert,0.97147536
3572,Extrovert,0.99427515
3574,Introvert,0.10323018
3575,Extrovert,0.97888595
3581,Extrovert,0.9912709
3582,Extrovert,0.95958877
11773,Introvert,0.06386119
3586,Extrovert,0.9787314
3589,Extrovert,0.977227
11781,Introvert,0.9760519
11784,Extrovert,0.91138065
11785,Extrovert,0.93470967
3595,Introvert,0.07015029
3596,Introvert,0.051028352
3597,Extrovert,0.98579735
715,Introvert,0.018624552
3599,Extrovert,0.9810879
3602,Extrovert,0.9664211
11794,Introvert,0.75904286
11796,Extrovert,0.9570064
3605,Introvert,0.07416753
11798,Introvert,0.06122837
3607,Extrovert,0.9868962
3606,Introvert,0.03422156
3610,Introvert,0.04175431
11806,Introvert,0.13208693
3618,Introvert,0.09092816
11811,Introvert,0.0905875
3621,Introvert,0.9107721
11817,Extrovert,0.9572564
11818,Extrovert,0.97976446
3627,Introvert,0.068257205
11820,Extrovert,0.15439509
11821,Introvert,0.14475586
3631,Introvert,0.052342653
11823,Extrovert,0.9800755
11825,Extrovert,0.9829216
11829,Introvert,0.03764115
11830,Extrovert,0.96745604
3638,Extrovert,0.9522812
3637,Extrovert,0.9276003
11834,Introvert,0.009167882
11835,Extrovert,0.9897855
3642,Extrovert,0.09306841
3647,Introvert,0.03844196
3648,Introvert,0.037233803
3651,Extrovert,0.9842977
11846,Introvert,0.06919469
3655,Introvert,0.052333005
11847,Introvert,0.9690195
3657,Introvert,0.85133904
11852,Extrovert,0.9829879
11855,Extrovert,0.98700225
11856,Extrovert,0.9715186
3666,Extrovert,0.9826126
3667,Extrovert,0.98928386
11860,Extrovert,0.8981957
3669,Extrovert,0.9767595
11859,Introvert,0.02547383
3670,Extrovert,0.11499773
3672,Extrovert,0.97383434
11865,Introvert,0.03659878
11864,Extrovert,0.8956376
3673,Introvert,0.09592326
11869,Extrovert,0.9306836
3678,Extrovert,0.9816859
3680,Introvert,0.8680484
3681,Extrovert,0.9563959
3682,Introvert,0.98841083
11875,Extrovert,0.21957192
3684,Extrovert,0.9787402
3685,Extrovert,0.9858899
3689,Extrovert,0.9536921
3691,Extrovert,0.80078125
11884,Extrovert,0.968959
11885,Introvert,0.04343273
3692,Introvert,0.08308732
11887,Introvert,0.03943368
17016,Introvert,0.042394683
3697,Introvert,0.8825355
3693,Extrovert,0.1497777
11891,Extrovert,0.9147332
3700,Extrovert,0.34511313
3701,Introvert,0.13250273
3705,Extrovert,0.9800755
11898,Extrovert,0.9694743
3708,Introvert,0.26630202
3709,Extrovert,0.94933337
3710,Introvert,0.8600144
11903,Introvert,0.059024792
11905,Extrovert,0.9686327
11906,Introvert,0.033115868
3716,Extrovert,0.9157393
3717,Extrovert,0.9689706
3723,Extrovert,0.94687146
11919,Extrovert,0.9932354
11923,Extrovert,0.9735074
3731,Introvert,0.13911287
11928,Extrovert,0.9229129
3736,Extrovert,0.9770725
3740,Extrovert,0.8571887
11933,Introvert,0.158361
3743,Extrovert,0.44794258
11936,Introvert,0.9459534
11937,Extrovert,0.1419475
11938,Introvert,0.019059438
11939,Extrovert,0.983739
11935,Introvert,0.08743356
3750,Introvert,0.035085797
3751,Extrovert,0.9909135
3753,Extrovert,0.9883527
3757,Introvert,0.14730084
11950,Extrovert,0.9545044
3765,Extrovert,0.9812843
3766,Extrovert,0.9859541
3768,Extrovert,0.9546917
11961,Introvert,0.9558148
11962,Extrovert,0.10315502
3772,Introvert,0.082174376
11967,Extrovert,0.9816135
3775,Introvert,0.118515104
11970,Extrovert,0.88044167
11971,Extrovert,0.69492674
11973,Extrovert,0.8792891
3782,Introvert,0.043080173
3783,Extrovert,0.941237
8291,Extrovert,0.07445255
3785,Introvert,0.036508758
11981,Introvert,0.95191497
3792,Extrovert,0.98224705
3793,Introvert,0.031351287
3794,Extrovert,0.9964683
754,Extrovert,0.99173343
11988,Introvert,0.13199791
11991,Extrovert,0.947252
3800,Extrovert,0.9754799
3804,Introvert,0.14119582
3807,Introvert,0.031309422
12000,Introvert,0.10376399
3810,Extrovert,0.04477151
3811,Introvert,0.08100397
3814,Extrovert,0.9837589
3815,Extrovert,0.9537843
12007,Introvert,0.043813363
12009,Extrovert,0.9670915
3818,Introvert,0.023382975
3819,Extrovert,0.96853584
3820,Extrovert,0.93100095
12013,Introvert,0.044569243
12011,Extrovert,0.99326104
12019,Introvert,0.111106776
3828,Introvert,0.08024001
12021,Extrovert,0.9816135
3827,Introvert,0.9662611
12024,Introvert,0.06469721
3833,Introvert,0.9751213
12028,Extrovert,0.98391575
3837,Extrovert,0.9754402
3838,Extrovert,0.9901932
12031,Extrovert,0.97979385
3840,Introvert,0.9365836
3841,Introvert,0.06057975
3843,Introvert,0.030352924
3844,Extrovert,0.9598202
3845,Extrovert,0.84167486
12037,Extrovert,0.97868973
12039,Extrovert,0.98760104
12040,Extrovert,0.9384319
12047,Extrovert,0.9815756
3855,Extrovert,0.052101504
12050,Introvert,0.045950506
3859,Introvert,0.96868914
12052,Extrovert,0.9432218
3863,Introvert,0.8568852
12059,Extrovert,0.97680515
3868,Extrovert,0.93674946
8910,Extrovert,0.9662704
3870,Introvert,0.02176122
12061,Extrovert,0.1004051
3874,Extrovert,0.9551878
12068,Introvert,0.064281955
12070,Introvert,0.12574296
3882,Extrovert,0.9844834
12075,Introvert,0.033174064
12082,Extrovert,0.9938286
3894,Introvert,0.04543738
12088,Extrovert,0.979931
3896,Introvert,0.9709199
12090,Extrovert,0.919673
12092,Extrovert,0.98305374
3902,Introvert,0.040704206
12097,Introvert,0.091441646
12098,Introvert,0.04488631
3910,Extrovert,0.89272076
12102,Introvert,0.02333148
3912,Introvert,0.076009415
12105,Extrovert,0.046366036
3914,Introvert,0.11793594
12107,Extrovert,0.95663196
12108,Extrovert,0.90332
3915,Extrovert,0.9219072
12112,Extrovert,0.9719015
3921,Extrovert,0.95514697
12113,Introvert,0.059179194
12115,Extrovert,0.98010063
3924,Extrovert,0.9909587
12118,Introvert,0.04023574
12122,Extrovert,0.97407484
8923,Introvert,0.98217154
3937,Extrovert,0.9793195
12131,Extrovert,0.97759026
12135,Introvert,0.026696866
12136,Introvert,0.02025619
12137,Extrovert,0.9903398
3946,Extrovert,0.9776857
3947,Extrovert,0.98495734
12139,Introvert,0.7294125
12143,Extrovert,0.9879054
12146,Extrovert,0.9873044
3957,Extrovert,0.96293056
3960,Extrovert,0.98700225
12153,Introvert,0.063841194
12152,Extrovert,0.98408103
12158,Extrovert,0.94575185
3967,Introvert,0.067144565
3968,Extrovert,0.9153586
12165,Extrovert,0.9834563
12169,Extrovert,0.9799253
12170,Introvert,0.9385832
3979,Extrovert,0.9767014
3982,Extrovert,0.99226135
12176,Introvert,0.06437888
12181,Extrovert,0.9507616
12183,Introvert,0.12428646
12184,Introvert,0.122994244
12185,Extrovert,0.95232195
3991,Introvert,0.04827282
3993,Extrovert,0.9853217
12188,Introvert,0.037147496
12190,Introvert,0.084145986
12193,Extrovert,0.98384374
12195,Extrovert,0.9339365
12196,Extrovert,0.9861735
4004,Introvert,0.027120518
4006,Introvert,0.14221475
12199,Extrovert,0.9901932
12198,Introvert,0.057117257
12202,Extrovert,0.9736536
12206,Extrovert,0.9803468
4015,Extrovert,0.9930768
4014,Extrovert,0.97450656
12207,Introvert,0.107374735
4020,Extrovert,0.95534724
12213,Extrovert,0.9787046
4022,Extrovert,0.9548476
4023,Introvert,0.2222346
12215,Extrovert,0.9841823
4025,Extrovert,0.9732131
4026,Extrovert,0.98979735
4027,Introvert,0.023703797
4028,Introvert,0.052613094
4033,Introvert,0.10176859
12228,Introvert,0.041450877
12229,Extrovert,0.98668045
4038,Extrovert,0.9846031
4042,Extrovert,0.96927935
12235,Introvert,0.016686918
12237,Extrovert,0.9881287
12239,Extrovert,0.98985064
4050,Extrovert,0.9780725
4055,Extrovert,0.9670269
12251,Extrovert,0.9168172
17089,Extrovert,0.98838717
12252,Extrovert,0.95358163
12254,Introvert,0.8562199
4063,Introvert,0.061899804
12257,Extrovert,0.9271618
4066,Extrovert,0.986864
4067,Introvert,0.12881774
17091,Introvert,0.98883164
12263,Extrovert,0.9896343
17092,Extrovert,0.99020326
4077,Extrovert,0.9404502
4079,Introvert,0.044212226
12273,Introvert,0.08995806
4082,Introvert,0.9291624
4083,Introvert,0.04831073
4086,Extrovert,0.9853265
12278,Extrovert,0.98725617
12279,Introvert,0.05324296
12283,Introvert,0.94979227
12285,Introvert,0.03715974
12288,Introvert,0.98133886
12293,Extrovert,0.96991897
4101,Extrovert,0.91614324
12294,Extrovert,0.07349276
4108,Extrovert,0.9773168
12301,Extrovert,0.96509546
17099,Extrovert,0.9439864
4111,Introvert,0.069489636
4112,Extrovert,0.98609924
4113,Introvert,0.08059061
12306,Extrovert,0.9525817
4115,Introvert,0.0066423113
4114,Introvert,0.044307213
12308,Extrovert,0.99542516
4117,Extrovert,0.14802368
12313,Introvert,0.12241077
4124,Extrovert,0.93628365
12317,Introvert,0.05381824
4127,Extrovert,0.90784246
4128,Introvert,0.022989046
12321,Extrovert,0.991286
12323,Introvert,0.04066708
4133,Extrovert,0.9789779
12326,Extrovert,0.9710428
4134,Introvert,0.05500416
12332,Extrovert,0.94670606
4140,Extrovert,0.98427284
12334,Extrovert,0.97920495
12333,Extrovert,0.9811157
4147,Introvert,0.083298534
12339,Introvert,0.054935753
12345,Extrovert,0.9800685
4154,Extrovert,0.9886585
4155,Extrovert,0.8444983
4157,Extrovert,0.9707295
12350,Extrovert,0.9891384
12351,Introvert,0.0122001935
4159,Extrovert,0.87592214
4161,Extrovert,0.99391395
12359,Extrovert,0.96171045
4167,Extrovert,0.99090636
12361,Extrovert,0.9841272
12363,Introvert,0.045501105
12365,Extrovert,0.9780231
4175,Extrovert,0.8658318
12370,Extrovert,0.98261803
12372,Extrovert,0.19064029
4181,Extrovert,0.9666588
4182,Extrovert,0.9405098
4185,Extrovert,0.98829216
12382,Extrovert,0.039022963
12385,Extrovert,0.10641521
12386,Extrovert,0.97350866
4194,Extrovert,0.90532875
17116,Introvert,0.6947282
12389,Introvert,0.02656982
12390,Extrovert,0.9508868
12393,Introvert,0.107779756
12396,Extrovert,0.880018
12398,Introvert,0.020085566
12399,Introvert,0.71345675
4208,Extrovert,0.9955996
4213,Extrovert,0.99271846
4217,Extrovert,0.9951958
4218,Extrovert,0.9869827
12412,Extrovert,0.08543749
4223,Introvert,0.9798502
12415,Extrovert,0.9888265
12417,Extrovert,0.95905876
4226,Introvert,0.9727816
4235,Extrovert,0.99377316
12428,Introvert,0.9626012
12430,Extrovert,0.9908722
4239,Introvert,0.04215026
12435,Extrovert,0.8633596
12436,Extrovert,0.96871793
12437,Introvert,0.069587424
12439,Extrovert,0.15504056
4248,Extrovert,0.974648
12441,Introvert,0.025623865
12440,Extrovert,0.9889369
12442,Extrovert,0.9843776
4252,Extrovert,0.20409603
12446,Introvert,0.07315562
4256,Extrovert,0.9759832
12448,Extrovert,0.93666774
12450,Introvert,0.12133628
4258,Introvert,0.9578791
12453,Extrovert,0.9940065
12454,Introvert,0.085966185
12456,Introvert,0.023382157
4264,Introvert,0.088909306
4267,Extrovert,0.9628619
12460,Extrovert,0.953883
12461,Introvert,0.017321445
4269,Extrovert,0.9134396
12462,Introvert,0.09709184
12465,Introvert,0.07903742
12466,Introvert,0.010297871
4278,Introvert,0.085072674
4279,Introvert,0.03564933
12472,Introvert,0.9632505
12473,Introvert,0.14069648
4282,Introvert,0.08407378
4285,Extrovert,0.9526449
4286,Introvert,0.01254746
4287,Introvert,0.08404905
12482,Introvert,0.025831968
12483,Extrovert,0.14315647
4292,Introvert,0.14662743
12486,Introvert,0.16814826
4298,Introvert,0.056049377
12490,Extrovert,0.96669525
12491,Extrovert,0.05503267
4305,Extrovert,0.9908467
12497,Extrovert,0.9867474
12503,Introvert,0.04841032
4311,Introvert,0.07913784
4315,Introvert,0.028603002
12517,Extrovert,0.16427925
4328,Introvert,0.024278559
12522,Extrovert,0.9867474
12523,Extrovert,0.99581367
4331,Extrovert,0.97806853
12525,Introvert,0.08351029
12526,Extrovert,0.9871459
4335,Introvert,0.111039855
4333,Extrovert,0.9435108
4334,Extrovert,0.9461925
4338,Introvert,0.062320475
4336,Extrovert,0.97322875
12530,Introvert,0.29251337
12533,Extrovert,0.9518842
4342,Introvert,0.018714642
12535,Extrovert,0.86825746
4344,Extrovert,0.93663186
4345,Introvert,0.16047183
4340,Introvert,0.94813174
12539,Extrovert,0.97032946
4349,Extrovert,0.9838531
12542,Introvert,0.060158618
4354,Extrovert,0.9554462
12547,Introvert,0.029417297
12548,Extrovert,0.988636
4356,Extrovert,0.9554699
4360,Introvert,0.05871309
12555,Extrovert,0.075754315
4365,Extrovert,0.9841272
12559,Extrovert,0.9774804
12564,Extrovert,0.98282546
4374,Extrovert,0.89729565
4375,Extrovert,0.9337508
12568,Extrovert,0.9638804
12569,Extrovert,0.25533998
4380,Introvert,0.026196089
4385,Introvert,0.05492746
12579,Introvert,0.0053469394
4389,Introvert,0.05869743
12582,Extrovert,0.9844616
12585,Extrovert,0.9332585
12586,Introvert,0.022417488
12588,Introvert,0.030749027
4397,Introvert,0.044410788
4400,Introvert,0.05349949
12593,Extrovert,0.9753896
12599,Extrovert,0.94413626
12600,Introvert,0.017421471
4407,Extrovert,0.97283924
4411,Introvert,0.97715515
4414,Extrovert,0.98960215
12607,Introvert,0.9877729
12608,Extrovert,0.9732535
12610,Extrovert,0.95346934
4419,Extrovert,0.9647718
4423,Introvert,0.15096301
4426,Introvert,0.08714783
4427,Extrovert,0.21906754
4429,Extrovert,0.98938364
4433,Extrovert,0.9759671
12627,Introvert,0.0373997
4442,Extrovert,0.96339184
4443,Introvert,0.030364547
12635,Introvert,0.96909386
4452,Introvert,0.85370606
12648,Introvert,0.034849543
12649,Introvert,0.0497321
12650,Introvert,0.03685094
4460,Introvert,0.9522812
4463,Introvert,0.9726415
12656,Extrovert,0.9246655
4466,Introvert,0.11039719
12658,Extrovert,0.9814771
12660,Introvert,0.040144995
4471,Extrovert,0.97868973
12666,Introvert,0.98312795
12674,Introvert,0.040326722
4486,Extrovert,0.9502496
4489,Extrovert,0.9868513
4490,Introvert,0.9793195
12683,Extrovert,0.9871399
4491,Extrovert,0.972241
12685,Introvert,0.035840906
12686,Introvert,0.022024725
